candidate_id,split,throw_count,yaw_moment_beta_coeff,transition_yaw_moment_beta_coeff,post_stall_yaw_moment_beta_rbf_20_coeff,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,objective,heldout_strict_gate,train_guard_gate,selection_score,selection_reason
H0000_Cn_beta,train,63,0.0,0.0,0.0,0.2814994432785373,0.6245401591839453,0.29917043466348625,0.2200674674567412,22.864303678492707,6.318194603833598,9.593865735475088,16.249713235150534,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0000_Cn_beta,heldout,11,0.0,0.0,0.0,0.3708335836358058,0.5327974126117145,0.14451710909241536,0.13177664038024062,18.87637919559067,4.043871944326233,6.717079833119592,11.788592344623368,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0001_Cn_beta,train,63,0.0,0.0,-0.01870860145,0.2869833946997775,0.6142354712669557,0.29936533964793866,0.22068570404107776,21.798750553025062,6.410379426235905,9.311785734118779,15.885227886782811,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0001_Cn_beta,heldout,11,0.0,0.0,-0.01870860145,0.37431029117524145,0.5170522500636122,0.14754043637420927,0.13430349170173608,17.618440013184273,4.191935345724615,6.583833425591181,11.438908171543527,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0002_Cn_beta,train,63,0.0,0.0,-0.0374172029,0.2947051105968076,0.6071044710732492,0.2992802337803534,0.221236960641286,20.656145446110614,6.515621065911052,9.12080930494999,15.61492724045144,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0002_Cn_beta,heldout,11,0.0,0.0,-0.0374172029,0.37855612941616745,0.502139047403891,0.15060981677013263,0.13687195159703386,16.283139656242952,4.434588674737765,6.4386682153953165,11.163351452233874,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0003_Cn_beta,train,63,0.0,0.0,-0.05612580435,0.30648897683953186,0.6036827379126818,0.2988219705835748,0.22170020810201677,19.463806086608802,6.6427584020692585,9.152055569748624,15.447152014681464,False,True,-0.011967242350422153,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0003_Cn_beta,heldout,11,0.0,0.0,-0.05612580435,0.38363539173115413,0.4867350053694469,0.15372226580794304,0.13947978688743287,14.99230946238011,4.685512082609486,6.425724592004514,11.00928957675765,False,True,-0.011967242350422153,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0004_Cn_beta,train,63,0.0,0.0,-0.0748344058,0.32660626203980875,0.6047113342965437,0.29770957027188,0.22201851243466303,18.274732078902893,6.775246620394379,9.211158078617014,15.19947324683,False,False,-0.040547838679786945,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0004_Cn_beta,heldout,11,0.0,0.0,-0.0748344058,0.38958344628279806,0.475144858196064,0.1568744540721743,0.14212464975751307,14.019237744295669,4.9299478097049185,7.261983725511199,10.944403125649758,False,False,-0.040547838679786945,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0005_Cn_beta,train,63,0.0,0.0,-0.1122516087,0.43434531549436634,0.5978173461169402,0.2778726283073527,0.21800722126350414,15.483507008927122,6.786636871842082,8.903063400001479,14.856374182935538,False,False,-0.11244693838009676,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0005_Cn_beta,heldout,11,0.0,0.0,-0.1122516087,0.40406551704265714,0.45633773974529945,0.16318954830563082,0.14743457217122105,12.59152302429116,5.37431619520573,9.301702798025058,10.907799372421524,False,False,-0.11244693838009676,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0006_Cn_beta,train,63,0.0,-0.007337912235,0.0,0.2826538633703073,0.6229044616753572,0.2990980331455477,0.22010635027359698,22.71642114759703,6.3275546561645575,9.55168874077801,16.19321147718813,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0006_Cn_beta,heldout,11,0.0,-0.007337912235,0.0,0.3716898793264792,0.5294977060463902,0.14493949159542707,0.13213171946020438,18.71545771388891,4.068721991776626,6.678560158082661,11.741025194189296,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0007_Cn_beta,train,63,0.0,-0.007337912235,-0.01870860145,0.2885262418862231,0.6130544187999074,0.29923184579529083,0.22070926285345313,21.640401115808015,6.4209135993569895,9.273326234198798,15.826815310106705,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0007_Cn_beta,heldout,11,0.0,-0.007337912235,-0.01870860145,0.37527666969285,0.5149475167501822,0.1479703208862657,0.13466521338480028,17.448139019905568,4.216802803254679,6.545086956286093,11.392924247180732,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0008_Cn_beta,train,63,0.0,-0.007337912235,-0.0374172029,0.2969233913042655,0.6065232278993203,0.29907293444037836,0.22124231281312615,20.488268095935705,6.5287605021622905,9.123003077225691,15.583394685345372,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0008_Cn_beta,heldout,11,0.0,-0.007337912235,-0.0374172029,0.37964079208719215,0.4999654559263613,0.1510468140041712,0.13724002617118697,16.103409910424727,4.465633358611396,6.4009274493961845,11.138668913312333,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0009_Cn_beta,train,63,0.0,-0.007337912235,-0.05612580435,0.31015577999914395,0.6042329653007195,0.29850584031552924,0.2216784438964299,19.30283510477796,6.658147479566883,9.183246093491142,15.43867164271625,False,True,-0.016433379846534063,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0009_Cn_beta,heldout,11,0.0,-0.007337912235,-0.05612580435,0.3848433299029729,0.4844986352872125,0.15416606939174293,0.1398540233308517,14.875547207280755,4.7153820081466105,6.475715528183858,10.99524826232133,False,True,-0.016433379846534063,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0010_Cn_beta,train,63,0.0,-0.007337912235,-0.0748344058,0.33324150055996316,0.60629789611731,0.29715046156243785,0.2219533582119393,18.120091368978535,6.7820951379351895,9.140334028152092,15.168604018181085,False,False,-0.04628882139885579,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0010_Cn_beta,heldout,11,0.0,-0.007337912235,-0.0748344058,0.39091229417543616,0.47399290909694153,0.1573230281298949,0.1425033905271397,13.898160400032806,4.957201428052651,7.31213137545787,10.932942191712293,False,False,-0.04628882139885579,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0011_Cn_beta,train,63,0.0,-0.007337912235,-0.1122516087,0.45424015765415776,0.5707537001964429,0.27206685443672013,0.2164766144309415,16.019840772218824,7.685780529927396,8.70798195104327,14.942148609523791,False,False,-0.11860880563708728,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0011_Cn_beta,heldout,11,0.0,-0.007337912235,-0.1122516087,0.4056281128141528,0.45501448211336926,0.16362613379473975,0.14780398662431374,12.510198596620597,5.394192562281305,9.386047907043793,10.901518698008136,False,False,-0.11860880563708728,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0012_Cn_beta,train,63,0.0,-0.01467582447,0.0,0.28387916897016363,0.6214739277719579,0.29901216766167554,0.22014200668650474,22.567385261358748,6.337055912816065,9.510817490486295,16.13688229817166,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0012_Cn_beta,heldout,11,0.0,-0.01467582447,0.0,0.3725684051227678,0.5274046462684538,0.14536251369693856,0.13248732964685114,18.553228122042192,4.09362815033354,6.640361897190089,11.696089376948429,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0013_Cn_beta,train,63,0.0,-0.01467582447,-0.01870860145,0.29018844906725166,0.6122339061991351,0.29908201705474946,0.2207289184350535,21.480710243660567,6.431807480891059,9.245007926676072,15.769400276725024,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0013_Cn_beta,heldout,11,0.0,-0.01467582447,-0.01870860145,0.3762665194194204,0.5128326649434589,0.14840079594875982,0.13502742990421474,17.27649471201337,4.245895685816027,6.506823652416932,11.347303588433784,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0014_Cn_beta,train,63,0.0,-0.01467582447,-0.0374172029,0.2993764256554532,0.6060680690834953,0.29884714996901124,0.22124333808565708,20.320534797557052,6.542687470702461,9.128038682184242,15.552362376044853,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0014_Cn_beta,heldout,11,0.0,-0.01467582447,-0.0374172029,0.3807498046225849,0.49778262651375227,0.15148435686082903,0.1376085661907873,15.92234477925826,4.49666097583411,6.363804215699113,11.114043011810367,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0015_Cn_beta,train,63,0.0,-0.01467582447,-0.05612580435,0.3143891301360574,0.6050266559254238,0.29814679483665485,0.2216457147018635,19.145604676398886,6.673053236564548,9.22025084026575,15.40695850749371,False,True,-0.020951234903885386,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0015_Cn_beta,heldout,11,0.0,-0.01467582447,-0.05612580435,0.3860754937685733,0.48225638812482646,0.15461022897575727,0.14022857432768693,14.758073550641198,4.745085598926326,6.525539440171155,10.981278430588688,False,True,-0.020951234903885386,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0016_Cn_beta,train,63,0.0,-0.01467582447,-0.0748344058,0.3411317615983179,0.6080365238526173,0.29644936261898397,0.22185633301852253,17.963834617520256,6.781999806849628,9.065732914278213,15.141136723666794,False,False,-0.05217600011787976,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0016_Cn_beta,heldout,11,0.0,-0.01467582447,-0.0748344058,0.3922643431160395,0.4728270974589984,0.15777114493874952,0.14288175447004614,13.78811822216661,4.984165145694913,7.361332140923619,10.922448256163367,False,False,-0.05217600011787976,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0017_Cn_beta,train,63,0.0,-0.01467582447,-0.1122516087,0.467837940015144,0.5566101939967647,0.27221607808571074,0.21661393633228962,16.150414385843476,7.12640935344244,9.438782517836525,15.363040918985005,False,False,-0.12478891893128796,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0017_Cn_beta,heldout,11,0.0,-0.01467582447,-0.1122516087,0.40721536909902606,0.45367599682062315,0.16405930469965993,0.1481704799459214,12.427488216833721,5.413941576458177,9.468563027846868,10.895119439665908,False,False,-0.12478891893128796,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0018_Cn_beta,train,63,0.0,-0.022013736705,0.0,0.2851837343817135,0.6201295242526595,0.29891182524746257,0.22017418211899967,22.417072538319687,6.346738857810279,9.471443287552816,16.080459077451874,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0018_Cn_beta,heldout,11,0.0,-0.022013736705,0.0,0.37346934625001293,0.5253464713924085,0.14578618733831555,0.1328434834551586,18.389684463319814,4.1185932224883315,6.60249335402422,11.651184020104319,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0019_Cn_beta,train,63,0.0,-0.022013736705,-0.01870860145,0.29198894398176917,0.6114970145628392,0.2989161712867741,0.2207448055146424,21.319812320568424,6.443150583671429,9.219563677314854,15.721164297769517,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0019_Cn_beta,heldout,11,0.0,-0.022013736705,-0.01870860145,0.37727997015300585,0.5107079843455065,0.14883186445949145,0.13539014537773347,17.1035056433909,4.277397107879603,6.4690483624368085,11.30186821019905,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0020_Cn_beta,train,63,0.0,-0.022013736705,-0.0374172029,0.3021759041199223,0.6061501194359279,0.2985996416034399,0.22123918041486576,20.153801116109108,6.557428729010288,9.136488122460307,15.522954770640316,True,True,-0.0029360171832063875,passes_strict_heldout_and_train_guard
H0020_Cn_beta,heldout,11,0.0,-0.022013736705,-0.0374172029,0.3818831652293236,0.4955911312961636,0.1519224395067048,0.13797756849359197,15.739954280836093,4.527678222238928,6.3272565124226245,11.089479074960632,True,True,-0.0029360171832063875,passes_strict_heldout_and_train_guard
H0021_Cn_beta,train,63,0.0,-0.022013736705,-0.05612580435,0.3193777244853858,0.606248706632313,0.2977266780829245,0.22159697086185332,18.993308185872994,6.686584197544476,9.143939457389171,15.37133084792117,False,False,-0.025930168005488537,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0021_Cn_beta,heldout,11,0.0,-0.022013736705,-0.05612580435,0.3873316988941044,0.4804196343290089,0.15505465365733567,0.14060336236100876,14.639784231015778,4.7746243751326745,6.575056264048741,10.968279301728497,False,False,-0.025930168005488537,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0022_Cn_beta,train,63,0.0,-0.022013736705,-0.0748344058,0.3507323315294109,0.6100785708673905,0.29548686245670813,0.22168892575575996,17.797844348079465,6.771217285239319,8.975143818126861,15.115867250606348,False,False,-0.0584754098763771,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0022_Cn_beta,heldout,11,0.0,-0.022013736705,-0.0748344058,0.3936394964973731,0.4716468047752275,0.15821856176773616,0.14325953298915023,13.715985648182182,5.010831512258906,7.409440792749101,10.91514729071288,False,False,-0.0584754098763771,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0023_Cn_beta,train,63,0.0,-0.022013736705,-0.1122516087,0.4814029256689332,0.5523671982488088,0.27450225257731203,0.21734902414845123,15.927919997446523,7.063182097881044,9.517618864216693,14.966166783702295,False,False,-0.1309892277709644,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0023_Cn_beta,heldout,11,0.0,-0.022013736705,-0.1122516087,0.40882775350398276,0.4523227100995173,0.16448879067765831,0.14853381906457805,12.343363480615933,5.433595150093592,9.561782226102286,10.889301415370841,False,False,-0.1309892277709644,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0024_Cn_beta,train,63,0.0,-0.02935164894,0.0,0.28657799539355167,0.6188450171095696,0.2987963982621466,0.22020273855401784,22.26539286502042,6.356655374149593,9.433754373706766,16.023893414533337,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0024_Cn_beta,heldout,11,0.0,-0.02935164894,0.0,0.37439286147490736,0.5232785163005191,0.14621049495060115,0.13320016603682883,18.224812516865338,4.143617860404879,6.56494990063274,11.606211461133398,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0025_Cn_beta,train,63,0.0,-0.02935164894,-0.01870860145,0.2939521811015529,0.6108563395285542,0.2987342898176052,0.22075696041224638,21.15799095511446,6.455044897617458,9.196479780718041,15.6889345109037,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0025_Cn_beta,heldout,11,0.0,-0.02935164894,-0.01870860145,0.37831712554586455,0.5085737510219028,0.14926353210011253,0.13575336643404157,16.929165488532718,4.308966692881254,6.431748071632052,11.256387486832903,False,True,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0026_Cn_beta,train,63,0.0,-0.02935164894,-0.0374172029,0.3053569469618675,0.6065948051005137,0.2983243236967198,0.22122819186876397,19.98990731177424,6.572597395799939,9.149278887187027,15.508383724870969,True,True,-0.005936228643279598,passes_strict_heldout_and_train_guard
H0026_Cn_beta,heldout,11,0.0,-0.02935164894,-0.0374172029,0.38304084623070217,0.4933916304208385,0.1523610465671661,0.13834702121936626,15.556254191326973,4.558677132132214,6.291234326125117,11.06498052600637,True,True,-0.005936228643279598,passes_strict_heldout_and_train_guard
H0027_Cn_beta,train,63,0.0,-0.02935164894,-0.05612580435,0.32543682716799904,0.608082881035845,0.29721189474962295,0.2215228211224029,18.847145046097136,6.696930254998778,9.062115032726668,15.341613090410382,False,False,-0.03167262228426984,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0027_Cn_beta,heldout,11,0.0,-0.02935164894,-0.05612580435,0.38861176266440434,0.47929461532160905,0.1554992138503105,0.14097827771603974,14.520570749400916,4.803974210922883,6.624132779226042,10.95691159914896,False,False,-0.03167262228426984,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0028_Cn_beta,train,63,0.0,-0.02935164894,-0.0748344058,0.36310371800901897,0.6122630974934486,0.2939200810878194,0.22135254622608153,17.61879597138535,6.74369973096306,8.857489753615411,15.098143421020847,False,False,-0.06479466110074278,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0028_Cn_beta,heldout,11,0.0,-0.02935164894,-0.0748344058,0.39503774069272346,0.4704515998899159,0.15866503789404113,0.1436365186519392,13.642626609998365,5.03721365456195,7.456331647681899,10.90776927017888,False,False,-0.06479466110074278,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0029_Cn_beta,train,63,0.0,-0.02935164894,-0.1122516087,0.48664280115784364,0.5622530328842933,0.27235150173938066,0.21683932245314474,14.957906952117018,7.332236735302858,8.66630112707399,14.907047158525183,False,False,-0.1384141356418278,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0029_Cn_beta,heldout,11,0.0,-0.02935164894,-0.1122516087,0.410465794946901,0.45215439556779413,0.16491433903087813,0.14889378554002092,12.257795337930599,5.453232400338544,9.671760068388794,10.887078877502796,False,False,-0.1384141356418278,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0030_Cn_beta,train,63,0.0,-0.04402747341,0.0,0.28969638515817503,0.6164868954114291,0.29851994507776897,0.2202490629717645,21.957890979901933,6.37746525583817,9.36416786632839,15.910534866841667,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0030_Cn_beta,heldout,11,0.0,-0.04402747341,0.0,0.37630826606900086,0.5191141047774948,0.14706102137661262,0.13391513236467506,17.891082341298652,4.193836920794289,6.490863308562002,11.516074637143408,False,False,0.0,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_roll_mae_deg_degraded
H0031_Cn_beta,train,63,0.0,-0.04402747341,-0.01870860145,0.298620187081208,0.6099618415811522,0.2983168074307018,0.22076869081204176,20.833785622384873,6.480893598208515,9.180656444260231,15.627583578628272,False,True,0.00010586616973476737,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0031_Cn_beta,heldout,11,0.0,-0.04402747341,-0.01870860145,0.38046289199419936,0.5042781293438553,0.15012858102249263,0.13648126014480078,16.576452149148597,4.372256348227973,6.358510907212374,11.187764380062593,False,True,0.00010586616973476737,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0032_Cn_beta,train,63,0.0,-0.04402747341,-0.0374172029,0.31344398571900645,0.6084087765530065,0.29764220252089924,0.2211724364864026,19.68633778335694,6.602735787787597,9.197820201111416,15.54909461147592,True,True,-0.012649720674456029,passes_strict_heldout_and_train_guard
H0032_Cn_beta,heldout,11,0.0,-0.04402747341,-0.0374172029,0.3854289103157289,0.48897156776825595,0.15323955052172925,0.13908704353120038,15.23811927336068,4.6205050463558015,6.2205072239118495,11.020598758344148,True,True,-0.012649720674456029,passes_strict_heldout_and_train_guard
H0033_Cn_beta,train,63,0.0,-0.04402747341,-0.05612580435,0.34471433909848637,0.614223629763654,0.29537001150622527,0.2211845560695354,18.564394125108944,6.678539334753206,8.822134815691852,15.307816888321005,False,False,-0.0432648193106449,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0033_Cn_beta,heldout,11,0.0,-0.04402747341,-0.05612580435,0.39124286035474753,0.4770098869660788,0.15638811605026517,0.14172795631901797,14.27893777461627,4.862044538421608,6.720368188606286,10.934168369031553,False,False,-0.0432648193106449,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0034_Cn_beta,train,63,0.0,-0.04402747341,-0.0748344058,0.4039741871217166,0.6145800529227492,0.28364175866717045,0.218676965973168,17.286498568276972,6.562976364806711,8.353443463318033,15.037096339685077,False,False,-0.07748986317686465,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0034_Cn_beta,heldout,11,0.0,-0.04402747341,-0.0748344058,0.3979037851234109,0.4680153104421814,0.15955413598621843,0.14438722119449296,13.491984670349398,5.0892199166301255,7.54601036393567,10.89273736403995,False,False,-0.07748986317686465,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0035_Cn_beta,train,63,0.0,-0.04402747341,-0.1122516087,0.5518835646960673,0.5681753017076963,0.35020298337827277,0.23885624107261463,15.34754120101599,6.839113973588101,9.27145000700018,17.18970948856665,False,False,-0.15345000967532058,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0035_Cn_beta,heldout,11,0.0,-0.04402747341,-0.1122516087,0.4138211083332565,0.45188388475018504,0.16575255799561248,0.1496026803645916,12.08220362020802,5.4924827420276445,9.890564127313496,10.884769012106432,False,False,-0.15345000967532058,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0036_Cn_beta,train,63,-0.0125,0.0,0.0,0.2918422657595789,0.5983373893106833,0.29621149624497856,0.21936291918242498,21.13502544099691,6.30116788730966,9.252272750521717,15.55738076673292,False,True,0.011965102659732996,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0036_Cn_beta,heldout,11,-0.0125,0.0,0.0,0.3752186313807863,0.4858175238540193,0.14810478780483657,0.13471957003162904,16.87515397308165,4.168042501738359,6.552984072347693,11.05629487265757,False,True,0.011965102659732996,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
