selection_class,candidate_id,selection_reason,selection_score,yaw_moment_beta_coeff,transition_yaw_moment_beta_coeff,post_stall_yaw_moment_beta_rbf_20_coeff,heldout_dx_mae_m,heldout_dy_mae_m,heldout_altitude_loss_mae_m,heldout_sink_mae_m_s,heldout_roll_mae_deg,heldout_pitch_mae_deg,heldout_yaw_mae_deg,delta_dx_mae_m,delta_dy_mae_m,delta_altitude_loss_mae_m,delta_sink_mae_m_s,delta_roll_mae_deg,delta_pitch_mae_deg,delta_yaw_mae_deg
strict_best,H0049_Cn_beta,best_strict_heavy_sweep_candidate,0.03276367535046509,-0.0125,-0.01467582447,-0.01870860145,0.3821074532283554,0.46645018900011176,0.15193483746104947,0.13793032302152,15.186071991572312,4.441769460267778,6.340895812192315,0.0013576486057704784,-0.03133243751364051,0.000450480600220432,0.0003217568307327112,-0.7362727876859481,-0.05489151556633143,-0.022908403506797903
