model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,2248,63,0.1068396816,0.2051593051,0.08383543099,0.170831168,8.707597112,4.047411913,3.203617428
baseline_active,train,transition,7358,63,0.1224316863,0.2178810777,0.1191202197,0.2097479141,12.17528649,5.970877782,4.588417716
baseline_active,train,post_stall,891,19,0.1033281898,0.4278307678,0.07943831962,0.1154644584,14.91654747,5.41353824,7.113438389
baseline_active,heldout,attached,394,11,0.1279054939,0.161545891,0.04911902865,0.1753680157,6.137568707,3.624364099,2.243126774
baseline_active,heldout,transition,1260,11,0.1429387431,0.2349202943,0.1106004732,0.2302575899,12.83005015,7.432218908,4.639747569
baseline_active,heldout,post_stall,251,5,0.2827255643,0.2972166535,0.209345652,0.3299655869,18.21732581,9.257953096,6.257634731
coefficient_candidate,train,attached,2248,63,0.1068396816,0.2051593051,0.08383543099,0.170831168,8.707597112,4.047411913,3.203617428
coefficient_candidate,train,transition,7358,63,0.1224316863,0.2178810777,0.1191202197,0.2097479141,12.17528649,5.970877782,4.588417716
coefficient_candidate,train,post_stall,891,19,0.1033281898,0.4278307678,0.07943831962,0.1154644584,14.91654747,5.41353824,7.113438389
coefficient_candidate,heldout,attached,394,11,0.1279054939,0.161545891,0.04911902865,0.1753680157,6.137568707,3.624364099,2.243126774
coefficient_candidate,heldout,transition,1260,11,0.1429387431,0.2349202943,0.1106004732,0.2302575899,12.83005015,7.432218908,4.639747569
coefficient_candidate,heldout,post_stall,251,5,0.2827255643,0.2972166535,0.209345652,0.3299655869,18.21732581,9.257953096,6.257634731
