surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,True,16.24971324,0.2814994433,0.6245401592,0.2991704347,0.2200674675,6.318194604,22.86430368,9.593865735
0.25,False,16.24971324,0.2814994433,0.6245401592,0.2991704347,0.2200674675,6.318194604,22.86430368,9.593865735
0.5,False,16.24971324,0.2814994433,0.6245401592,0.2991704347,0.2200674675,6.318194604,22.86430368,9.593865735
0.75,False,16.24971324,0.2814994433,0.6245401592,0.2991704347,0.2200674675,6.318194604,22.86430368,9.593865735
1,False,16.24971324,0.2814994433,0.6245401592,0.2991704347,0.2200674675,6.318194604,22.86430368,9.593865735
