model_id,split,residual_metric,launch_variable,sample_count,pearson_r,abs_pearson_r,slope,intercept,residual_mean,launch_variable_mean
baseline_active,train,dy,v0_m_s,63,0.5073035498,0.5073035498,1.095332068,-1.534283039,-0.5133811678,0.9320478245
baseline_active,train,dy,p0_rad_s,63,-0.503859594,0.503859594,-1.347267466,-0.06513975618,-0.5133811678,0.3327041015
baseline_active,train,dy,r0_rad_s,63,-0.1042932989,0.1042932989,-0.3711007947,-0.5841668058,-0.5133811678,-0.1907450454
baseline_active,train,dy,phi0_deg,63,-0.7033167355,0.7033167355,-0.1288398974,0.8670025171,-0.5133811678,10.71394586
baseline_active,train,dy,psi0_deg,63,-0.6743936243,0.6743936243,-0.1274323752,-1.09472529,-0.5133811678,-4.561981377
baseline_active,train,roll,v0_m_s,63,-0.07317027313,0.07317027313,-4.307682826,-14.958325,-18.9732914,0.9320478245
baseline_active,train,roll,p0_rad_s,63,-0.0947898565,0.0947898565,-6.910942778,-16.6739924,-18.9732914,0.3327041015
baseline_active,train,roll,r0_rad_s,63,0.003913558752,0.003913558752,0.379698148,-18.90086586,-18.9732914,-0.1907450454
baseline_active,train,roll,phi0_deg,63,-0.003155304032,0.003155304032,-0.01576056463,-18.80443357,-18.9732914,10.71394586
baseline_active,train,roll,psi0_deg,63,0.0119574562,0.0119574562,0.06160787967,-18.6922374,-18.9732914,-4.561981377
baseline_active,train,yaw,v0_m_s,63,-0.1104117843,0.1104117843,-6.758422173,4.344214044,-1.95495864,0.9320478245
baseline_active,train,yaw,p0_rad_s,63,0.1565680487,0.1565680487,11.86859789,-5.903689838,-1.95495864,0.3327041015
baseline_active,train,yaw,r0_rad_s,63,-0.103427398,0.103427398,-10.43333292,-3.945065202,-1.95495864,-0.1907450454
baseline_active,train,yaw,phi0_deg,63,0.3587578678,0.3587578678,1.863171533,-21.91687757,-1.95495864,10.71394586
baseline_active,train,yaw,psi0_deg,63,0.09770132721,0.09770132721,0.5233819883,0.4327002437,-1.95495864,-4.561981377
baseline_active,heldout,dy,v0_m_s,11,0.1237517509,0.1237517509,0.1952133686,-0.697897218,-0.5067812835,0.9790104845
baseline_active,heldout,dy,p0_rad_s,11,-0.3422353542,0.3422353542,-0.9293361936,-0.2563230732,-0.5067812835,0.2695022663
baseline_active,heldout,dy,r0_rad_s,11,0.0829182836,0.0829182836,0.275375276,-0.4385783075,-0.5067812835,-0.2476728375
baseline_active,heldout,dy,phi0_deg,11,-0.7477676246,0.7477676246,-0.09640092509,0.5107467165,-0.5067812835,10.55516842
baseline_active,heldout,dy,psi0_deg,11,-0.6231548697,0.6231548697,-0.09844054823,-1.034806597,-0.5067812835,-5.363900574
baseline_active,heldout,roll,v0_m_s,11,0.1307145188,0.1307145188,4.520677673,-23.30217003,-18.8763792,0.9790104845
baseline_active,heldout,roll,p0_rad_s,11,-0.7670284635,0.7670284635,-45.66473805,-6.569628802,-18.8763792,0.2695022663
baseline_active,heldout,roll,r0_rad_s,11,0.03883348334,0.03883348334,2.827499265,-18.17608443,-18.8763792,-0.2476728375
baseline_active,heldout,roll,phi0_deg,11,-0.4742004689,0.4742004689,-1.340287704,-4.729416751,-18.8763792,10.55516842
baseline_active,heldout,roll,psi0_deg,11,-0.544208773,0.544208773,-1.884799161,-28.9862545,-18.8763792,-5.363900574
baseline_active,heldout,yaw,v0_m_s,11,0.2010110797,0.2010110797,4.389830189,-6.761112482,-2.463422701,0.9790104845
baseline_active,heldout,yaw,p0_rad_s,11,-0.4428497792,0.4428497792,-16.64845487,2.023373615,-2.463422701,0.2695022663
baseline_active,heldout,yaw,r0_rad_s,11,-0.419342813,0.419342813,-19.28028134,-7.23862469,-2.463422701,-0.2476728375
baseline_active,heldout,yaw,phi0_deg,11,0.1463790282,0.1463790282,0.2612539853,-5.221002516,-2.463422701,10.55516842
baseline_active,heldout,yaw,psi0_deg,11,-0.3603583874,0.3603583874,-0.7881015583,-6.690721102,-2.463422701,-5.363900574
coefficient_candidate,train,dy,v0_m_s,63,0.5073035498,0.5073035498,1.095332068,-1.534283039,-0.5133811678,0.9320478245
coefficient_candidate,train,dy,p0_rad_s,63,-0.503859594,0.503859594,-1.347267466,-0.06513975618,-0.5133811678,0.3327041015
coefficient_candidate,train,dy,r0_rad_s,63,-0.1042932989,0.1042932989,-0.3711007947,-0.5841668058,-0.5133811678,-0.1907450454
coefficient_candidate,train,dy,phi0_deg,63,-0.7033167355,0.7033167355,-0.1288398974,0.8670025171,-0.5133811678,10.71394586
coefficient_candidate,train,dy,psi0_deg,63,-0.6743936243,0.6743936243,-0.1274323752,-1.09472529,-0.5133811678,-4.561981377
coefficient_candidate,train,roll,v0_m_s,63,-0.07317027313,0.07317027313,-4.307682826,-14.958325,-18.9732914,0.9320478245
coefficient_candidate,train,roll,p0_rad_s,63,-0.0947898565,0.0947898565,-6.910942778,-16.6739924,-18.9732914,0.3327041015
coefficient_candidate,train,roll,r0_rad_s,63,0.003913558752,0.003913558752,0.379698148,-18.90086586,-18.9732914,-0.1907450454
coefficient_candidate,train,roll,phi0_deg,63,-0.003155304032,0.003155304032,-0.01576056463,-18.80443357,-18.9732914,10.71394586
coefficient_candidate,train,roll,psi0_deg,63,0.0119574562,0.0119574562,0.06160787967,-18.6922374,-18.9732914,-4.561981377
coefficient_candidate,train,yaw,v0_m_s,63,-0.1104117843,0.1104117843,-6.758422173,4.344214044,-1.95495864,0.9320478245
coefficient_candidate,train,yaw,p0_rad_s,63,0.1565680487,0.1565680487,11.86859789,-5.903689838,-1.95495864,0.3327041015
coefficient_candidate,train,yaw,r0_rad_s,63,-0.103427398,0.103427398,-10.43333292,-3.945065202,-1.95495864,-0.1907450454
coefficient_candidate,train,yaw,phi0_deg,63,0.3587578678,0.3587578678,1.863171533,-21.91687757,-1.95495864,10.71394586
coefficient_candidate,train,yaw,psi0_deg,63,0.09770132721,0.09770132721,0.5233819883,0.4327002437,-1.95495864,-4.561981377
coefficient_candidate,heldout,dy,v0_m_s,11,0.1237517509,0.1237517509,0.1952133686,-0.697897218,-0.5067812835,0.9790104845
coefficient_candidate,heldout,dy,p0_rad_s,11,-0.3422353542,0.3422353542,-0.9293361936,-0.2563230732,-0.5067812835,0.2695022663
coefficient_candidate,heldout,dy,r0_rad_s,11,0.0829182836,0.0829182836,0.275375276,-0.4385783075,-0.5067812835,-0.2476728375
coefficient_candidate,heldout,dy,phi0_deg,11,-0.7477676246,0.7477676246,-0.09640092509,0.5107467165,-0.5067812835,10.55516842
coefficient_candidate,heldout,dy,psi0_deg,11,-0.6231548697,0.6231548697,-0.09844054823,-1.034806597,-0.5067812835,-5.363900574
coefficient_candidate,heldout,roll,v0_m_s,11,0.1307145188,0.1307145188,4.520677673,-23.30217003,-18.8763792,0.9790104845
coefficient_candidate,heldout,roll,p0_rad_s,11,-0.7670284635,0.7670284635,-45.66473805,-6.569628802,-18.8763792,0.2695022663
coefficient_candidate,heldout,roll,r0_rad_s,11,0.03883348334,0.03883348334,2.827499265,-18.17608443,-18.8763792,-0.2476728375
coefficient_candidate,heldout,roll,phi0_deg,11,-0.4742004689,0.4742004689,-1.340287704,-4.729416751,-18.8763792,10.55516842
coefficient_candidate,heldout,roll,psi0_deg,11,-0.544208773,0.544208773,-1.884799161,-28.9862545,-18.8763792,-5.363900574
coefficient_candidate,heldout,yaw,v0_m_s,11,0.2010110797,0.2010110797,4.389830189,-6.761112482,-2.463422701,0.9790104845
coefficient_candidate,heldout,yaw,p0_rad_s,11,-0.4428497792,0.4428497792,-16.64845487,2.023373615,-2.463422701,0.2695022663
coefficient_candidate,heldout,yaw,r0_rad_s,11,-0.419342813,0.419342813,-19.28028134,-7.23862469,-2.463422701,-0.2476728375
coefficient_candidate,heldout,yaw,phi0_deg,11,0.1463790282,0.1463790282,0.2612539853,-5.221002516,-2.463422701,10.55516842
coefficient_candidate,heldout,yaw,psi0_deg,11,-0.3603583874,0.3603583874,-0.7881015583,-6.690721102,-2.463422701,-5.363900574
