compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,primitive_id,entry_role,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_super_light_cluster_3a847c4dc537,super_light_cluster,super-light clustering and merging,primvar_launch_capture_energy_build_launch_capable_ffaf2d256abd,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_6476475f06a4,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1385222076969374,0.0,0.001,0.0042965023720533,0.7522061286532266,1.5518743765161562,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_203ae3753098,super_light_cluster,super-light clustering and merging,primvar_launch_capture_energy_build_launch_capable_cfc0ac479f45,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_4d77c6a16799,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382766297969539,0.0,0.003,0.0042965023720533,0.7515903692437368,1.551546166936087,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_5c5a93af3c63,super_light_cluster,super-light clustering and merging,primvar_launch_capture_energy_build_launch_capable_bed9b22c71a0,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_1c0d32a2b82d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382767318612119,0.0,0.0025,0.0042965023720533,0.7526869011791822,1.551557904948213,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_2ecab76dcc75,super_light_cluster,super-light clustering and merging,primvar_launch_capture_energy_build_launch_capable_ab2b2f511f60,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_9479daec3bbf,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384619734272008,0.0,0.001,0.0042965023720533,0.752394486152491,1.5514991470137942,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_fda91b39362b,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_b0585ca92cea,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_3fe233bc87f2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384212712005143,0.0,0.0055,0.0042965023720533,0.7515676547434765,1.5505374860215535,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_3b7f2c7aa038,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_b7604014c9d2,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_387ae8fcdf61,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383150509123578,0.0,0.0035,0.0042965023720533,0.7526512619448492,1.55187013141458,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_ff0764a07b79,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_a3f2b86c3e60,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_702a778b3290,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383010847339411,0.0,0.0034999999999999,0.0042965023720533,0.7517053997358104,1.5488068196701366,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_4d4d1b1278e0,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_10d747437e4f,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_c3bbd5643ed4,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382107935053119,0.0,0.0025,0.0042965023720533,0.752081949142224,1.551593889776937,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_76ac037f049a,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_8de4cf1553a3,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_51345c0faf52,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381984818228376,0.0,0.0025,0.0042965023720533,0.7525554563030324,1.5501707461055494,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_ae4283b25672,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_5bd2823c4220,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_ef5f52009c4d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383264713419179,0.0,0.0045,0.0042965023720533,0.7517624834831041,1.5512861389064898,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_1fccda555597,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_b51df894c9b1,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_93500a151fd5,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382154281951684,0.0,0.003,0.0042965023720533,0.7521572251864063,1.5517020154124794,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_382cdeb860b3,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_3cc3ee100a58,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_c75e9066ec37,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381683855111168,0.0,0.0045,0.0042965023720533,0.7523947052450622,1.5518765057860917,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_749082955c82,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_cb6591794c21,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_0d5b912d090f,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383215284317168,0.0,0.003,0.0042965023720533,0.7516557747357785,1.5508762836723116,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_4c3c7955f49a,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_0352331fd2c4,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_ffea6dba4b2d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1385464452357665,0.0,0.001,0.0042965023720533,0.7525971905466463,1.5511815523351788,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_d95d2e8fb0b6,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_95bf6ea192c1,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_c337f0a70269,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384146689765818,0.0,0.002,0.0042965023720533,0.7520638621241614,1.5516716097346894,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_fd1424a5d99b,super_light_cluster,super-light clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_3d330e81529b,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_4153c18c1393,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.138354315287182,0.0,0.0035,0.0042965023720533,0.7516558299318358,1.551752349732826,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_20b595c08aaf,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_cb59518fdafe,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_ab5bc1232e62,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382695108102716,0.0,0.005,0.0042965023720533,0.7515456084743665,1.5517614317251307,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_a6b768cc3295,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_bf3e231247d5,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_a4b5567c8885,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381853911967631,0.0,0.006,0.0042965023720533,0.7517946406437733,1.5500151605155734,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_7fd237c35227,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_cc7b501df58c,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_8f36e88ac881,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1385475050242391,0.0,0.001,0.0042965023720533,0.7524693029510218,1.5510903953966189,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_f5a092260f73,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_99f33a2b11d3,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_f5b218121462,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382507301159006,0.0,0.002,0.0042965023720533,0.7523917393719669,1.551916774997634,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_bf205b95b8f6,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_1b854dc3b0eb,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_3d4a5d78e167,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384990005838447,0.0,0.001,0.0042965023720533,0.7516579139650316,1.5518837668256054,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_3b57b1a1fd98,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_3706670909ae,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_b60c632acacd,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383209569107632,0.0,0.0035,0.0042965023720533,0.7518768495488218,1.550231021295423,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_d11ec6e9acde,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_4eea94722db4,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_084c3d937083,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382968828795545,0.0,0.003,0.0042965023720533,0.7525889325735674,1.551649843087755,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_3abbc5daf23e,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_fe6bbba895f2,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_afd2d6eb58e7,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1385112624242602,0.0,0.0005,0.0042965023720533,0.7520650217058639,1.5516047370356538,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_c28ea807ecc2,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_0faa8488d3eb,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_7f52a974ea7d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384614111768772,0.0,0.002,0.0042965023720533,0.7514723721309501,1.5517310386413017,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_4da12fc87a27,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_383259b64683,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_1a864d26cfb2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383866822694861,0.0,0.0025,0.0042965023720533,0.7513731513891707,1.551721768660921,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_378e4c340b2f,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_9724b72aeb63,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_86d0064a42e2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384304877024359,0.0,0.002,0.0042965023720533,0.7522707879411076,1.5503922782903288,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_aee964638523,super_light_cluster,super-light clustering and merging,primvar_launch_capture_lift_seek_launch_capable_789f7ed2440d,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_06022c2662ea,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.138518284247389,0.0,0.002,0.0042965023720533,0.7512783232225758,1.551581945802712,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_0dfd064fb86f,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_ed4fb6878563,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_d37c1738e5b4,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1380965937731703,0.0,0.006,0.0042965023720533,0.7515080278143581,1.551671419051894,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_f4c66c63b564,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_998097d7a871,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_ee4b9b782671,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1386658304819758,0.0,0.001,0.0042965023720533,0.7521068979634672,1.551139723385364,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_8fbd97e368e1,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_f603f769e86f,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_3dd9bc633dee,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384563898897309,0.0,0.003,0.0042965023720533,0.7525109255431285,1.5518766335220395,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_1cba85ed1fc6,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_cf1d48235a29,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_3c581ef948e0,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382981892996955,0.0,0.001,0.0042965023720533,0.7518774133813878,1.5516580351335905,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_368f6036f3ad,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_6c90dc55173b,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_3d21a8dc8a83,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381782365870514,0.0,0.0055,0.0042965023720533,0.7517840578946281,1.5518690376194035,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_900e7e215c0e,super_light_cluster,super-light clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_42375a73e89d,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_5d60ce66aad1,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384558604474501,0.0,0.001,0.0042965023720533,0.7518598029214706,1.5515821502108045,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
