diagnostic_version,outer_case_index,environment_block_id,paired_start_condition_index,neutral_status,neutral_policy_id,initial_launch_speed_m_s,termination_cause,trajectory_status,mission_success,front_wall_terminal_success,wrong_wall_exit,floor_or_ceiling_violation,hard_failure,safe_geometric,terminal_wall_face,episode_flight_time_s,start_specific_energy_m,terminal_specific_energy_m,net_specific_energy_delta_m,final_exit_x_w_m,final_exit_y_w_m,final_exit_z_w_m,min_wall_margin_m,floor_margin_m,ceiling_margin_m,max_abs_surface_rad,neutral_diagnostic_score,wind_mode,environment_instance_id,W_layer,environment_mode,fan_count,active_fan_count,path_points_json
r11_balanced_true_neutral_intervention_diagnostic_v1,0,r11_l0_dry_air_fixed,0,complete,true_neutral_open_loop,5.450297674218583,wall_boundary_exit_retained,finite_neutral_rollout,False,False,True,False,False,True,side_wall_y_max,1.24,3.2950429824195604,2.379764235791687,-0.9152787466278736,6.116698606507888,4.443689403075072,1.787414074834558,-0.04368940307507163,1.380471506044218,1.5112427805237072,0.0,-50.0,none,W0_dry_air_s22200020,W0,dry_air,0,0,"[[1.2835261968705143,1.8808047789771982,1.780471506044218],[1.3870175922262047,1.9091948615219423,1.7971474358363395],[1.8981280266986722,2.0543782765883587,1.8448167326946832],[2.3938314836674826,2.2107006450712166,1.8707158159771264],[2.8722979035501233,2.3797235816592117,1.891845050564812],[3.3325841255995146,2.560851002112594,1.912528521590182],[3.7736538182301045,2.7534004444168323,1.9338590079329065],[4.194192561747226,2.957024588576143,1.9556526333406525],[4.592433323257638,3.171631507018182,1.9763285901630574],[4.965470614296278,3.3965756765753046,1.9884299540343455],[5.306700838016972,3.6308855198235235,1.98133257106156],[5.608348110011337,3.874766787434534,1.9504870489643347],[5.866231872423723,4.128212530506119,1.893757282923301],[6.079433321179859,4.390317108506661,1.8082210027076473],[6.116698606507888,4.443689403075072,1.787414074834558]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,1,r11_l0_dry_air_fixed,1,complete,true_neutral_open_loop,5.695983543423715,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.9,3.462520762453642,2.9524604166609714,-0.5100603457926707,6.694602552290746,2.695590764976243,0.5530963169915545,-0.09460255229074654,0.15309631699155446,1.691674529871147,0.0,120.0,none,W0_dry_air_s22200061,W0,dry_air,0,0,"[[1.2311858500799076,1.8937527769206226,1.808325470128853],[1.3431573336342422,1.8894899390002515,1.7863589407512657],[1.9077682091848156,1.87947449695694,1.6550987372417967],[2.4850578889042714,1.8936686555733597,1.510760353955192],[3.076169445904053,1.9337387779439437,1.3643871846624738],[3.6799676519953466,1.9998679192977322,1.2191516731090672],[4.294661876804628,2.0925145771682847,1.075920516838955],[4.918228434852499,2.2124227091057898,0.9348761313317626],[5.548616796799912,2.3601566252653114,0.7961554842014614],[6.183924210270534,2.5356715392528613,0.6599901603328638],[6.694602552290746,2.695590764976243,0.5530963169915545]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,2,r11_l0_dry_air_fixed,2,complete,true_neutral_open_loop,7.719153217499324,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.76,4.760776425706851,4.247747061341272,-0.513029364365579,6.607081229770961,2.251450425496332,2.307168387164399,-0.007081229770961706,1.3227702566669568,1.192831612835601,0.0,120.0,none,W0_dry_air_s22200102,W0,dry_air,0,0,"[[1.3471103882422732,2.1565261392530735,1.7227702566669567],[1.499660418580672,2.158034796146486,1.7433353291663753],[2.2537089132355392,2.1641951582533645,1.8185411187415588],[2.989596820834726,2.1701901370964864,1.885374537469929],[3.7059150018846974,2.1779828259905205,1.9552323587009384],[4.401889135887382,2.1889525705610238,2.029277192336617],[5.076820484989804,2.2036069283169537,2.107284668641067],[5.7300712206418964,2.221680487389514,2.188703669346576],[6.361052157120066,2.242508124749234,2.2728767900555065],[6.607081229770961,2.251450425496332,2.307168387164399]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,3,r11_l0_dry_air_fixed,3,complete,true_neutral_open_loop,3.458319123163001,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,0.96,2.0979283439617546,0.8067387029615036,-1.291189641000251,4.1553012373018,1.6067520390131225,0.38499526814046037,0.0693492849295041,-0.015004731859539655,2.0075571595753052,0.0,-80.0,none,W0_dry_air_s22200143,W0,dry_air,0,0,"[[1.269349284929504,1.8145952230160616,1.4881395191523188],[1.3378716877042691,1.8072509653119626,1.4916619010541823],[1.678621900776412,1.7705573466700433,1.4760032425591867],[2.0157170658822845,1.734786899858639,1.4160505981955307],[2.3457319599203497,1.7012498380796626,1.3194426705579634],[2.6663518083056728,1.6712203038144913,1.2007826970750337],[2.9755797591921254,1.6456889012558769,1.0686285163451708],[3.27153565888975,1.625526787825523,0.9271083357374719],[3.55244634215665,1.611521224626215,0.7777052831120463],[3.8166300176849886,1.6043466447261572,0.6203719096041511],[4.0624648617202785,1.6045311919959397,0.454214753716695],[4.1553012373018,1.6067520390131225,0.38499526814046037]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,4,r11_l0_dry_air_fixed,4,complete,true_neutral_open_loop,4.552254217293346,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,0.84,2.4722633725720797,2.088754487321272,-0.38350888525080773,5.520480086971999,2.7227458385968286,0.3913750495479481,0.0876944234765884,-0.008624950452051916,2.0843165226451994,0.0,-80.0,none,W0_dry_air_s22200184,W0,dry_air,0,0,"[[1.2876944234765884,2.090159608035487,1.4156834773548008],[1.3771576906683105,2.0928687889536883,1.397361757320388],[1.829139473079248,2.1111821761483784,1.2777086923007717],[2.296003401414083,2.1427441797729183,1.1400018823561624],[2.780758775911521,2.190400699930918,1.0012275120498368],[3.2825205425423767,2.255232433530997,0.8677348729718275],[3.799001077483004,2.337780863315685,0.7417278815730848],[4.327552120140456,2.438324618603685,0.6236594996914058],[4.865599751139794,2.5569198373983135,0.5134488988688746],[5.4107798334771795,2.6933564942389734,0.41095624983910695],[5.520480086971999,2.7227458385968286,0.3913750495479481]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,5,r11_l0_dry_air_fixed,5,complete,true_neutral_open_loop,4.385046115185675,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,1.1400000000000001,2.548173783986358,2.0350809441009865,-0.5130928398853714,6.616120922828382,0.8765106238704277,0.6007513549632602,-0.01612092282838251,0.20075135496326013,1.9322134752869404,0.0,116.35080944100986,none,W0_dry_air_s22200225,W0,dry_air,0,0,"[[1.343938593485931,2.0130413950057378,1.5677865247130596],[1.4308811197703832,2.0231840218345822,1.5613150210376339],[1.8672554384204454,2.066696448388372,1.4945973364381149],[2.312064920565649,2.0893728622351047,1.4021248082396376],[2.76782261344206,2.0865734833673146,1.3016895763004932],[3.233773387679614,2.0558439527381918,1.2008527771861686],[3.707591495676744,1.994811777214735,1.1039058128221044],[4.185982560335401,1.9013305381866163,1.0129489329753867],[4.6652279381948505,1.7740974565772885,0.9279523035389113],[5.141767001533356,1.6128657478310469,0.8473724787153835],[5.6125400332678455,1.4181303428297336,0.7693541408418899],[6.075019414487495,1.190783992306513,0.6925080372038506],[6.527110142833098,0.931947591698168,0.6160370287404259],[6.616120922828382,0.8765106238704277,0.6007513549632602]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,6,r11_l0_dry_air_fixed,6,complete,true_neutral_open_loop,7.183032174048804,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.9,4.524400204200651,4.052578827102442,-0.4718213770982089,6.647132178538277,2.4367435576140495,2.9187646877291793,-0.047132178538277,1.493738805383507,0.5812353122708207,0.0,120.0,none,W0_dry_air_s22200266,W0,dry_air,0,0,"[[1.387328839172805,2.0591188540770005,1.893738805383507],[1.5272212538221197,2.066070010874903,1.923051519548819],[2.2140120200399394,2.1011710410982998,2.0504430183936355],[2.87581106128607,2.1375114154006924,2.1680929248795002],[3.5109692972920983,2.1751952944227644,2.2841551817056254],[4.118902124552535,2.2145159246960384,2.3994299426112513],[4.69921604621942,2.2559241337954976,2.5133750584376964],[5.251569564155347,2.2998048137897174,2.625181383633006],[5.775666796364991,2.346354135536855,2.7339450543178594],[6.271273196184426,2.3955649144305386,2.838665618234587],[6.647132178538277,2.4367435576140495,2.9187646877291793]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,7,r11_l0_dry_air_fixed,7,complete,true_neutral_open_loop,5.662912814304161,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.92,3.409482575753348,2.929199007586462,-0.480283568166886,6.6221407516531015,1.6557276415183138,1.0103462859122112,-0.02214075165310181,0.6103462859122112,1.7255600505466773,0.0,120.0,none,W0_dry_air_s22200307,W0,dry_air,0,0,"[[1.2164285145945914,2.0702836487271195,1.7744399494533227],[1.3270554244938448,2.048591082393156,1.762581836387276],[1.8818168514771323,1.9438765134554623,1.6735208168348505],[2.4458060470125766,1.8508844265061761,1.5716794121423658],[3.0208188936065348,1.771820312762806,1.472527774746805],[3.6058562566542207,1.7079841259760706,1.3793385292720057],[4.199322031870679,1.6608196045976178,1.292651151688543],[4.799463533650286,1.631615004790022,1.2124695350453227],[5.404479613292071,1.6211077424981883,1.1387390023931574],[6.012598829811433,1.6293272693595051,1.0713848213373451],[6.6221407516531015,1.6557276415183138,1.0103462859122112]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,8,r11_l0_dry_air_fixed,8,complete,true_neutral_open_loop,4.1699177733080655,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,1.26,2.5756769216152064,0.8972075209568464,-1.67846940065836,5.591277297213617,1.9106311955233177,0.39089120920069564,0.03180429187793621,-0.009108790799304378,1.8100075465473529,0.0,-80.0,none,W0_dry_air_s22200348,W0,dry_air,0,0,"[[1.2318042918779362,2.187252337715546,1.6891247230483923],[1.3108714133211852,2.161041059400712,1.6899924534526471],[1.7067943523787326,2.037059315373345,1.667461852530478],[2.105852553254707,1.9281189805421146,1.6232298556536546],[2.505577684430582,1.8344524953512777,1.5605772397785402],[2.898938945523575,1.7568551373454735,1.4770762781895974],[3.2816211734219913,1.6978543730966882,1.3813347675258705],[3.651020037381204,1.6586209782508035,1.2775600996590886],[4.005236070821769,1.6396844481539952,1.1664722542652577],[4.342705345931973,1.6415155972806785,1.0473346462017474],[4.661982976548003,1.6646634682935257,0.9188108525845003],[4.961620395568424,1.7097257855796233,0.7793445363836256],[5.24009900789974,1.777280988060221,0.6273682071646547],[5.495785505132696,1.8678484637214272,0.46144661257745634],[5.591277297213617,1.9106311955233177,0.39089120920069564]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,9,r11_l0_dry_air_fixed,9,complete,true_neutral_open_loop,4.6546177750305855,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,1.08,2.9778664544433884,2.487122728586959,-0.49074372585642934,6.63052185153696,2.5741953589479545,1.0591328647232483,-0.0305218515369603,0.6591328647232483,1.626764924856917,0.0,120.0,none,W0_dry_air_s22200389,W0,dry_air,0,0,"[[1.2779994756590125,1.9674045197110797,1.873235075143083],[1.3703218455615738,1.9589698485978615,1.8635008224824743],[1.8342460236083697,1.9233932447251343,1.786387030917981],[2.307114454168466,1.9038738322175919,1.6902610828632525],[2.7910435820851944,1.9025851797964133,1.5921184919915712],[3.2851670707418372,1.920211450092989,1.498734216891298],[3.7874218791011685,1.9575660130807084,1.4127685199268596],[4.295261186356825,2.0157414727343816,1.3346462729267206],[4.806015740655102,2.0958739606958705,1.2638256334134321],[5.317077943030201,2.1988325553377233,1.1995864400638434],[5.826011432136644,2.3249714214600643,1.1412949438594255],[6.330628920370677,2.474043345194373,1.0884264636364966],[6.63052185153696,2.5741953589479545,1.0591328647232483]]"
