start_state_family,primitive_id,entry_role,W_layer,row_count
inflight_boundary_near,energy_retaining_bank,inflight_only,W0,4
inflight_boundary_near,energy_retaining_bank,inflight_only,W1,8
inflight_boundary_near,glide,launch_capable,W0,4
inflight_boundary_near,glide,launch_capable,W1,8
inflight_boundary_near,lift_dwell_arc,inflight_only,W0,4
inflight_boundary_near,lift_dwell_arc,inflight_only,W1,8
inflight_boundary_near,lift_entry,inflight_only,W0,4
inflight_boundary_near,lift_entry,inflight_only,W1,8
inflight_boundary_near,mild_turn_left,inflight_only,W0,4
inflight_boundary_near,mild_turn_left,inflight_only,W1,8
inflight_boundary_near,mild_turn_right,inflight_only,W0,4
inflight_boundary_near,mild_turn_right,inflight_only,W1,8
inflight_boundary_near,recovery,terminal_or_recovery,W0,4
inflight_boundary_near,recovery,terminal_or_recovery,W1,8
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,4
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,8
inflight_lift_region,energy_retaining_bank,inflight_only,W0,6
inflight_lift_region,energy_retaining_bank,inflight_only,W1,12
inflight_lift_region,glide,launch_capable,W0,6
inflight_lift_region,glide,launch_capable,W1,12
inflight_lift_region,lift_dwell_arc,inflight_only,W0,6
inflight_lift_region,lift_dwell_arc,inflight_only,W1,12
inflight_lift_region,lift_entry,inflight_only,W0,6
inflight_lift_region,lift_entry,inflight_only,W1,12
inflight_lift_region,mild_turn_left,inflight_only,W0,6
inflight_lift_region,mild_turn_left,inflight_only,W1,12
inflight_lift_region,mild_turn_right,inflight_only,W0,6
inflight_lift_region,mild_turn_right,inflight_only,W1,12
inflight_lift_region,recovery,terminal_or_recovery,W0,6
inflight_lift_region,recovery,terminal_or_recovery,W1,12
inflight_lift_region,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,6
inflight_lift_region,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,12
inflight_nominal,energy_retaining_bank,inflight_only,W0,10
inflight_nominal,energy_retaining_bank,inflight_only,W1,20
inflight_nominal,glide,launch_capable,W0,10
inflight_nominal,glide,launch_capable,W1,20
inflight_nominal,lift_dwell_arc,inflight_only,W0,10
inflight_nominal,lift_dwell_arc,inflight_only,W1,20
inflight_nominal,lift_entry,inflight_only,W0,10
inflight_nominal,lift_entry,inflight_only,W1,20
inflight_nominal,mild_turn_left,inflight_only,W0,10
inflight_nominal,mild_turn_left,inflight_only,W1,20
inflight_nominal,mild_turn_right,inflight_only,W0,10
inflight_nominal,mild_turn_right,inflight_only,W1,20
inflight_nominal,recovery,terminal_or_recovery,W0,10
inflight_nominal,recovery,terminal_or_recovery,W1,20
inflight_nominal,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,10
inflight_nominal,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,20
inflight_recovery_edge,energy_retaining_bank,inflight_only,W0,4
inflight_recovery_edge,energy_retaining_bank,inflight_only,W1,8
inflight_recovery_edge,glide,launch_capable,W0,4
inflight_recovery_edge,glide,launch_capable,W1,8
inflight_recovery_edge,lift_dwell_arc,inflight_only,W0,4
inflight_recovery_edge,lift_dwell_arc,inflight_only,W1,8
inflight_recovery_edge,lift_entry,inflight_only,W0,4
inflight_recovery_edge,lift_entry,inflight_only,W1,8
inflight_recovery_edge,mild_turn_left,inflight_only,W0,4
inflight_recovery_edge,mild_turn_left,inflight_only,W1,8
inflight_recovery_edge,mild_turn_right,inflight_only,W0,4
inflight_recovery_edge,mild_turn_right,inflight_only,W1,8
inflight_recovery_edge,recovery,terminal_or_recovery,W0,4
inflight_recovery_edge,recovery,terminal_or_recovery,W1,8
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,4
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,8
launch_gate,energy_retaining_bank,inflight_only,W0,16
launch_gate,energy_retaining_bank,inflight_only,W1,32
launch_gate,glide,launch_capable,W0,16
launch_gate,glide,launch_capable,W1,32
launch_gate,lift_dwell_arc,inflight_only,W0,16
launch_gate,lift_dwell_arc,inflight_only,W1,32
launch_gate,lift_entry,inflight_only,W0,16
launch_gate,lift_entry,inflight_only,W1,32
launch_gate,mild_turn_left,inflight_only,W0,16
launch_gate,mild_turn_left,inflight_only,W1,32
launch_gate,mild_turn_right,inflight_only,W0,16
launch_gate,mild_turn_right,inflight_only,W1,32
launch_gate,recovery,terminal_or_recovery,W0,16
launch_gate,recovery,terminal_or_recovery,W1,32
launch_gate,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,16
launch_gate,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,32
