event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.2045538,13.2045538,positive_first,positive,outbound,1,15
2,1,Aileron_L,0.1,13.2045538,15.2045538,positive_first,positive,outbound,2,15
3,1,Aileron_L,0.2,15.2045538,17.2045538,positive_first,positive,outbound,3,15
4,1,Aileron_L,0.3,17.2045538,19.2045538,positive_first,positive,outbound,4,15
5,1,Aileron_L,0.45,19.2045538,21.2045538,positive_first,positive,outbound,5,15
6,1,Aileron_L,0.6,21.2045538,23.2045538,positive_first,positive,outbound,6,15
7,1,Aileron_L,0.8,23.2045538,25.2045538,positive_first,positive,outbound,7,15
8,1,Aileron_L,1,25.2045538,27.2045538,positive_first,positive,outbound,8,15
9,1,Aileron_L,0.8,27.2045538,29.2045538,positive_first,positive,return,9,15
10,1,Aileron_L,0.6,29.2045538,31.2045538,positive_first,positive,return,10,15
11,1,Aileron_L,0.45,31.2045538,33.2045538,positive_first,positive,return,11,15
12,1,Aileron_L,0.3,33.2045538,35.2045538,positive_first,positive,return,12,15
13,1,Aileron_L,0.2,35.2045538,37.2045538,positive_first,positive,return,13,15
14,1,Aileron_L,0.1,37.2045538,39.2045538,positive_first,positive,return,14,15
15,1,Aileron_L,0,39.2045538,41.2045538,positive_first,positive,return,15,15
16,1,Aileron_L,-0,41.2045538,43.2045538,positive_first,negative,outbound,1,15
17,1,Aileron_L,-0.1,43.2045538,45.2045538,positive_first,negative,outbound,2,15
18,1,Aileron_L,-0.2,45.2045538,47.2045538,positive_first,negative,outbound,3,15
19,1,Aileron_L,-0.3,47.2045538,49.2045538,positive_first,negative,outbound,4,15
20,1,Aileron_L,-0.45,49.2045538,51.2045538,positive_first,negative,outbound,5,15
21,1,Aileron_L,-0.6,51.2045538,53.2045538,positive_first,negative,outbound,6,15
22,1,Aileron_L,-0.8,53.2045538,55.2045538,positive_first,negative,outbound,7,15
23,1,Aileron_L,-1,55.2045538,57.2045538,positive_first,negative,outbound,8,15
24,1,Aileron_L,-0.8,57.2045538,59.2045538,positive_first,negative,return,9,15
25,1,Aileron_L,-0.6,59.2045538,61.2045538,positive_first,negative,return,10,15
26,1,Aileron_L,-0.45,61.2045538,63.2045538,positive_first,negative,return,11,15
27,1,Aileron_L,-0.3,63.2045538,65.2045538,positive_first,negative,return,12,15
28,1,Aileron_L,-0.2,65.2045538,67.2045538,positive_first,negative,return,13,15
29,1,Aileron_L,-0.1,67.2045538,69.2045538,positive_first,negative,return,14,15
30,1,Aileron_L,-0,69.2045538,71.2045538,positive_first,negative,return,15,15
31,1,Aileron_L,-0,71.2045538,73.2045538,negative_first,negative,outbound,1,15
32,1,Aileron_L,-0.1,73.2045538,75.2045538,negative_first,negative,outbound,2,15
33,1,Aileron_L,-0.2,75.2045538,77.2045538,negative_first,negative,outbound,3,15
34,1,Aileron_L,-0.3,77.2045538,79.2045538,negative_first,negative,outbound,4,15
35,1,Aileron_L,-0.45,79.2045538,81.2045538,negative_first,negative,outbound,5,15
36,1,Aileron_L,-0.6,81.2045538,83.2045538,negative_first,negative,outbound,6,15
37,1,Aileron_L,-0.8,83.2045538,85.2045538,negative_first,negative,outbound,7,15
38,1,Aileron_L,-1,85.2045538,87.2045538,negative_first,negative,outbound,8,15
39,1,Aileron_L,-0.8,87.2045538,89.2045538,negative_first,negative,return,9,15
40,1,Aileron_L,-0.6,89.2045538,91.2045538,negative_first,negative,return,10,15
41,1,Aileron_L,-0.45,91.2045538,93.2045538,negative_first,negative,return,11,15
42,1,Aileron_L,-0.3,93.2045538,95.2045538,negative_first,negative,return,12,15
43,1,Aileron_L,-0.2,95.2045538,97.2045538,negative_first,negative,return,13,15
44,1,Aileron_L,-0.1,97.2045538,99.2045538,negative_first,negative,return,14,15
45,1,Aileron_L,-0,99.2045538,101.2045538,negative_first,negative,return,15,15
46,1,Aileron_L,0,101.2045538,103.2045538,negative_first,positive,outbound,1,15
47,1,Aileron_L,0.1,103.2045538,105.2045538,negative_first,positive,outbound,2,15
48,1,Aileron_L,0.2,105.2045538,107.2045538,negative_first,positive,outbound,3,15
49,1,Aileron_L,0.3,107.2045538,109.2045538,negative_first,positive,outbound,4,15
50,1,Aileron_L,0.45,109.2045538,111.2045538,negative_first,positive,outbound,5,15
51,1,Aileron_L,0.6,111.2045538,113.2045538,negative_first,positive,outbound,6,15
52,1,Aileron_L,0.8,113.2045538,115.2045538,negative_first,positive,outbound,7,15
53,1,Aileron_L,1,115.2045538,117.2045538,negative_first,positive,outbound,8,15
54,1,Aileron_L,0.8,117.2045538,119.2045538,negative_first,positive,return,9,15
55,1,Aileron_L,0.6,119.2045538,121.2045538,negative_first,positive,return,10,15
56,1,Aileron_L,0.45,121.2045538,123.2045538,negative_first,positive,return,11,15
57,1,Aileron_L,0.3,123.2045538,125.2045538,negative_first,positive,return,12,15
58,1,Aileron_L,0.2,125.2045538,127.2045538,negative_first,positive,return,13,15
59,1,Aileron_L,0.1,127.2045538,129.2045538,negative_first,positive,return,14,15
60,1,Aileron_L,0,129.2045538,131.2045538,negative_first,positive,return,15,15
61,2,Aileron_R,0,131.2045538,133.2045538,positive_first,positive,outbound,1,15
62,2,Aileron_R,0.1,133.2045538,135.2045538,positive_first,positive,outbound,2,15
63,2,Aileron_R,0.2,135.2045538,137.2045538,positive_first,positive,outbound,3,15
64,2,Aileron_R,0.3,137.2045538,139.2045538,positive_first,positive,outbound,4,15
