split,stage_fit_group,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,130,4.304962216,11.9860877,0.02801963042,0.02929435801,0.01845223057,-0.007813089673,0.07379117816,-0.3090547494,0.01303569202,-0.00789275575,0.02250186775
train,transition_before_post_stall,510,12.01132215,19.99809223,0.05938732049,0.06275054514,0.03071255455,0.07468535315,0.2515934175,-0.3239454969,-0.009302790402,0.001131659608,0.02485322291
train,transition_after_post_stall,28,18.11061568,19.93789871,-0.1047882232,0.1047882232,0.08097686788,0.03712315163,0.507954804,0.88437802,-0.02417724999,-0.01322779858,-0.03921968541
train,post_stall,2851,20.00903331,82.70553372,-0.1553054502,0.1657453289,0.084662229,-0.1288800597,-0.0009819706052,0.5428512803,-0.002751300604,-0.001125856718,-0.01860939818
heldout,attached,73,5.589115637,11.98625603,0.03198633898,0.03342406075,0.02581833628,-0.04055204214,0.04623305647,-0.3424506546,0.01207680087,-0.008771546391,0.02138908597
heldout,transition_before_post_stall,210,12.0035553,19.98542245,0.06453617963,0.06890714004,0.03311402898,0.07134239253,0.1952624464,-0.4213093182,-0.01442796527,0.005784199235,0.02521598131
heldout,transition_after_post_stall,57,16.32511543,19.96247594,-0.1982990817,0.1982990817,0.05947081851,0.06065449361,0.6818922984,0.8005225905,-0.05905916564,-0.01861621382,-0.03387441455
heldout,post_stall,1420,20.00976874,78.53102008,-0.1419769708,0.1559549226,0.08189301806,-0.0566874565,0.05042874448,0.5211557703,-0.001216551662,0.006662422094,-0.01882968203
