surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,23.78862754,0.3211123282,0.969530952,0.1654763083,0.1392068741,24.49958944,18.9796916,29.66472455
0.25,False,22.3272258,0.3192552891,1.001415713,0.1542745594,0.1287156854,20.18968921,18.32127294,28.88069653
0.5,False,20.97507527,0.2974659512,1.035277967,0.1449524029,0.1194451441,16.61068643,17.97877047,28.40043384
0.75,True,20.46734767,0.2621246633,1.068396808,0.1525182611,0.1247400448,14.53179612,18.38273317,27.86862018
1,False,21.65949004,0.2275635983,1.089770381,0.1962054005,0.1601683692,15.43096066,17.79469437,27.56023807
