episode_id,episode_index,paired_episode_index,replicate_id,common_random_key,launch_state_seed,environment_seed,policy_id,governor_config_id,memory_lambda,uses_memory_features,updates_belief,W_layer,environment_mode,episode_counted_for_claim,primitive_count,episode_duration_s,continuation_valid,episode_terminal_useful,hard_failure,termination_cause,no_viable_primitive,x_y_terminal,governor_rejection_count,prediction_actual_agreement_rate,belief_update_count_before,belief_update_count_after,observed_lift_evidence_m_s,energy_residual_m,lift_dwell_time_s,minimum_wall_margin_m,floor_margin_m,ceiling_margin_m,minimum_speed_m_s,claim_status
v49_r005_context_plus_memory_lambda_0_8_p00001_rep00,10,1,0,v410_run005_seed00915_r00_e00001,915048,1830058,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,1,2,0.06666977443059392,-1.407540134013997,0.27999999999999997,0.12375093699136963,-0.06900730680384365,1.7614671727898465,6.79066781773205,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00001_rep00,11,1,0,v410_run005_seed00915_r00_e00001,915048,1830058,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,1,2,0.06666977443059392,-1.407540134013997,0.27999999999999997,0.12375093699136963,-0.06900730680384365,1.7614671727898465,6.79066781773205,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00002_rep00,12,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00002_rep00,13,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00002_rep00,14,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00002_rep00,15,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,2,3,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00002_rep00,16,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,2,3,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00002_rep00,17,2,0,v410_run005_seed00915_r00_e00002,915085,1830099,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W0,dry_air,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,2,3,0.0,-1.2589440333039228,0.0,0.18471684332319893,-0.08338953053785247,1.9244454972339298,4.905348085445411,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00003_rep00,18,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00003_rep00,19,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00003_rep00,20,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00003_rep00,21,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,3,4,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00003_rep00,22,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,3,4,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00003_rep00,23,3,0,v410_run005_seed00915_r00_e00003,915122,1830140,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W1,gaussian_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,3,4,-0.011211064905467735,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00004_rep00,24,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00004_rep00,25,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00004_rep00,26,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00004_rep00,27,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,4,5,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00004_rep00,28,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,4,5,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00004_rep00,29,4,0,v410_run005_seed00915_r00_e00004,915159,1830181,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W1,gaussian_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,4,5,0.1341378578353413,-1.1953719007258123,0.6000000000000002,0.17735144826951177,0.3038884031102098,1.600739696163978,5.251534979954199,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00005_rep00,30,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00005_rep00,31,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00005_rep00,32,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00005_rep00,33,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,5,6,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00005_rep00,34,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,5,6,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00005_rep00,35,5,0,v410_run005_seed00915_r00_e00005,915196,1830222,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W2,annular_gp_single,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,5,6,0.00020471557736472955,0.39164969226778856,0.0,0.19065881655174333,1.2542096380560213,1.4541406696761903,2.949236085542463,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00006_rep00,36,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00006_rep00,37,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00006_rep00,38,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00006_rep00,39,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,6,7,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00006_rep00,40,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,6,7,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00006_rep00,41,6,0,v410_run005_seed00915_r00_e00006,915233,1830263,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W2,annular_gp_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,6,7,0.09802507994819405,-1.0022788916292638,0.6000000000000002,0.18071474897548678,0.3716590215205584,1.7260620868501777,4.727015022915219,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00007_rep00,42,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00007_rep00,43,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00007_rep00,44,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,0,0,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00007_rep00,45,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,7,8,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00007_rep00,46,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,7,8,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00007_rep00,47,7,0,v410_run005_seed00915_r00_e00007,915270,1830304,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W3,w3_randomised_single,True,0,0.0,False,False,False,no_viable_primitive,True,False,58,0.0,7,8,0.00021531889709775634,0.0,0.0,0.0,0.0,0.0,0.0,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00008_rep00,48,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00008_rep00,49,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00008_rep00,50,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,0,0,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00008_rep00,51,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,8,9,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00008_rep00,52,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,8,9,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00008_rep00,53,8,0,v410_run005_seed00915_r00_e00008,915307,1830345,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W3,w3_randomised_four,True,1,0.6,False,False,True,hard_failure,False,False,25,0.6666666666666666,8,9,0.1820044734253662,-0.7140478531806328,0.6000000000000002,0.1382486065100026,0.2354493043655319,1.9615568194703887,6.646820623606778,simulation_only_paired_full_loop_validation_episode
v49_r005_no_memory_baseline_p00009_rep00,54,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,no_memory_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,0,0,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
v49_r005_static_map_baseline_p00009_rep00,55,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,static_map_baseline,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,False,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,0,0,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
v49_r005_context_only_without_memory_p00009_rep00,56,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,context_only_without_memory,v410_cfg_004_b0.05_h0.7_tb0,0.0,False,False,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,0,0,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_5_p00009_rep00,57,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,context_plus_memory_lambda_0_5,v410_cfg_004_b0.05_h0.7_tb0,0.5,True,True,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,9,10,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_8_p00009_rep00,58,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,context_plus_memory_lambda_0_8,v410_cfg_004_b0.05_h0.7_tb0,0.8,True,True,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,9,10,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
v49_r005_context_plus_memory_lambda_0_95_p00009_rep00,59,9,0,v410_run005_seed00915_r00_e00009,915344,1830386,context_plus_memory_lambda_0_95,v410_cfg_004_b0.05_h0.7_tb0,0.95,True,True,W0,dry_air,True,2,1.25,False,False,True,hard_failure,False,False,30,0.5,9,10,0.0,-1.4311396467174438,0.0,0.5736681596686326,1.0425372149062966,0.6263231383762595,3.664561475387197,simulation_only_paired_full_loop_validation_episode
