diagnostic_case_note,primitive_id,candidate_index,candidate_weight_label,start_state_family,environment_mode,outcome_class,transition_entry_class,transition_exit_class,transition_chain_compatible,rollout_duration_s,trajectory_integrated_updraft_gain_m,energy_residual_m,saturation_fraction,max_abs_command_norm,minimum_wall_margin_m,floor_margin_m,ceiling_margin_m,termination_cause,failure_label,lqr_synthesis_status,sampled_data_spectral_radius
dry launch nominal,glide,0,glide_robust_anchor_nominal_ref_nominal_000,launch_gate,dry_air,weak,launch_gate,inflight_stable,True,0.1,0.0,-0.0867162594057409,0.0,1.0,0.16926259910569308,1.3988377437390045,1.6144459968552547,weak_energy_result,model_boundary_only,solved,0.9693832299812565
single fan launch pitch-up anchor,lift_entry,1,lift_entry_robust_anchor_attitude_heavy_ref_pitch_up_001,launch_gate,w1_annular_gp_randomised_single,accepted,launch_gate,inflight_stable,True,0.1,1.7012466347450425e-05,0.14904734593040003,0.0,1.0,0.033784301655595206,1.2208559800948993,1.7300966739747006,controlled_finish,success,solved,0.9705698665741058
four fan inflight nominal agile anchor,mild_turn_left,7,mild_turn_left_robust_anchor_balanced_agile_ref_right_bias_007,inflight_nominal,w1_annular_gp_randomised_four,weak,inflight_stable,inflight_stable,True,0.1,0.017675587387227687,-0.03140003547225545,0.0,1.0,0.9281299652376351,0.6642280726172086,2.404371891910536,weak_energy_result,model_boundary_only,solved,0.9708203849197811
four fan lift-region LHS/ref-bias,energy_retaining_bank,8,energy_retaining_bank_robust_lhs_logqr_refbias_008,inflight_lift_region,w1_annular_gp_randomised_four,accepted,inflight_stable,recoverable_degraded,False,0.1,0.24981068637507547,0.08810881024194028,0.0,1.0,1.05270463814993,1.1403010578859059,1.871590131872154,controlled_finish,success,solved,0.9757082744890976
single fan recovery-edge energy anchor,recovery,2,recovery_robust_anchor_velocity_energy_heavy_ref_energy_seek_002,inflight_recovery_edge,w1_annular_gp_randomised_single,accepted,recoverable_degraded,recoverable_degraded,False,0.1,1.777190830778137e-05,0.12423886473261758,0.0,1.0,0.6728946515239969,2.1632097630933416,0.8125513721740409,controlled_finish,success,solved,0.969885390403388
