candidate_id,selection_class,accepted,acceptance_reason,pareto_member,alignment_window_s,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,parameter_updates_json
jp040_L00_active_baseline_X03_ablation_post_stall_CY_r,,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,active_baseline,ablation_post_stall_CY_r,heldout,11.41257004,8.844956923,8.789817047,0.05513987583,2.567613114,2.686669892,-0.1190567781,1,1,0.3352155009,0.328642983,0.006572517882,0.4719374224,0.5094122152,-0.03747479289,0.3928979228,0.3915117897,0.001386133076,0.3281028656,0.3272079841,0.0008948815522,14.3915911,14.40973805,-0.01814695014,11.72393906,11.59662348,0.127315584,5.752152513,6.368962377,-0.6168098647,"{""post_stall_side_force_r_hat_rbf_20_coeff"": -4.0}"
jp040_L00_active_baseline_X04_ablation_attached_Cl_r,,False,"rejected_lateral_metrics_not_all_improved:dy_mae_m,final_psi_mae_deg",False,0.04,active_baseline,ablation_attached_Cl_r,heldout,10.77249318,8.203080006,8.789817047,-0.5867370407,2.569413171,2.686669892,-0.117256721,1,1,0.3446689398,0.328642983,0.01602595675,0.5279752214,0.5094122152,0.01856300613,0.3636346088,0.3915117897,-0.02787718094,0.3047550718,0.3272079841,-0.02245291224,3.601582509,14.40973805,-10.80815554,9.76344415,11.59662348,-1.833179329,19.72805446,6.368962377,13.35909208,"{""roll_moment_r_hat_coeff"": -0.5861435391}"
jp040_L00_active_baseline_X02_ablation_attached_Cn_beta,,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,active_baseline,ablation_attached_Cn_beta,heldout,10.86226256,8.46798815,8.789817047,-0.321828897,2.39427441,2.686669892,-0.2923954819,1,1,0.3266254541,0.328642983,-0.002017528911,0.455104373,0.5094122152,-0.05430784229,0.376127533,0.3915117897,-0.01538425672,0.3140725962,0.3272079841,-0.01313538787,11.34102084,14.40973805,-3.068717207,11.04114565,11.59662348,-0.5554778251,7.881233205,6.368962377,1.512270827,"{""yaw_moment_beta_coeff"": -0.0487479808}"
jp040_L00_active_baseline_X01_ablation_post_stall_Cl_r,,False,"rejected_lateral_metrics_not_all_improved:dy_mae_m,final_psi_mae_deg",False,0.04,active_baseline,ablation_post_stall_Cl_r,heldout,10.96368141,8.741471149,8.789817047,-0.04834589734,2.222210258,2.686669892,-0.4644596339,1,1,0.3304618562,0.328642983,0.001818873163,0.5376022033,0.5094122152,0.02818998809,0.3934909113,0.3915117897,0.001979121553,0.3288026468,0.3272079841,0.001594662722,6.596255212,14.40973805,-7.813482834,10.72814233,11.59662348,-0.8684811472,8.601313696,6.368962377,2.232351318,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7449489366}"
jp040_L00_active_baseline_X00_no_lateral_update,,False,reference_longitudinal_only,False,0.04,active_baseline,no_lateral_update,heldout,11.47648694,8.789817047,8.789817047,0,2.686669892,2.686669892,0,0,0,0.328642983,0.328642983,0,0.5094122152,0.5094122152,0,0.3915117897,0.3915117897,0,0.3272079841,0.3272079841,0,14.40973805,14.40973805,0,11.59662348,11.59662348,0,6.368962377,6.368962377,0,{}
