candidate_id,selection_class,accepted,acceptance_reason,pareto_member,alignment_window_s,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,parameter_updates_json
jp040_L00_active_baseline_X03_ablation_post_stall_CY_r,accepted_pareto,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,active_baseline,ablation_post_stall_CY_r,heldout,11.41257004,8.844956923,8.789817047,0.05513987583,2.567613114,2.686669892,-0.1190567781,1,1,0.3352155009,0.328642983,0.006572517882,0.4719374224,0.5094122152,-0.03747479289,0.3928979228,0.3915117897,0.001386133076,0.3281028656,0.3272079841,0.0008948815522,14.3915911,14.40973805,-0.01814695014,11.72393906,11.59662348,0.127315584,5.752152513,6.368962377,-0.6168098647,"{""post_stall_side_force_r_hat_rbf_20_coeff"": -4.0}"
