case_id,primitive_id,start_state_family,environment_mode,candidate_index,candidate_weight_label,segment_index,local_lqr_reference_speed_m_s,local_lqr_speed_bin_id,time_s,speed_m_s,command_aileron_norm,command_elevator_norm,command_rudder_norm,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0,4.0,speed_bin_4p0_m_s,0.02,3.9301656456815635,0.0,-0.051400655567568676,0.0,2.0775811807258866,2.207092720890946,2.190965746210884,0.005732874175900685,-0.08817450393376505,0.12498403375446082,3.9235353223430396,-0.12793949868893986,0.1889551838328461,0.4950706679737174,0.006385678229692979,0.0038986354456993985,0.13852184821043464,0.008808300317621278,-0.04602969958981515
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0,4.0,speed_bin_4p0_m_s,0.04,3.9529231421304374,0.0,-0.051400655567568676,0.0,2.1551456691574478,2.2142802477380066,2.178948691787547,0.0167381062545984,-0.08774134398564673,0.12483290356819797,3.9380738259375114,-0.11897642087438912,0.32096809862069,0.572040543832275,0.03154649460284792,-0.019986875969498497,0.09638031357133532,-0.0073624114225464485,-0.031441875551565864
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0,4.0,speed_bin_4p0_m_s,0.06,3.979753713152642,0.0,-0.051400655567568676,0.0,2.2328269758797252,2.221562745524409,2.1646577959500517,0.02793213179185773,-0.08702987105875849,0.1241947011574543,3.955821156617895,-0.10594038159246881,0.42272358551959716,0.5284324899854054,0.035870974941640835,-0.04520017953067705,0.06817895461720958,-0.01818394533757029,-0.02167961925061486
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0,4.0,speed_bin_4p0_m_s,0.08,4.008746054385083,0.0,-0.051400655567568676,0.0,2.3107321113060038,2.228965595709216,2.148625954312542,0.03776398235020345,-0.08629377342711585,0.12307046362987349,3.9763198981642476,-0.08931342155683687,0.500947211531158,0.4410034491032185,0.03383385668136816,-0.06868098715207556,0.04930644193653595,-0.02542577848354885,-0.015146660816541584
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0,4.0,speed_bin_4p0_m_s,0.1,4.038850610888103,0.0,-0.051400655567568676,0.0,2.3889424640777794,2.236522822428461,2.131244758624298,0.04576438354011542,-0.08554879789117849,0.12151812566777544,3.998969106092173,-0.06998685164583603,0.5618382206545478,0.34574953348960635,0.0352735168820424,-0.08821438066587982,0.03667684719035511,-0.03027205515061026,-0.01077476721063703
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,1,4.0,speed_bin_4p0_m_s,0.12000000000000001,4.070558784047411,-0.8117574647870522,1.0,-0.007884973952296311,2.467511646777199,2.244256428717216,2.1127294637747687,0.05098876919734903,-0.08408013309740817,0.119670157906133,4.022050121462091,-0.05038584622785851,0.6245181353109097,0.13361499291496298,0.12813661327145015,-0.1002281721358799,-0.10069981431714972,0.09366600859771707,-0.009454258711003407
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,1,4.0,speed_bin_4p0_m_s,0.13999999999999999,4.1024318723756235,-0.8117574647870522,1.0,-0.007884973952296311,2.546396568665495,2.2521401668478487,2.0928584572393105,0.05129684364878964,-0.07967439023587823,0.11795093678057822,4.039418010464539,-0.03357224265853781,0.7154874623226813,-0.12131567235577956,0.3135169012898914,-0.09031226887089495,-0.19263307152459,0.17660607838347653,-0.008570566778114233
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,1,4.0,speed_bin_4p0_m_s,0.16,4.134277500357055,-0.30297614312366944,0.4881461188492234,-0.033015517490351205,2.6255410995294057,2.260158168739951,2.0715064133994594,0.04664685003793543,-0.07149139061202145,0.11675010496015842,4.053226522610316,-0.021937324807358487,0.8143242352694445,-0.33600717641594724,0.48490857448475333,-0.06857646032535641,-0.17334972286199912,0.17127583234324975,-0.013095159571252745
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,1,4.0,speed_bin_4p0_m_s,0.18,4.16570795540099,0.3036962747495831,-0.24909235493599377,-0.07465137323977397,2.7050307035976457,2.268345705973797,2.0490600566661414,0.03891501807893949,-0.06103974861545913,0.11603959123611103,4.068533550812322,-0.014931387699389561,0.8943906133602568,-0.42146677388922527,0.5415441929900946,-0.04961705837828928,-0.07151288456615781,0.06932206342395894,-0.024599086040544605
same_start_glide,glide,inflight_nominal,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,1,4.0,speed_bin_4p0_m_s,0.19999999999999998,4.191726693203763,0.5656636587729829,-0.6318532583032602,-0.10885883503258129,2.784929216946342,2.2767298291975377,2.0259743500143705,0.02972000686890894,-0.0494461515176262,0.1153630107336554,4.078023947834749,-0.011336616009329753,0.969620973649341,-0.5114904924446113,0.61212852486913,-0.0656698631880162,0.031842127717416555,-0.06093974743831229,-0.039261383529660285
