surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,160,0,74.5635867217089,112.238164736226,108.998079279623,135.060725409947,130.127073578484,152.992914326923,26.1568549803073,150.834606368292,0.070507125762953,0.108998079279623,0.135060725409947,0.0261568549803073,0.150834606368292
1,Aileron_L,40,0,75.9430034986011,111.46199344277,108.843216694748,124.969433485427,131.299871329212,149.402072774969,93.1735561074944,129.374328800225,0.0960207721984982,0.108843216694748,0.124969433485427,0.0931735561074944,0.129374328800225
2,Aileron_R,40,0,82.791764640783,122.140996592586,114.384705379647,138.004934046823,137.535207055835,159.835171520104,70.003046261693,150.834606368292,0.094482282182426,0.114384705379647,0.138004934046823,0.070003046261693,0.150834606368292
3,Rudder,40,0,34.1287223685462,116.279054650949,101.22971500671,138.551057915171,126.777537845971,151.244700222939,29.4664166078,143.364305897883,0.0598048578973174,0.10122971500671,0.138551057915171,0.0294664166078,0.143364305897883
4,Elevator,40,0,71.6382894762848,107.195122217286,110.121589022133,132.179422211536,127.688756568762,149.772880100461,26.1568549803073,136.042177238252,0.0418192409751015,0.110121589022133,0.132179422211536,0.0261568549803073,0.136042177238252
