chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w01_primitive_rows/c00000.csv.gz,chunk_manifests/w01_primitive_rows/c00000.json,2181134,2a2ca7f1110fc3a0b132eed9e508b526a94e73dfc6d0840f1d7e234acdd239f0,102.24545049667358
1,complete,800,1600,800,w01_primitive_rows/c00001.csv.gz,chunk_manifests/w01_primitive_rows/c00001.json,2330517,6303219fdc0893f75ea34c28ed5d93f6cd0587350d144587920bc4964e5df7f9,102.3552839756012
2,complete,1600,2400,800,w01_primitive_rows/c00002.csv.gz,chunk_manifests/w01_primitive_rows/c00002.json,2232764,040e0f952e93676708701d7bb8087c34d746363ad5bb43faa3efab76e9d773a3,105.60517239570618
3,complete,2400,3200,800,w01_primitive_rows/c00003.csv.gz,chunk_manifests/w01_primitive_rows/c00003.json,2313542,6f9f4e40a473dd8ed2702767394e792cb14986b05b84c1dd0f9bc55be26525df,112.35645055770874
4,complete,3200,4000,800,w01_primitive_rows/c00004.csv.gz,chunk_manifests/w01_primitive_rows/c00004.json,2344262,33be05c6d66f2749abaf77da130d5f9f7f6410dc8ff863361235611359038503,109.66580152511597
5,complete,4000,4800,800,w01_primitive_rows/c00005.csv.gz,chunk_manifests/w01_primitive_rows/c00005.json,2226313,bac6ed4e5f6ddcf58c647311d31348853f47d15b3e942a92058f98536b97a002,118.81294703483582
6,complete,4800,5600,800,w01_primitive_rows/c00006.csv.gz,chunk_manifests/w01_primitive_rows/c00006.json,2340593,aadcbb18bf92108fa1ed40ee914c8b417d3938b86af94438856a4cd9c85c8fd0,117.11160516738892
7,complete,5600,6400,800,w01_primitive_rows/c00007.csv.gz,chunk_manifests/w01_primitive_rows/c00007.json,2283135,d708cbb4938f9cce0f955518848da0ac13dae86e9d8bead991b3a1349135a299,120.75911140441895
8,complete,6400,7200,800,w01_primitive_rows/c00008.csv.gz,chunk_manifests/w01_primitive_rows/c00008.json,2276056,0818a754d908125b15796290477f69d832cd7dedb081fba788b0f2b9f43cdb41,115.02550387382507
9,complete,7200,8000,800,w01_primitive_rows/c00009.csv.gz,chunk_manifests/w01_primitive_rows/c00009.json,2363739,0878b4478ac9a6b8549ac77b03c861081372a5d71067f0ce216e7fdb523092a4,116.90445828437805
10,complete,8000,8800,800,w01_primitive_rows/c00010.csv.gz,chunk_manifests/w01_primitive_rows/c00010.json,2206934,0ad22ce7f4f5818d553eec6084fc74031ee80640f6263391da0acaddb12e0344,119.77547121047974
11,complete,8800,9600,800,w01_primitive_rows/c00011.csv.gz,chunk_manifests/w01_primitive_rows/c00011.json,2351932,f3484bbff082edc1360ffc5bad499ac7f8c88fe696b58f4f020561c6908c2889,123.9933807849884
12,complete,9600,10400,800,w01_primitive_rows/c00012.csv.gz,chunk_manifests/w01_primitive_rows/c00012.json,2299054,a02f1ca243b7eddb37922a3223d3d586e767334abaee098a1f563549ee1d3cf6,119.09330201148987
13,complete,10400,11200,800,w01_primitive_rows/c00013.csv.gz,chunk_manifests/w01_primitive_rows/c00013.json,2236226,2fc0ea7482a42b69f1cc61878711f0c197f6c1c4c8f1dfd524bf629ea42a35fa,93.85453534126282
14,complete,11200,12000,800,w01_primitive_rows/c00014.csv.gz,chunk_manifests/w01_primitive_rows/c00014.json,2328046,9cb297a97c261cc21a6267fd719335c0ceaef828d5a0f4c2cb174ace735949ca,93.96327495574951
15,complete,12000,12800,800,w01_primitive_rows/c00015.csv.gz,chunk_manifests/w01_primitive_rows/c00015.json,2209608,2358c9b7a1fc67d35e3abd90b31c18bb732fc9551996d83d7241894d109e2ca3,97.8107841014862
16,complete,12800,13600,800,w01_primitive_rows/c00016.csv.gz,chunk_manifests/w01_primitive_rows/c00016.json,2340090,6534870a80ea801f78b701fbe47e372f5b88b1208ab39c51fe8754bd73d973fe,101.74297308921814
17,complete,13600,14400,800,w01_primitive_rows/c00017.csv.gz,chunk_manifests/w01_primitive_rows/c00017.json,2334618,bb8fe2fdef148cab8a38739b1f1e8808960c8c4410855febb3e8597e066d2c92,103.92517185211182
