event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.2256734,12.4756734,positive_first,positive,outbound,1,9
2,1,Aileron_L,0.25,12.4756734,13.7256734,positive_first,positive,outbound,2,9
3,1,Aileron_L,0.5,13.7256734,14.9756734,positive_first,positive,outbound,3,9
4,1,Aileron_L,0.75,14.9756734,16.2256734,positive_first,positive,outbound,4,9
5,1,Aileron_L,1,16.2256734,17.4756734,positive_first,positive,outbound,5,9
6,1,Aileron_L,0.75,17.4756734,18.7256734,positive_first,positive,return,6,9
7,1,Aileron_L,0.5,18.7256734,19.9756734,positive_first,positive,return,7,9
8,1,Aileron_L,0.25,19.9756734,21.2256734,positive_first,positive,return,8,9
9,1,Aileron_L,0,21.2256734,22.4756734,positive_first,positive,return,9,9
10,1,Aileron_L,-0,22.4756734,23.7256734,positive_first,negative,outbound,1,9
11,1,Aileron_L,-0.25,23.7256734,24.9756734,positive_first,negative,outbound,2,9
12,1,Aileron_L,-0.5,24.9756734,26.2256734,positive_first,negative,outbound,3,9
13,1,Aileron_L,-0.75,26.2256734,27.4756734,positive_first,negative,outbound,4,9
14,1,Aileron_L,-1,27.4756734,28.7256734,positive_first,negative,outbound,5,9
15,1,Aileron_L,-0.75,28.7256734,29.9756734,positive_first,negative,return,6,9
16,1,Aileron_L,-0.5,29.9756734,31.2256734,positive_first,negative,return,7,9
17,1,Aileron_L,-0.25,31.2256734,32.4756734,positive_first,negative,return,8,9
18,1,Aileron_L,-0,32.4756734,33.7256734,positive_first,negative,return,9,9
19,1,Aileron_L,-0,33.7256734,34.9756734,negative_first,negative,outbound,1,9
20,1,Aileron_L,-0.25,34.9756734,36.2256734,negative_first,negative,outbound,2,9
21,1,Aileron_L,-0.5,36.2256734,37.4756734,negative_first,negative,outbound,3,9
22,1,Aileron_L,-0.75,37.4756734,38.7256734,negative_first,negative,outbound,4,9
23,1,Aileron_L,-1,38.7256734,39.9756734,negative_first,negative,outbound,5,9
24,1,Aileron_L,-0.75,39.9756734,41.2256734,negative_first,negative,return,6,9
25,1,Aileron_L,-0.5,41.2256734,42.4756734,negative_first,negative,return,7,9
26,1,Aileron_L,-0.25,42.4756734,43.7256734,negative_first,negative,return,8,9
27,1,Aileron_L,-0,43.7256734,44.9756734,negative_first,negative,return,9,9
28,1,Aileron_L,0,44.9756734,46.2256734,negative_first,positive,outbound,1,9
29,1,Aileron_L,0.25,46.2256734,47.4756734,negative_first,positive,outbound,2,9
30,1,Aileron_L,0.5,47.4756734,48.7256734,negative_first,positive,outbound,3,9
31,1,Aileron_L,0.75,48.7256734,49.9756734,negative_first,positive,outbound,4,9
32,1,Aileron_L,1,49.9756734,51.2256734,negative_first,positive,outbound,5,9
