t_read_host_s,line_text
0.181838,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,29706044"
0.9529755,"RX_EVENT,0,0,30468415,32768,32768,32768,32768"
0.9529755,"OK_EVENT,SET_NEUTRAL"
0.9679397,"COMMIT_EVENT,0,0,30468415,30482242,1372,1500,1500,1500,1500,1500,1500,1500,1500"
6.2670288,"RX_EVENT,0,0,35774088,32768,32768,32768,32768"
6.2670288,"COMMIT_EVENT,0,0,35774088,35782242,1637,1500,1500,1500,1500,1500,1500,1500,1500"
6.2670288,"RX_EVENT,1,0,35785338,32768,32768,32768,32768"
6.2790168,"RX_EVENT,2,0,35798629,32768,32768,32768,32768"
6.2907273,"COMMIT_EVENT,2,0,35798629,35802242,1638,1500,1500,1500,1500,1500,1500,1500,1500"
6.2907273,"RX_EVENT,3,0,35810525,32768,32768,32768,32768"
6.3025902,"RX_EVENT,4,0,35822271,32768,32768,32768,32768"
6.3025902,"COMMIT_EVENT,3,0,35810525,35822243,1639,1500,1500,1500,1500,1500,1500,1500,1500"
6.3246224,"RX_EVENT,5,0,35834116,32768,32768,32768,32768"
6.3246224,"COMMIT_EVENT,5,0,35834116,35842242,1640,1500,1500,1500,1500,1500,1500,1500,1500"
6.3381162,"RX_EVENT,6,0,35856171,32768,32768,32768,32768"
6.3381162,"COMMIT_EVENT,6,0,35856171,35862242,1641,1500,1500,1500,1500,1500,1500,1500,1500"
6.352572,"RX_EVENT,7,0,35869829,32768,32768,32768,32768"
6.3773643,"COMMIT_EVENT,7,0,35869829,35882242,1642,1500,1500,1500,1500,1500,1500,1500,1500"
6.3773643,"RX_EVENT,8,0,35884099,32768,32768,32768,32768"
6.3888124,"RX_EVENT,9,0,35895835,32768,32768,32768,32768"
6.3888124,"COMMIT_EVENT,9,0,35895835,35902242,1643,1500,1500,1500,1500,1500,1500,1500,1500"
6.3888124,"RX_EVENT,10,0,35908889,32768,32768,32768,32768"
6.4004803,"COMMIT_EVENT,10,0,35908889,35922242,1644,1500,1500,1500,1500,1500,1500,1500,1500"
6.4125505,"RX_EVENT,11,0,35932020,32768,32768,32768,32768"
6.4347482,"COMMIT_EVENT,11,0,35932020,35942242,1645,1500,1500,1500,1500,1500,1500,1500,1500"
6.4347482,"RX_EVENT,12,0,35944245,32768,32768,32768,32768"
6.4347482,"RX_EVENT,13,0,35954314,32768,32768,32768,32768"
6.4459324,"COMMIT_EVENT,13,0,35954314,35962242,1646,1500,1500,1500,1500,1500,1500,1500,1500"
6.4690198,"RX_EVENT,14,0,35977474,32768,32768,32768,32768"
6.4690198,"COMMIT_EVENT,14,0,35977474,35982242,1647,1500,1500,1500,1500,1500,1500,1500,1500"
6.4797483,"RX_EVENT,15,0,35988372,32768,32768,32768,32768"
6.4797483,"RX_EVENT,16,0,36000487,32768,32768,32768,32768"
6.4891481,"COMMIT_EVENT,16,0,36000487,36002242,1648,1500,1500,1500,1500,1500,1500,1500,1500"
6.510286,"RX_EVENT,17,0,36020605,32768,32768,32768,32768"
6.510286,"COMMIT_EVENT,17,0,36020605,36022242,1649,1500,1500,1500,1500,1500,1500,1500,1500"
6.510286,"RX_EVENT,18,0,36030799,32768,32768,32768,32768"
6.5216402,"COMMIT_EVENT,18,0,36030799,36042242,1650,1500,1500,1500,1500,1500,1500,1500,1500"
6.5433806,"RX_EVENT,19,0,36053140,32768,32768,32768,32768"
6.5433806,"COMMIT_EVENT,19,0,36053140,36062242,1651,1500,1500,1500,1500,1500,1500,1500,1500"
6.5570423,"RX_EVENT,20,0,36064485,32768,32768,32768,32768"
6.5570423,"RX_EVENT,21,0,36075075,32768,32768,32768,32768"
6.5704184,"COMMIT_EVENT,21,0,36075075,36082242,1652,1500,1500,1500,1500,1500,1500,1500,1500"
6.5704184,"RX_EVENT,22,0,36088676,32768,32768,32768,32768"
6.5826877,"COMMIT_EVENT,22,0,36088676,36102242,1653,1500,1500,1500,1500,1500,1500,1500,1500"
6.5979549,"RX_EVENT,23,0,36114224,32768,32768,32768,32768"
6.5979549,"COMMIT_EVENT,23,0,36114224,36122242,1654,1500,1500,1500,1500,1500,1500,1500,1500"
6.6241137,"RX_EVENT,24,0,36129893,32768,32768,32768,32768"
6.6370243,"RX_EVENT,25,0,36142256,32768,32768,32768,32768"
6.6370243,"COMMIT_EVENT,24,0,36129893,36142242,1655,1500,1500,1500,1500,1500,1500,1500,1500"
6.650229,"RX_EVENT,26,0,36155719,32768,32768,32768,32768"
6.650229,"COMMIT_EVENT,26,0,36155719,36162242,1656,1500,1500,1500,1500,1500,1500,1500,1500"
6.650229,"RX_EVENT,27,0,36168603,32768,32768,32768,32768"
6.6626958,"RX_EVENT,28,0,36181767,32768,32768,32768,32768"
6.6626958,"COMMIT_EVENT,28,0,36181767,36182242,1657,1500,1500,1500,1500,1500,1500,1500,1500"
6.6748742,"RX_EVENT,29,0,36194203,32768,32768,32768,32768"
6.697249,"COMMIT_EVENT,29,0,36194203,36202242,1658,1500,1500,1500,1500,1500,1500,1500,1500"
6.697249,"RX_EVENT,30,0,36216114,32768,32768,32768,32768"
6.7100553,"COMMIT_EVENT,30,0,36216114,36222242,1659,1500,1500,1500,1500,1500,1500,1500,1500"
6.7100553,"RX_EVENT,31,0,36228889,32768,32768,32768,32768"
6.7222207,"RX_EVENT,32,0,36241579,32768,32768,32768,32768"
