t_read_host_s,line_text
0.442628,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1162863853"
1.1938784,"RX_EVENT,0,0,1163625067,32768,32768,32768,32768"
1.1938784,"OK_EVENT,SET_NEUTRAL"
1.208959,"COMMIT_EVENT,0,0,1163625067,1163642262,58030,1500,1500,1500,1500,1500,1500,1500,1500"
6.5812923,"RX_EVENT,0,0,1169014157,32768,32768,32768,32768"
6.5937346,"COMMIT_EVENT,0,0,1169014157,1169022262,58299,1500,1500,1500,1500,1500,1500,1500,1500"
6.5937346,"RX_EVENT,1,0,1169027748,32768,32768,32768,32768"
6.6062873,"RX_EVENT,2,0,1169040571,32768,32768,32768,32768"
6.6062873,"COMMIT_EVENT,2,0,1169040571,1169042262,58300,1500,1500,1500,1500,1500,1500,1500,1500"
6.6182988,"RX_EVENT,3,0,1169052730,32768,32768,32768,32768"
6.6419003,"COMMIT_EVENT,3,0,1169052730,1169062263,58301,1500,1500,1500,1500,1500,1500,1500,1500"
6.6419003,"RX_EVENT,4,0,1169064739,32768,32768,32768,32768"
6.6419003,"RX_EVENT,5,0,1169075797,32768,32768,32768,32768"
6.6530703,"COMMIT_EVENT,5,0,1169075797,1169082262,58302,1500,1500,1500,1500,1500,1500,1500,1500"
6.665695,"RX_EVENT,6,0,1169099506,32768,32768,32768,32768"
6.665695,"COMMIT_EVENT,6,0,1169099506,1169102262,58303,1500,1500,1500,1500,1500,1500,1500,1500"
6.7035916,"RX_EVENT,7,0,1169123843,32768,32768,32768,32768"
6.7035916,"RX_EVENT,8,0,1169136896,32768,32768,32768,32768"
6.7163555,"COMMIT_EVENT,8,0,1169136896,1169142262,58305,1500,1500,1500,1500,1500,1500,1500,1500"
6.7287161,"RX_EVENT,9,0,1169162798,32768,32768,32768,32768"
6.7403314,"RX_EVENT,10,0,1169175150,32768,32768,32768,32768"
6.7403314,"COMMIT_EVENT,10,0,1169175150,1169182262,58307,1500,1500,1500,1500,1500,1500,1500,1500"
6.7627898,"RX_EVENT,11,0,1169196855,32768,32768,32768,32768"
6.7748585,"COMMIT_EVENT,11,0,1169196855,1169202262,58308,1500,1500,1500,1500,1500,1500,1500,1500"
6.7876784,"RX_EVENT,12,0,1169221449,32768,32768,32768,32768"
6.7876784,"COMMIT_EVENT,12,0,1169221449,1169222262,58309,1500,1500,1500,1500,1500,1500,1500,1500"
6.8094873,"RX_EVENT,13,0,1169234128,32768,32768,32768,32768"
6.8094873,"COMMIT_EVENT,13,0,1169234128,1169242262,58310,1500,1500,1500,1500,1500,1500,1500,1500"
6.8205608,"RX_EVENT,14,0,1169255923,32768,32768,32768,32768"
6.8205608,"COMMIT_EVENT,14,0,1169255923,1169262262,58311,1500,1500,1500,1500,1500,1500,1500,1500"
6.8410332,"RX_EVENT,15,0,1169276343,32768,32768,32768,32768"
6.8516935,"COMMIT_EVENT,15,0,1169276343,1169282262,58312,1500,1500,1500,1500,1500,1500,1500,1500"
6.873894,"RX_EVENT,16,0,1169298142,32768,32768,32768,32768"
6.873894,"COMMIT_EVENT,16,0,1169298142,1169302262,58313,1500,1500,1500,1500,1500,1500,1500,1500"
6.8869513,"RX_EVENT,17,0,1169320345,32768,32768,32768,32768"
6.8869513,"COMMIT_EVENT,17,0,1169320345,1169322262,58314,1500,1500,1500,1500,1500,1500,1500,1500"
