comparison_type,library_size_case_id,policy_id,baseline_policy_id,history_length,paired_launch_count,mean_paired_delta_launch_score,median_paired_delta_launch_score,win_rate,loss_rate,safety_regression_rate,mission_success_delta_mean,front_wall_terminal_success_delta_mean,wrong_wall_exit_delta_mean,memory_changed_selection_rate,exploration_changed_selection_rate,mean_net_specific_energy_delta_m_delta,mean_positive_specific_energy_gain_m_delta,mean_updraft_specific_energy_gain_proxy_m_delta,mean_terminal_specific_energy_m_delta,mean_terminal_specific_energy_bonus_delta,mean_gross_specific_energy_loss_m_delta,mean_episode_flight_time_s_delta
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,50,-0.0029687933675799625,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.18,0.0,3.434762991240015e-05,0.0007817242269333918,-0.0004751111862055439,3.434762991239459e-05,0.010533430356531284,0.0007473765970209933,-0.0004000000000000048
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,50,0.0015066379236697003,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0011964330356105935,0.0007817242269333918,-0.00025133962164306385,0.001196433035610589,0.010533430356531284,-0.0004147088086771999,-0.00040000000000000034
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,50,-0.0031178014624344995,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.2,0.0,-0.00010547690144198874,0.0007817242269333918,-0.0004825605422455394,-0.00010547690144200538,0.010533430356531284,0.0008872011283753811,-0.0004000000000000048
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,50,4.123302028631315e-06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.0357889872334454e-06,0.0,2.06165101427902e-07,3.0357889872334454e-06,0.0,-3.0357889872334454e-06,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,50,-0.004125563683240614,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,-0.00041327494774298754,0.0,3.5928970945799954e-07,-0.0004132749477429787,-0.004132749477429769,0.00041327494774298754,0.00040000000000000034
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,50,0.0011199110333737394,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.00038071565063912515,0.0,5.38297033925399e-05,0.00038071565063913627,0.0,-0.00038071565063912515,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,50,0.0011199110333737394,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0001223323348156402,0.0,5.38297033925399e-05,0.0001223323348156491,0.0,-0.0001223323348156402,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,50,-0.005564454961695446,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.22,0.0,0.0012517495470977592,0.0003942951235798181,0.0012424595648310216,0.001251749547097787,0.0,-0.0008574544235179382,0.0008000000000000007
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h10,no_memory_baseline,10,50,-3.63725329552614,0.0,0.06,0.16,0.0,-0.02,-0.02,0.02,0.44,0.0,-0.007209333771610082,0.0,0.0015426061193723668,-0.007209333771610065,-0.41568469905933414,0.007209333771610082,0.0032000000000000006
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h3,no_memory_baseline,3,50,-3.635457730877961,0.0,0.08,0.12,0.0,-0.02,-0.02,0.02,0.36,0.0,-0.006713666211749133,0.0,0.00219144847881206,-0.006713666211749097,-0.41810083819388416,0.006713666211749133,0.0032000000000000006
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h30,no_memory_baseline,30,50,-3.6141649872194135,0.0,0.14,0.16,0.02,-0.02,-0.02,0.02,0.52,0.0,-0.005667700289360735,-0.0017670742813063539,-0.0001347461055641931,-0.005667700289360731,-0.34942975021136796,0.0039006260080543787,0.0016000000000000035
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,50,-1.9938641809649573,0.0,0.1,0.12,0.02,0.0,0.0,0.02,0.4,0.0,-0.0026691477060138023,0.0,0.001654221567478702,-0.002669147706013819,-3.934345995054045e-05,0.0026691477060138023,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,50,-6.733713709685105,0.0,0.08,0.14,0.04,-0.02,-0.02,0.04,0.34,0.0,-0.004078613306658417,0.0,0.0009125710160030353,-0.004078613306658412,-0.3959234939561433,0.004078613306658417,0.004800000000000004
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,50,-2.00592885039424,0.0,0.08,0.16,0.02,0.0,0.0,0.02,0.4,0.0,-0.0064351228803326554,0.0004466899960264298,0.0016365700179599393,-0.006435122880332678,-0.00046764703373467496,0.006881812876359087,0.001599999999999997
