stage_id,library_size_case_id,first_decision_candidate_rows,first_decision_viable_rows,launch_gate_entry_primitive_family_count,launch_gate_entry_primitive_ids,first_decision_audit_mode
R9_R10_R11,balanced_cluster,1196,1196,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,heavy_cluster,488,488,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,light_cluster,2029,2029,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,super_light_cluster,2121,2121,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,no_cluster_no_merge,2851,2851,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
