launch_role,episode_interpretation_label,row_count
final_heldout,claim_bearing_hard_failure,48
final_heldout,claim_bearing_rollout,715
final_heldout,expected_low_energy_dry_air_sink_not_governor_failure,213
final_heldout,no_viable_primitive,24
history,claim_bearing_hard_failure,449
history,claim_bearing_rollout,6893
history,expected_low_energy_dry_air_sink_not_governor_failure,2458
history,no_viable_primitive,950
