library_size_case_id,primitive_id,transition_entry_class,start_state_family,candidate_rows,viable_rows
balanced_cluster,energy_retaining_bank,launch_gate,launch_gate,144,144
balanced_cluster,glide,launch_gate,launch_gate,136,136
balanced_cluster,lift_dwell_arc,launch_gate,launch_gate,172,172
balanced_cluster,lift_entry,launch_gate,launch_gate,192,192
balanced_cluster,mild_turn_left,launch_gate,launch_gate,172,172
balanced_cluster,mild_turn_right,launch_gate,launch_gate,144,144
balanced_cluster,recovery,launch_gate,launch_gate,132,132
balanced_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,104,104
heavy_cluster,energy_retaining_bank,launch_gate,launch_gate,48,48
heavy_cluster,glide,launch_gate,launch_gate,48,48
heavy_cluster,lift_dwell_arc,launch_gate,launch_gate,48,48
heavy_cluster,lift_entry,launch_gate,launch_gate,48,48
heavy_cluster,mild_turn_left,launch_gate,launch_gate,108,108
heavy_cluster,mild_turn_right,launch_gate,launch_gate,48,48
heavy_cluster,recovery,launch_gate,launch_gate,48,48
heavy_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,92,92
light_cluster,energy_retaining_bank,launch_gate,launch_gate,247,247
light_cluster,glide,launch_gate,launch_gate,233,233
light_cluster,lift_dwell_arc,launch_gate,launch_gate,252,252
light_cluster,lift_entry,launch_gate,launch_gate,274,274
light_cluster,mild_turn_left,launch_gate,launch_gate,262,262
light_cluster,mild_turn_right,launch_gate,launch_gate,248,248
light_cluster,recovery,launch_gate,launch_gate,250,250
light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,263,263
no_cluster_no_merge,energy_retaining_bank,launch_gate,launch_gate,258,258
no_cluster_no_merge,glide,launch_gate,launch_gate,278,278
no_cluster_no_merge,lift_dwell_arc,launch_gate,launch_gate,460,460
no_cluster_no_merge,lift_entry,launch_gate,launch_gate,258,258
no_cluster_no_merge,mild_turn_left,launch_gate,launch_gate,532,532
no_cluster_no_merge,mild_turn_right,launch_gate,launch_gate,500,500
no_cluster_no_merge,recovery,launch_gate,launch_gate,326,326
no_cluster_no_merge,safe_exit_or_recovery_handoff,launch_gate,launch_gate,239,239
super_light_cluster,energy_retaining_bank,launch_gate,launch_gate,299,299
super_light_cluster,glide,launch_gate,launch_gate,259,259
super_light_cluster,lift_dwell_arc,launch_gate,launch_gate,297,297
super_light_cluster,lift_entry,launch_gate,launch_gate,244,244
super_light_cluster,mild_turn_left,launch_gate,launch_gate,268,268
super_light_cluster,mild_turn_right,launch_gate,launch_gate,258,258
super_light_cluster,recovery,launch_gate,launch_gate,251,251
super_light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,245,245
