environment_block_id,library_size_case_id,policy_id,history_length,start_energy_group_id,start_energy_group_label,start_energy_group_basis,start_energy_feasibility_threshold_m_s,launch_count,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,33,32.0,0.9696969696969697,32.0,0.9696969696969697,0.0,0.0,32.0,0.9696969696969697,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,32.0,0.9696969696969697,22.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.62316100269512,5.02929389802401,7.907311911278154,117.61307217847775,121.73804672676252,0.9284848484848484,0.27575757575757576,3.3284213156784666,2.9284213156784666,19.266826179883235,0.020508173990037678,0.1689618125304625,-0.5642477474225525,0.5847559214125901
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,17,4.0,0.23529411764705882,4.0,0.23529411764705882,0.0,0.0,4.0,0.23529411764705882,0.0,0.0,11.0,0.6470588235294118,6.0,0.35294117647058826,1.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.0,12.0,0.7058823529411765,11.0,0.6470588235294118,4.0,0.23529411764705882,9.0,0.5294117647058824,0.0,0.0,0.0,0.0,3.877676197610491,3.004820898252463,4.974404679318456,22.84337986833927,0.0,1.0976470588235294,0.3211764705882353,1.4384631973631055,1.0384631973631056,4.1265059608454235,0.018581910550448034,0.3619190296379724,-0.9666787027238911,0.9852606132743392
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,33,32.0,0.9696969696969697,32.0,0.9696969696969697,0.0,0.0,32.0,0.9696969696969697,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,32.0,0.9696969696969697,22.0,0.6666666666666666,7.0,0.21212121212121213,0.0,0.0,6.62316100269512,5.02929389802401,7.907311911278154,117.60817300532266,121.73804672676252,0.9278787878787877,0.27454545454545454,3.3280845201351172,2.9280845201351178,19.27889754877915,0.021692604636906455,0.16841631573094137,-0.5645845429659015,0.586277147602808
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,17,4.0,0.23529411764705882,4.0,0.23529411764705882,0.0,0.0,4.0,0.23529411764705882,0.0,0.0,11.0,0.6470588235294118,6.0,0.35294117647058826,1.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.0,12.0,0.7058823529411765,11.0,0.6470588235294118,4.0,0.23529411764705882,9.0,0.5294117647058824,2.0,0.11764705882352941,0.0,0.0,3.877676197610491,3.004820898252463,4.974404679318456,22.84415828279455,0.0,1.0976470588235294,0.3211764705882353,1.4392179993881726,1.0392179993881727,4.134053981096093,0.018581910550448034,0.36158054934820294,-0.9659239006988242,0.9845058112492723
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,33,32.0,0.9696969696969697,32.0,0.9696969696969697,0.0,0.0,32.0,0.9696969696969697,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,32.0,0.9696969696969697,22.0,0.6666666666666666,5.0,0.15151515151515152,0.0,0.0,6.62316100269512,5.02929389802401,7.907311911278154,117.61495396182454,121.73804672676252,0.9278787878787877,0.27454545454545454,3.3298452555982965,2.9298452555982966,19.27889754877915,0.021692604636906455,0.16875536355603604,-0.5628238075027224,0.5845164121396289
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,17,4.0,0.23529411764705882,4.0,0.23529411764705882,0.0,0.0,4.0,0.23529411764705882,0.0,0.0,11.0,0.6470588235294118,6.0,0.35294117647058826,1.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.0,12.0,0.7058823529411765,11.0,0.6470588235294118,4.0,0.23529411764705882,9.0,0.5294117647058824,2.0,0.11764705882352941,0.0,0.0,3.877676197610491,3.004820898252463,4.974404679318456,22.84415828279455,0.0,1.0976470588235294,0.3211764705882353,1.4392179993881726,1.0392179993881727,4.134053981096093,0.018581910550448034,0.36158054934820294,-0.9659239006988242,0.9845058112492723
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,33,32.0,0.9696969696969697,32.0,0.9696969696969697,0.0,0.0,32.0,0.9696969696969697,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,32.0,0.9696969696969697,22.0,0.6666666666666666,7.0,0.21212121212121213,0.0,0.0,6.62316100269512,5.02929389802401,7.907311911278154,117.60794723548196,121.73804672676252,0.9278787878787877,0.27454545454545454,3.3281893422007247,2.928189342200725,19.27889754877915,0.021692604636906455,0.16840502723890693,-0.5644797209002942,0.5861723255372007
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,17,4.0,0.23529411764705882,4.0,0.23529411764705882,0.0,0.0,4.0,0.23529411764705882,0.0,0.0,11.0,0.6470588235294118,6.0,0.35294117647058826,1.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.0,12.0,0.7058823529411765,11.0,0.6470588235294118,4.0,0.23529411764705882,9.0,0.5294117647058824,3.0,0.17647058823529413,0.0,0.0,3.877676197610491,3.004820898252463,4.974404679318456,22.84415828279455,0.0,1.0976470588235294,0.3211764705882353,1.4386032726391866,1.0386032726391867,4.134053981096093,0.018581910550448034,0.36158055243262277,-0.96653862744781,0.9851205379982583
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,33,31.0,0.9393939393939394,32.0,0.9696969696969697,0.0,0.0,31.0,0.9393939393939394,1.0,0.030303030303030304,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,1.0,0.030303030303030304,32.0,0.9696969696969697,22.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.62316100269512,5.02929389802401,7.907311911278154,112.51169499941248,121.25900922724773,0.9406060606060606,0.2733333333333333,3.3069406193165976,2.906940619316597,18.63214016124602,0.019650978152836802,0.17976325316070116,-0.5857284437844216,0.6053794219372585
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,17,3.0,0.17647058823529413,4.0,0.23529411764705882,0.0,0.0,3.0,0.17647058823529413,1.0,0.058823529411764705,9.0,0.5294117647058824,8.0,0.47058823529411764,3.0,0.17647058823529413,1.0,0.058823529411764705,0.0,0.0,10.0,0.5882352941176471,9.0,0.5294117647058824,4.0,0.23529411764705882,9.0,0.5294117647058824,0.0,0.0,0.0,0.0,3.877676197610491,3.004820898252463,4.974404679318456,6.88734688944107,0.0,1.0776470588235294,0.30823529411764705,1.4347421734505978,1.034742173450598,2.999852279836716,0.019343632406157007,0.3506796276646761,-0.970399726636399,0.989743359042556
