audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,timing_duration_source_column,timing_boundary_scope,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10251,10251,1.0,3549,0.34621012584138133,7348,0.7168081162813384,,4.371298400015803,0.6610827500117011,0.09505713302135095,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,36.03833772314896,144,513.5160472149058,1867,477.4777094917569,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4104,4104,1.0,2318,0.5648148148148148,3855,0.939327485380117,,4.371298400015803,0.1802200859729777,0.03829681089202356,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,4.802631578947368,14,64.0,96,59.19736842105263,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4100,4100,1.0,1199,0.2924390243902439,2858,0.6970731707317073,,0.7426615000003949,0.43445220002991813,0.08270066060975514,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,20.50390243902439,49,287.71902439024393,384,267.2151219512195,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2047,2047,1.0,32,0.015632633121641426,635,0.3102100635075721,,1.579681300005177,1.0247833420045207,0.23360422579433693,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,129.77674645823157,144,1867.0,1867,1737.2232535417684,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3704,3704,1.0,2177,0.587742980561555,3517,0.9495140388768899,False,0.3675375999882817,0.1634298619857872,0.02881139141493173,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,4.866630669546436,14,64.0,96,59.13336933045356,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3700,3700,1.0,1099,0.29702702702702705,2709,0.7321621621621621,,0.6481798999884631,0.3885380239883655,0.07504102778381891,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,20.71837837837838,49,287.68864864864867,384,266.97027027027025,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,241,0.241,537,0.537,,4.371298400015803,1.3311226990036074,0.19800097799990907,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,36.932,144,514.2,1867,477.268,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2052,2052,1.0,952,0.46393762183235865,1829,0.8913255360623782,,0.3675375999882817,0.20476890800899136,0.04174849264162076,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,7.290448343079922,14,96.0,96,88.70955165692008,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2052,2052,1.0,1366,0.665692007797271,2026,0.9873294346978557,,4.371298400015803,0.11108848802890857,0.034845129142426365,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,2.314814814814815,7,32.0,32,29.685185185185187,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2056,2056,1.0,711,0.3458171206225681,1576,0.7665369649805448,,0.5157804999907967,0.30178384001046654,0.06262779221756473,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,13.652237354085603,24,192.0,192,178.3477626459144,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2047,2047,1.0,32,0.015632633121641426,635,0.3102100635075721,,1.579681300005177,1.0247833420045207,0.23360422579433693,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,129.77674645823157,144,1867.0,1867,1737.2232535417684,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2044,2044,1.0,488,0.23874755381604695,1282,0.62720156555773,,0.7426615000003949,0.4859695969871236,0.10289137363047113,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,27.395792563600782,49,384.0,384,356.60420743639924,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
launch_role:final_heldout,aggregate_diagnostic,reported_only_mixed_scope,,10251,10251,1.0,3549,0.34621012584138133,7348,0.7168081162813384,,4.371298400015803,0.6610827500117011,0.09505713302135095,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,36.03833772314896,144,513.5160472149058,1867,477.4777094917569,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:no_memory_baseline,aggregate_diagnostic,reported_only_mixed_scope,,2561,2561,1.0,2039,0.7961733697774307,2553,0.996876220226474,,4.371298400015803,0.05796881999704053,0.026978777352720362,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,35.99960952752831,144,513.1702459976572,1867,477.17063647012884,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:spatial_flow_belief_memory_h10,aggregate_diagnostic,reported_only_mixed_scope,,2563,2563,1.0,536,0.2091299258681233,1633,0.6371439719079204,,0.8439330000255723,0.5891974860074701,0.10760290959849132,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,36.119391338275456,144,514.2266874756145,1867,478.10729613733906,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:spatial_flow_belief_memory_h3,aggregate_diagnostic,reported_only_mixed_scope,,2566,2566,1.0,669,0.2607170693686672,1748,0.6812159002338269,,0.6643556000199169,0.4914825549887609,0.09307229173821707,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,35.94349181605612,144,514.0744349181606,1867,478.1309431021044,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
