run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s4_gaussian_four_panel_seed1,s4_gaussian_four_panel,nominal_glide,nominal_glide,1,four_gaussian_var,panel,01_Thermal/B_results/four_var_params.xlsx,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.24,,True,none,-0.6438653098032596,0.03369367786177646,5.810276261335049,18.865996499919127,0.108267883327295,1.107385278328586,0.25,0.018461538461538463,0.02564102564102564,0.20454916563139733,True,,0,0,03_Control/05_Results/controller_execution_audit/logs/s4_gaussian_four_panel_seed1.csv,nominal_glide,1.107385278328586,True,03_Control/05_Results/controller_execution_audit/logs/s4_gaussian_four_panel_seed1.csv,
