run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s4_annular_four_panel_seed1,s4_annular_four_panel,nominal_glide,nominal_glide,1,four_annular_gp_grid,panel,01_Thermal/B_results/Four_Fan_Annular_GP/four_annular_gp_grid_predictions.xlsx,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.24,,True,none,1.7358478004209803,-0.040591422067322025,6.124287577111885,15.27058492324456,0.3758769904807799,4.110777513751917,0.25,0.0,0.0,0.13908312519420138,True,,0,0,03_Control/05_Results/controller_execution_audit/logs/s4_annular_four_panel_seed1.csv,nominal_glide,4.110777513751917,True,03_Control/05_Results/controller_execution_audit/logs/s4_annular_four_panel_seed1.csv,
