session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v030,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.935,1.3838315,1.279068538,2.127967104,1.491597979,5.508778131,1.413343838,0.1373311414,-0.2637954778,0.3608924057,0.1401571192,7.36820565,-3.125679216,-8.14990387,6.402290767,1.8152644,0.3992006359,9.030150443,3.581753832,0.9687049237,5.123222228,7.751081905,-2.627859677,-0.3127027038,1.453786728,-1.766489432,1.092397343,0.522893055,0.5695042878,0.7894005468,0.3778589048,0.411541642,4.689888952,14.82345545,-10.1335665,-2.773240509,4.591098847,-26.44553703,8.271452342,11.00727344,17.04289972,7.36820565,8.271452342,0.4323901664,0.3608924057,1.111089152
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.045,1.2076013,1.387590582,2.084074439,1.411710331,4.895004006,1.09341277,0.4479338612,-0.4276056061,0.3937362687,-0.2036381743,0.09692869873,-2.745882206,-9.923244125,5.418051213,2.587226419,0.3955774771,7.347084271,1.948921979,1.108419034,4.030460631,5.959493689,-1.929033058,0.5031519801,-0.1351524594,0.6383044394,1.016132854,0.3032912967,0.712841557,0.8414473003,0.2511518468,0.5902954535,3.966470148,19.64940555,-15.6829354,8.788561303,-5.222566183,-16.43266592,18.11397419,-11.02003944,-6.577724617,5.222566183,18.11397419,0.4965230757,0.8402463429,0.7080820321
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1641121,1.394619483,2.126780572,1.427160288,4.65463356,0.9267177498,0.5612351674,-0.06218974583,0.8321858314,0.08361907997,4.572824062,3.23690382,-6.301229658,4.755441619,2.181884446,0.3967789263,5.343477586,3.218639148,0.4953597282,3.360822136,3.948858103,-0.5880359664,0.05510387315,1.091858575,-1.036754702,1.030381361,0.9318005596,0.09858080182,0.8851221128,0.8004388577,0.08468325501,3.261726446,4.237879085,-0.9761526385,-3.730538994,29.50390158,-12.60762069,15.09878727,4.694637125,49.89950826,29.50390158,19.4769233,0.4498317096,1.006778524,1.005386613
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.975,1.4152049,1.306950205,2.0521784,1.542201394,5.32326416,1.036080208,-0.2296252739,0.06997115899,0.5596638308,-0.692128051,8.48653594,-2.941906113,-8.289208879,5.80665498,2.061556133,0.3943394041,8.80248392,2.771486682,1.193459452,4.499704775,7.495533715,-2.99582894,0.009377733282,0.7193082817,-0.7099305484,1.14786199,0.3487419417,0.7991200479,0.8110924359,0.2464250524,0.5646673834,3.920074727,21.49306642,-17.57299169,19.85069455,3.244881332,-18.8110398,12.11923607,15.82261269,8.318590274,8.509341424,12.11923607,0.4660856325,0.5596638308,1.03012382
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1173261,1.288357525,2.066394265,1.623385874,4.134006442,0.5412118429,0.009056688794,0.05948601021,0.3595514776,0.7119119024,7.130848916,1.45397786,-6.021560499,5.000592633,1.325872807,0.2575932588,5.220670858,3.352657662,0.4011192951,3.712235108,3.932313333,-0.2200782241,-0.7405214583,1.286263397,-2.026784856,1.365792615,1.222266579,0.1435260363,1.222376006,1.093921085,0.1284549213,2.718007893,3.217230512,-0.4992226196,-2.116584681,29.11806748,-11.22647014,1.162153134,27.00124216,53.02611646,29.11806748,8.147458164,1.021076642,0.6505678664,1.319880354
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.198366,1.276660263,2.087699064,1.545297502,4.457737904,0.8360213168,0.3851600686,-0.366741367,0.2159310334,-0.1148832059,3.458385675,2.035611738,-7.948568445,4.711944854,2.343937542,0.3816468848,5.696879004,2.846910151,0.6136715236,3.43528459,4.420218741,-0.9849341502,0.256238478,0.7592110871,-0.502972609,1.163650617,0.9316259787,0.2320246388,0.9710310685,0.7774135603,0.1936175081,2.952161533,4.744628039,-1.792466507,18.18094812,24.99006589,-15.2322279,15.83283222,-0.5407684805,38.00228515,24.99006589,17.19295418,0.8217069682,0.8194898495,0.8344538332
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1314294,1.273128585,2.171140642,1.506009287,4.113563993,1.50113705,0.1191593758,-0.3722286152,-0.159229315,0.06058786477,3.652232558,-4.76792187,-13.93093354,5.058544095,2.645493486,0.3966054267,5.962690289,3.089984377,0.4364540313,3.78541551,4.689561704,-0.904146194,0.4743528441,0.918843735,-0.4444908909,1.10940386,1.069555256,0.03984860464,0.9805329969,0.9453132964,0.03521970053,3.412116764,4.384590398,-0.9724736336,19.74459341,29.16122398,-9.84703177,9.859725686,-4.393112529,39.56918403,29.16122398,11.49583086,1.389601992,0.9497219142,1.098118306
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.015,1.3246278,1.253738193,2.075154204,1.441159927,5.321073598,0.5554144898,0.1904873515,0.06624401269,0.5295516748,-0.1258156288,5.619019523,-1.800889749,-3.120705675,5.720867606,1.789064812,0.3982820567,8.099509634,2.968331843,1.144205749,4.467129414,6.845771441,-2.378642028,-0.2860893922,0.8931776387,-1.179267031,1.042877871,0.2969541787,0.7459236919,0.7872987949,0.2241793345,0.5631194604,4.283463615,23.05329217,-18.76982855,-2.716802666,5.197130746,-22.06858339,11.96097725,11.49371068,13.15522601,5.634274503,11.96097725,0.1931943703,0.5295516748,0.5223844224
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.02,1.3082291,1.287685221,2.034484483,1.4753626,5.042382483,1.300097083,-0.02111999181,-0.05332241217,0.2273255069,-0.6081427387,6.186355342,-2.419402477,-11.00812027,5.512233346,2.36315632,0.3905208611,7.980303915,2.299279989,1.150316194,4.224548126,6.692618694,-2.468070569,0.3286718367,0.2647955053,0.06387633147,1.084841739,0.3250464065,0.7597953327,0.8292444643,0.248462908,0.5807815563,3.894160754,20.58973291,-16.69557216,23.01767743,0.1591454333,-16.19497967,14.02160856,-0.7884152406,0.4116864227,6.186355342,14.02160856,0.5129062057,0.4696045007,1.025248274
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.99,1.4271333,1.30731241,2.100966154,1.460645863,5.406999717,1.697787539,0.135347795,-0.3470822619,0.7534202666,-0.5249383496,3.091271156,-0.8682940886,-12.94806774,6.074630687,2.551300527,0.2928651492,8.523124827,2.134628062,1.513311832,4.767318278,7.215812417,-2.448494139,0.4503343723,0.03366190804,0.4166724643,1.167780714,-0.05266596888,1.220446683,0.8182702444,-0.03690332843,0.8551735728,4.082374559,-137.0109118,141.0932864,7.697197981,-9.991200684,-25.8257473,23.66788149,-7.434264279,-8.350204955,9.991200684,23.66788149,0.6102025707,0.7534202666,1.10581344
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.04,1.3841719,1.359953173,2.07279847,1.534701784,5.364743185,1.113925436,0.170793906,-0.08699219727,0.8776047804,-0.1124379549,8.283926738,2.378906773,-9.124403858,5.50190284,1.895976656,0.3955144062,7.928715778,3.293324705,1.513177653,4.141949668,6.568762605,-2.426812938,-0.1768218141,1.220526235,-1.397348049,1.139187378,0.02152413055,1.117663247,0.8230100451,0.01555018604,0.807459859,3.635880935,305.1813214,-301.5454405,8.196380486,13.17779203,-21.38439216,23.1359449,15.19368855,24.69398476,13.17779203,23.1359449,0.366784319,0.8776047804,0.9477251086
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.05,1.3425809,1.268522714,2.187810645,1.479499547,5.049429844,1.203979828,-0.08754164002,-0.01959700458,0.2897779191,-0.04241678729,7.157396871,-0.5313480451,-6.884475978,5.633064751,2.344006047,0.3818902666,7.912374446,3.54446294,1.173393151,4.364542037,6.643851732,-2.279309695,0.1561954012,1.356652295,-1.200456893,1.09760928,0.3061063956,0.7915028849,0.8175367909,0.2279984734,0.5895383175,3.976407739,21.70438719,-17.72797945,11.44534031,6.199783082,-15.98843802,14.28542635,6.13831419,18.01774184,7.157396871,14.28542635,0.3796245609,0.6312700011,0.9722367993
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1842838,1.25936336,2.072593734,1.555338119,4.315100838,1.067904664,0.03750621228,-0.01776646389,0.02134245989,-0.03834824596,5.81386681,1.241196474,-8.870856261,4.825925751,2.287086778,0.393901664,5.700223954,3.314383162,0.5090022787,3.566562391,4.440860593,-0.8742982023,0.2144930447,1.241789428,-1.027296384,1.161436455,1.04633584,0.1151006146,0.9807078803,0.8835178194,0.09719006089,3.070820083,4.24420193,-1.173381847,6.451703506,31.70716047,-3.317872061,5.958818962,5.027602319,51.60646059,31.70716047,12.19457839,1.08400627,0.8202375059,1.18466071
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.17,1.1842021,1.252419691,2.109737865,1.530171798,4.216231361,1.5091322,0.05248190121,-0.3053850999,-0.07499524376,-0.001059249374,7.402156807,-2.262816211,-12.78629195,4.869203102,2.438908918,0.3999439282,5.928027833,3.582622337,0.3754367298,3.61678341,4.675608142,-1.058824732,0.3291710532,1.472884472,-1.143713419,1.13022787,1.154735068,-0.02450719844,0.9544214369,0.9751165518,-0.02069511483,3.200047979,4.049074346,-0.8490263678,7.76154386,36.91250934,-8.255311928,1.535274704,8.211140289,56.72910219,36.91250934,10.54377251,1.38891968,0.9731924991,1.335712783
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.205,1.2373031,1.304444017,2.13733573,1.501151075,4.79443993,0.8441260157,0.2675209441,-0.3236803495,0.465010206,0.07563564255,8.365975498,0.8899902194,-6.273983037,5.071834195,1.847259734,0.3815279885,6.701664819,3.325131549,1.07613831,3.767390178,5.397220801,-1.629830623,-0.2900759956,1.187795819,-1.477871815,1.119623087,0.4250127656,0.6946103212,0.9048899067,0.3434993136,0.5613905931,3.36487361,12.69896163,-9.334088018,-15.73716694,21.59648346,-18.72207467,20.81123675,15.04123882,32.8366263,21.59648346,20.85492997,0.6018714288,0.9380386859,0.7696096279
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.13,1.2854652,1.373129639,2.103312007,1.499021489,5.052194512,0.5643653634,0.3500007973,-0.3284645366,0.5671139781,0.3676175736,5.019632702,1.668543174,-3.867901951,5.37394995,1.594768488,0.3584409429,7.115733776,3.023444197,1.274797923,4.00082031,5.742604137,-1.741783827,-0.5085435192,0.9201321905,-1.42867571,1.140580546,0.224223566,0.9163569799,0.8872901,0.1744298997,0.7128602002,3.507705199,25.61106417,-22.10335898,-10.41357157,11.77007315,-21.54148884,24.6335423,14.14062635,21.45190859,11.77007315,24.6335423,0.3284645366,0.8786485165,0.5775455301
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.025,1.4097533,1.262576888,2.101744452,1.54922542,5.128242234,1.510002251,-0.3219585011,-0.2401219687,0.122403288,-0.6260221186,6.17546427,-0.6859664778,-12.23473474,5.564411985,2.452181777,0.396287508,8.349506855,2.400518267,1.389661022,4.301835096,7.086929967,-2.785094871,0.350437325,0.2987738154,0.05166350958,1.152937912,0.1595643981,0.9933735136,0.8178295534,0.1131860433,0.70464351,3.731194068,44.41423056,-40.68303649,10.97371449,-4.66990961,-14.35111451,21.56047067,6.056547562,-1.613212705,6.17546427,21.56047067,0.5696057582,0.788387309,1.107069477
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.945,1.3424257,1.255354912,2.130947611,1.495987555,5.063036299,1.514917986,-0.4842948124,-0.5128443031,-0.2826827741,-1.060280017,12.55011719,-7.060706377,-12.44146926,5.867141606,2.190709517,0.3994262503,8.921749938,2.539647564,0.5237681097,4.611786694,7.666395025,-3.054608332,0.05976190611,0.4086999531,-0.348938047,1.096561305,0.9722194454,0.1243418594,0.8168506494,0.7242258886,0.09262476085,4.20568068,7.885457406,-3.679776726,14.27461247,0.09743775225,-5.463121899,5.612976045,22.62796743,-0.2414644753,12.55011719,7.095157741,0.7201400197,0.2826827741,1.396985245
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.085,1.3019618,1.349234301,2.152493626,1.482938947,5.245125777,0.9188227,0.3481220952,-0.1568811704,1.076387656,0.1821051863,6.734380609,1.426387549,-6.047013674,5.444872698,1.759362075,0.3963108137,7.382490881,3.379979925,1.409243072,4.095638396,6.03325658,-1.937618184,-0.3931315504,1.227486299,-1.62061785,1.086628133,0.07369587443,1.012932259,0.8346083065,0.05660371482,0.7780045917,3.769126044,81.86695154,-78.09782549,-3.32339136,13.21389857,-29.7467242,23.44854319,16.7614579,25.07600634,13.21389857,23.44854319,0.2722044786,1.076387656,0.7925444355
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.045,1.3192601,1.271698869,2.067751592,1.4480527,5.236821644,0.4605874789,0.1101981375,0.07728643466,0.8936472249,0.07974813369,6.444544422,-1.407322395,-3.305711144,5.676758251,1.624571022,0.3847944396,7.817235632,3.068568745,1.229023534,4.405059382,6.545536763,-2.140477381,-0.4431805705,1.000817152,-1.443997723,1.06325826,0.2190291659,0.8442290944,0.8059504416,0.1660242479,0.6399261938,4.142981575,29.8843158,-25.74133423,-16.69051275,8.885974553,-20.92887956,16.34748017,11.47694136,18.06991265,8.885974553,16.34748017,0.3272498652,0.8936472249,0.4680089899
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.055,1.3079716,1.272335363,2.091744522,1.505843328,5.095374017,1.102695346,-0.2767243658,0.3218951139,0.7168119927,-0.6954537913,10.35037455,-1.009965029,-8.578569553,5.687344844,2.201830495,0.3977608225,7.69236846,3.019847039,1.296265163,4.41500948,6.420033097,-2.005023617,0.1100859729,0.9281025169,-0.8180165441,1.108082506,0.2095781649,0.8985043407,0.8471762733,0.1602314338,0.6869448394,3.984368906,30.63312011,-26.6487512,13.50633116,6.564365812,-16.8268634,20.9069572,10.33766999,15.16388225,10.52661309,20.9069572,0.5096171594,0.8477263006,1.118727805
