sample_id,paired_sample_key,fan_branch,W_layer,test_environment_mode,entry_source,launch_gate_id,initial_state_vector,initial_state_admission_status,primitive_id,primitive_family,controller_mode,feedback_mode,latency_case,claim_status,evidence_role,governor_decision_status,primary_rejection_reason,all_rejection_reasons,outcome_class,accepted,failure_label,duration_s,dwell_time_s,energy_initial_m,energy_final_m,energy_residual_m,minimum_margin_m,minimum_speed_m_s,exit_speed_m_s,control_saturation,rollout_integrity_success,entry_check_status,exit_check_status,mission_feedback_path_status,x0_w_m,y0_w_m,z0_w_m,phi0_rad,theta0_rad,psi0_rad,speed0_m_s,wind_mode,updraft_model_id,updraft_model_source,wind_binding_status,x_terminal_w_m,y_terminal_w_m,z_terminal_w_m,phi_terminal_rad,theta_terminal_rad,psi_terminal_rad,u_terminal_m_s,v_terminal_m_s,w_terminal_m_s,p_terminal_rad_s,q_terminal_rad_s,r_terminal_rad_s,w_wing_mean_m_s,delta_w_lr_m_s,spanwise_gradient_m_s_m,spanwise_w_gradient_m_s_per_m,wind_descriptor_status,wind_descriptor_environment_mode,wind_descriptor_model_id,wind_descriptor_model_source,state_feedback_delay_s,command_onset_delay_s,command_transport_delay_s,actuator_tau_s,actuator_t50_s,actuator_t90_s,latency_jitter_s,timing_model_version,latency_pass_label,state_feedback_delay_applied,command_delay_applied,actuator_lag_applied
fg_20260522_four_fan_branch_W1_000000,fg_pair_20260522_four_fan_branch_000000,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.31585361167;2.04739631818;1.81625545318;-0.522945055962;-0.444388032053;-0.364270619147;6.96685824353;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000000__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,4.2901144636510455,4.2901144636510455,0.0,0.11585361166999997,6.96685824353,6.96685824353,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.31585361167,2.04739631818,1.81625545318,-0.522945055962,-0.444388032053,-0.364270619147,6.96685824353,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.31585361167,2.04739631818,1.81625545318,-0.522945055962,-0.444388032053,-0.364270619147,6.96685824353,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000005,fg_pair_20260522_four_fan_branch_000005,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.33908997236;2.08431584525;1.55534351818;0.445843253955;0.375697868342;0.0771585998679;5.75281472453;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000005__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.242136446557634,3.242136446557634,0.0,0.1390899723600001,5.75281472453,5.75281472453,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.33908997236,2.08431584525,1.55534351818,0.445843253955,0.375697868342,0.0771585998679,5.75281472453,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.33908997236,2.08431584525,1.55534351818,0.445843253955,0.375697868342,0.0771585998679,5.75281472453,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000006,fg_pair_20260522_four_fan_branch_000006,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.28216119817;1.91040021936;1.62001519688;-0.660207847934;-0.45053919311;0.0592956269839;6.49822101215;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000006__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.7722515028304473,3.7722515028304473,0.0,0.08216119817000012,6.49822101215,6.49822101215,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.28216119817,1.91040021936,1.62001519688,-0.660207847934,-0.45053919311,0.0592956269839,6.49822101215,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.28216119817,1.91040021936,1.62001519688,-0.660207847934,-0.45053919311,0.0592956269839,6.49822101215,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000008,fg_pair_20260522_four_fan_branch_000008,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.36891769497;1.8713156321;1.67014679551;-0.0596040766687;0.623052262652;-0.114335674689;5.27775603861;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000008__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.089856724311443,3.089856724311443,0.0,0.16891769496999998,5.27775603861,5.27775603861,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.36891769497,1.8713156321,1.67014679551,-0.0596040766687,0.623052262652,-0.114335674689,5.27775603861,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.36891769497,1.8713156321,1.67014679551,-0.0596040766687,0.623052262652,-0.114335674689,5.27775603861,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000009,fg_pair_20260522_four_fan_branch_000009,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.38634862389;2.06231186635;1.83290757651;0.118703104854;0.0150788826573;0.122497364565;5.22363997295;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000009__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.2236524576007786,3.2236524576007786,0.0,0.18634862389000006,5.22363997295,5.22363997295,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.38634862389,2.06231186635,1.83290757651,0.118703104854,0.0150788826573,0.122497364565,5.22363997295,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.38634862389,2.06231186635,1.83290757651,0.118703104854,0.0150788826573,0.122497364565,5.22363997295,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000010,fg_pair_20260522_four_fan_branch_000010,four_fan_branch,W3,W1_four_fan,local_robustness_shell,fixed_gate_main_v1,1.31957783136;2.47491650736;1.37352694119;0.288414469874;-0.658120011794;0.407316366318;5.16759580354;0;0;0;0;0;0;0;0,admitted_tolerance_shell,fg_20260522_four_fan_branch_W1_000010__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,2.7345894482625903,2.7345894482625903,0.0,0.11957783136,5.16759580354,5.16759580354,0.0,False,admitted_tolerance_shell,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.31957783136,2.47491650736,1.37352694119,0.288414469874,-0.658120011794,0.407316366318,5.16759580354,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.31957783136,2.47491650736,1.37352694119,0.288414469874,-0.658120011794,0.407316366318,5.16759580354,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000011,fg_pair_20260522_four_fan_branch_000011,four_fan_branch,W3,W1_four_fan,local_robustness_shell,fixed_gate_main_v1,1.39008476666;2.16194657737;1.62313510409;0.127932778861;-0.428754591436;0.0792710606709;7.49721328985;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000011__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,4.487977464615151,4.487977464615151,0.0,0.19008476666000007,7.49721328985,7.49721328985,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.39008476666,2.16194657737,1.62313510409,0.127932778861,-0.428754591436,0.0792710606709,7.49721328985,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.39008476666,2.16194657737,1.62313510409,0.127932778861,-0.428754591436,0.0792710606709,7.49721328985,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000000,fg_pair_20260522_four_fan_branch_000000,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.31585361167;2.04739631818;1.81625545318;-0.522945055962;-0.444388032053;-0.364270619147;6.96685824353;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000000__W1__glide,glide,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,4.2901144636510455,4.2901144636510455,0.0,0.11585361166999997,6.96685824353,6.96685824353,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.31585361167,2.04739631818,1.81625545318,-0.522945055962,-0.444388032053,-0.364270619147,6.96685824353,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.31585361167,2.04739631818,1.81625545318,-0.522945055962,-0.444388032053,-0.364270619147,6.96685824353,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000005,fg_pair_20260522_four_fan_branch_000005,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.33908997236;2.08431584525;1.55534351818;0.445843253955;0.375697868342;0.0771585998679;5.75281472453;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000005__W1__glide,glide,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.242136446557634,3.242136446557634,0.0,0.1390899723600001,5.75281472453,5.75281472453,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.33908997236,2.08431584525,1.55534351818,0.445843253955,0.375697868342,0.0771585998679,5.75281472453,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.33908997236,2.08431584525,1.55534351818,0.445843253955,0.375697868342,0.0771585998679,5.75281472453,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
fg_20260522_four_fan_branch_W1_000006,fg_pair_20260522_four_fan_branch_000006,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.28216119817;1.91040021936;1.62001519688;-0.660207847934;-0.45053919311;0.0592956269839;6.49822101215;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260522_four_fan_branch_W1_000006__W1__glide,glide,feedback_stabilised_primitive,unavailable,conservative,simulation_only,blocked_partial,blocked_before_governor,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,blocked_partial,False,blocked_domain_randomised_wind_binding_not_implemented,0.0,0.0,3.7722515028304473,3.7722515028304473,0.0,0.08216119817000012,6.49822101215,6.49822101215,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_domain_randomised_wind_binding_not_implemented,1.28216119817,1.91040021936,1.62001519688,-0.660207847934,-0.45053919311,0.0592956269839,6.49822101215,none,unavailable,blocked_domain_randomised_wind_binding_not_implemented,blocked_domain_randomised_wind_binding_not_implemented,1.28216119817,1.91040021936,1.62001519688,-0.660207847934,-0.45053919311,0.0592956269839,6.49822101215,0.0,0.0,0.0,0.0,0.0,,,,,blocked_domain_randomised_wind_binding_not_implemented,W1_four_fan,unavailable,blocked_domain_randomised_wind_binding_not_implemented,0.0249,0.073,0.0,0.112530213;0.112530213;0.112530213,0.151,0.151,0.0,measured_vicon_one_pole_command_response_v1,conservative_fail,False,False,False
