primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,transition_chain_compatible_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_transition_object_02266a2f32bc,energy_retaining_bank,dry_air,40,30,30,11,0,-0.0703064084650471,-0.02795878539375634,0.0
primvar_energy_retaining_bank_transition_object_02266a2f32bc,energy_retaining_bank,w3_randomised_four,200,132,132,55,0,-0.0704461108134077,-0.013810559073828438,0.0596
primvar_energy_retaining_bank_transition_object_02266a2f32bc,energy_retaining_bank,w3_randomised_single,80,54,54,22,0,-0.0703155348950197,-0.018088908068630574,0.0335
primvar_energy_retaining_bank_transition_object_025cfc5d3e14,energy_retaining_bank,dry_air,20,9,9,0,0,0.4309494524351001,-0.0873874339747354,0.0
primvar_energy_retaining_bank_transition_object_025cfc5d3e14,energy_retaining_bank,w3_randomised_four,100,28,28,0,0,0.4306570374124799,-0.07347311722442655,0.0746
primvar_energy_retaining_bank_transition_object_025cfc5d3e14,energy_retaining_bank,w3_randomised_single,40,13,13,0,0,0.4308175869213497,-0.08319251122367743,0.0435
primvar_energy_retaining_bank_transition_object_0460b0a55b65,energy_retaining_bank,dry_air,20,14,14,11,0,-0.0707141601300174,-0.03431715062937671,0.0
primvar_energy_retaining_bank_transition_object_0460b0a55b65,energy_retaining_bank,w3_randomised_four,100,66,66,55,0,-0.0704812180717242,-0.029285072993296826,0.042800000000000005
primvar_energy_retaining_bank_transition_object_0460b0a55b65,energy_retaining_bank,w3_randomised_single,40,28,28,22,0,-0.0707266138936564,-0.034009655625223394,0.0075000000000000015
primvar_energy_retaining_bank_transition_object_04d3e3e24aba,energy_retaining_bank,dry_air,20,14,14,11,0,-0.0703612858995486,-0.03419607118885033,0.0
primvar_energy_retaining_bank_transition_object_04d3e3e24aba,energy_retaining_bank,w3_randomised_four,100,65,65,55,0,-0.0705805083652117,-0.02999739250210738,0.0416
primvar_energy_retaining_bank_transition_object_04d3e3e24aba,energy_retaining_bank,w3_randomised_single,40,28,28,22,0,-0.0706648130982854,-0.033836450769998985,0.006
primvar_energy_retaining_bank_transition_object_09c6676be302,energy_retaining_bank,dry_air,20,20,20,0,0,0.0042965023720533,-0.003287751824831335,0.0
primvar_energy_retaining_bank_transition_object_09c6676be302,energy_retaining_bank,w3_randomised_four,100,100,100,0,0,0.0042965023720533,-0.0009948666033771719,0.0148
