candidate_id,surface_axis,metric,heldout_count,baseline_abs_error,candidate_abs_error,improved,promotion_gate_status
S1_surface_effectiveness_scales,aileron,peak_p_rad_s,1,0.1443847472,0.144409426,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,p_impulse_rad,1,0.00170766745,0.001293417974,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,phi_change_deg,1,4.416963341,4.39089991,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,yaw_coupling_psi_change_deg,1,1.631541869,1.648982301,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,response_dy_m,1,0.1011439901,0.1012847522,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,peak_p_rad_s,1,0.1759104044,0.1725972243,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,p_impulse_rad,1,0.001783268593,0.003296313756,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,phi_change_deg,1,5.760326737,5.839701919,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,yaw_coupling_psi_change_deg,1,0.006179094692,0.02644833243,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,response_dy_m,1,0.0354133819,0.03559005836,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,peak_p_rad_s,1,0.01858518648,0.01377857507,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,p_impulse_rad,1,0.1434258983,0.1455515036,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,phi_change_deg,1,6.200080358,6.307881915,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,yaw_coupling_psi_change_deg,1,11.27717359,11.3068831,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,response_dy_m,1,0.03947257877,0.0400979112,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,peak_p_rad_s,1,0.08832714061,0.08676661742,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,p_impulse_rad,1,0.007293388193,0.008224950703,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,phi_change_deg,1,5.046373018,5.006743935,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,yaw_coupling_psi_change_deg,1,17.23426699,17.3197131,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,response_dy_m,1,0.0796551964,0.07962925515,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,peak_p_rad_s,1,0.4193816807,0.4252181719,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,p_impulse_rad,1,0.272152849,0.2747135029,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,phi_change_deg,1,4.23076066,4.356253958,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,yaw_coupling_psi_change_deg,1,17.96266545,18.02769254,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,aileron,response_dy_m,1,0.2965560327,0.2965379486,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,peak_q_rad_s,1,0.2828345295,0.1703445094,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,q_impulse_rad,1,0.1845377653,0.116252289,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,theta_change_deg,1,3.279417693,3.641344309,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,response_altitude_loss_m,1,0.003824443738,0.03483042159,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,max_abs_alpha_deg,1,0.1315662799,1.337577085,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,peak_q_rad_s,1,0.0008152116698,0.003258092147,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,q_impulse_rad,1,0.004326833769,0.009178144185,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,theta_change_deg,1,1.784238803,2.837111453,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,response_altitude_loss_m,1,0.0009699383775,0.02835140577,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,max_abs_alpha_deg,1,2.178856469,0.004262520674,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,peak_q_rad_s,1,0.06885532689,0.2570942399,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,q_impulse_rad,1,0.1106103812,0.1849238476,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,theta_change_deg,1,1.317138461,6.46691349,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,response_altitude_loss_m,1,0.01835108492,0.0647672519,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,max_abs_alpha_deg,1,1.406334814,1.364571355,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,peak_q_rad_s,1,1.417061832,1.287882259,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,q_impulse_rad,1,0.5465422509,0.5159568929,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,theta_change_deg,1,11.80416254,16.16004918,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,response_altitude_loss_m,1,0.1209022014,0.131975125,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,max_abs_alpha_deg,1,9.673011629,4.110376462,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,peak_q_rad_s,1,0.9460889505,0.8845283684,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,q_impulse_rad,1,0.4484816802,0.4251812074,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,theta_change_deg,1,9.673718937,14.34913761,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,response_altitude_loss_m,1,0.1613671909,0.1451208626,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,elevator,max_abs_alpha_deg,1,6.052412769,0.8878682191,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,peak_r_rad_s,1,0.7660902831,0.8792684651,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,r_impulse_rad,1,0.1290660627,0.1962065413,False,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,psi_change_deg,1,5.398564354,0.01502002584,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,roll_coupling_phi_change_deg,1,5.52691775,4.992910145,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,response_dy_m,1,0.05414566732,0.00832528033,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,peak_r_rad_s,1,0.6076511443,0.2679924039,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,r_impulse_rad,1,0.2271164977,0.09657014388,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,psi_change_deg,1,7.977159692,3.064342482,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,roll_coupling_phi_change_deg,1,5.55237295,2.947608382,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,response_dy_m,1,0.3114216368,0.2450585794,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,peak_r_rad_s,1,0.4339820811,0.01171928268,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,r_impulse_rad,1,0.2274774232,0.04985144526,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,psi_change_deg,1,9.189744625,0.07256115143,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,roll_coupling_phi_change_deg,1,7.043840221,4.508973753,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,response_dy_m,1,0.3671429497,0.2607530811,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
S1_surface_effectiveness_scales,rudder,peak_r_rad_s,1,0.6432662256,0.2097226809,True,not_promoted_metric_only_no_closed_loop_or_neutral_replay_gate
