split,surface_axis,command_abs,metric,positive_count,negative_count,actual_positive_mean,actual_negative_mean,actual_antisymmetric_response,actual_symmetric_response,sim_positive_mean,sim_negative_mean,sim_antisymmetric_response,sim_symmetric_response,antisymmetric_residual_actual_minus_sim,symmetric_residual_actual_minus_sim
all,aileron,0.2,peak_p_rad_s,6,6,-0.5525316705,0.1664606626,,-0.1930355039,0.2249366171,0.7208308762,,0.4728837466,,-0.6659192506
all,aileron,0.2,p_impulse_rad,6,6,-0.1940761314,0.04801247783,,-0.07303182681,0.03966608026,0.3485676289,,0.1941168546,,-0.2671486814
all,aileron,0.2,phi_change_deg,6,6,-12.75827875,-2.800998089,,-7.779638421,-5.312744719,9.838214768,,2.262735024,,-10.04237345
all,aileron,0.2,yaw_coupling_psi_change_deg,6,6,6.479228445,7.228541738,,6.853885091,9.350093157,4.180352197,,6.765222677,,0.08866241459
all,aileron,0.2,response_dy_m,6,6,0.0457172194,0.04249963508,,0.04410842724,-0.04398250576,-0.1290243327,,-0.08650341921,,0.1306118465
all,aileron,0.4,peak_p_rad_s,6,6,-0.811139094,0.3386551455,,-0.2362419743,-0.3366657685,0.9480599106,,0.305697071,,-0.5419390453
all,aileron,0.4,p_impulse_rad,6,6,-0.3413325856,0.0996814531,,-0.1208255662,-0.1993233454,0.4445051456,,0.1225909001,,-0.2434164664
all,aileron,0.4,phi_change_deg,6,6,-23.26140998,2.29813363,,-10.48163817,-16.66017777,16.56213765,,-0.04902006153,,-10.43261811
all,aileron,0.4,yaw_coupling_psi_change_deg,6,6,11.3538464,7.864812595,,9.6093295,12.55410101,-0.6133435457,,5.970378731,,3.638950768
all,aileron,0.4,response_dy_m,6,6,0.004969497154,-0.04230829708,,-0.01866939996,-0.08373336214,-0.09094646967,,-0.0873399159,,0.06867051594
all,aileron,0.6,peak_p_rad_s,6,6,-1.096909849,-0.02890336803,,-0.5629066085,-1.000065601,1.247056419,,0.1234954092,,-0.6864020177
all,aileron,0.6,p_impulse_rad,6,6,-0.5033671413,0.02183034246,,-0.2407683994,-0.4509352352,0.5601992701,,0.05463201748,,-0.2954004169
all,aileron,0.6,phi_change_deg,6,6,-29.84549753,4.689486303,,-12.57800562,-31.15761561,23.74216404,,-3.707725781,,-8.870279835
all,aileron,0.6,yaw_coupling_psi_change_deg,6,6,10.60085115,7.543734087,,9.072292617,14.39369255,-2.501803382,,5.945944583,,3.126348034
all,aileron,0.6,response_dy_m,6,6,-0.1923396395,-0.2362928852,,-0.2143162623,0.2552322642,0.05480942045,,0.1550208423,,-0.3693371047
all,aileron,0.8,peak_p_rad_s,6,5,-1.618643071,0.269701181,,-0.6744709449,-0.7045601128,1.16977829,,0.2326090883,,-0.9070800332
all,aileron,0.8,p_impulse_rad,6,5,-0.5853678247,0.1379210711,,-0.2237233768,-0.3476138473,0.5491840708,,0.1007851118,,-0.3245084886
all,aileron,0.8,phi_change_deg,6,5,-31.9386878,10.98839427,,-10.47514676,-27.0554752,27.56648992,,0.2555073619,,-10.73065412
all,aileron,0.8,yaw_coupling_psi_change_deg,6,5,18.22064447,11.87082994,,15.04573721,20.28545229,-7.950208749,,6.167621771,,8.878115437
all,aileron,0.8,response_dy_m,6,5,-0.06038045636,-0.37589776,,-0.2181391082,-0.04084780575,0.06299888118,,0.01107553772,,-0.2292146459
all,aileron,1,peak_p_rad_s,6,6,-1.50546774,0.9347139306,,-0.2853769045,-0.9490930929,1.372278673,,0.2115927899,,-0.4969696944
all,aileron,1,p_impulse_rad,6,6,-0.5357296364,0.3153702525,,-0.110179692,-0.4506626836,0.5617766179,,0.05555696715,,-0.1657366591
all,aileron,1,phi_change_deg,6,6,-33.21388573,14.65647799,,-9.27870387,-32.52833747,18.77479215,,-6.876772662,,-2.401931208
all,aileron,1,yaw_coupling_psi_change_deg,6,6,9.67242609,6.716775458,,8.194600774,21.3015515,-17.7970052,,1.752273153,,6.442327621
all,aileron,1,response_dy_m,6,6,0.1257352775,-0.07430642728,,0.02571442512,0.007128948599,-0.1862643891,,-0.08956772027,,0.1152821454
all,elevator,0.2,peak_q_rad_s,6,6,-1.824749811,-1.764036528,,-1.794393169,-0.6186691563,-1.51750267,,-1.068085913,,-0.7263072563
all,elevator,0.2,q_impulse_rad,6,6,-0.6109646951,-0.7408746342,,-0.6759196646,-0.3323005186,-0.6974639374,,-0.514882228,,-0.1610374366
all,elevator,0.2,theta_change_deg,6,6,-11.52280536,-17.65108042,,-14.58694289,-4.878426813,-21.28010262,,-13.07926472,,-1.507678172
all,elevator,0.2,response_altitude_loss_m,6,6,0.5079557168,0.4902301958,,0.4990929563,0.6739731958,0.710514988,,0.6922440919,,-0.1931511356
all,elevator,0.2,max_abs_alpha_deg,6,6,21.67234684,15.55456907,,18.61345796,22.13169634,16.21179619,,19.17174627,,-0.5582883082
all,elevator,0.4,peak_q_rad_s,6,5,-1.67183957,-1.919457088,,-1.795648329,-0.513429067,-1.291412868,,-0.9024209676,,-0.8932273612
all,elevator,0.4,q_impulse_rad,6,5,-0.5666194573,-0.7690554784,,-0.6678374679,-0.2677602579,-0.5733602012,,-0.4205602296,,-0.2472772383
all,elevator,0.4,theta_change_deg,6,5,-7.151594036,-22.0857654,,-14.61867972,4.288994701,-19.14849858,,-7.429751937,,-7.188927782
all,elevator,0.4,response_altitude_loss_m,6,5,0.4186929512,0.6330030449,,0.5258479981,0.5130555419,0.7590478667,,0.6360517043,,-0.1102037063
all,elevator,0.4,max_abs_alpha_deg,6,5,23.89130974,16.46379583,,20.17755279,29.64877595,17.01344053,,23.33110824,,-3.153555454
all,elevator,0.6,peak_q_rad_s,5,6,-1.406210267,-2.443261351,,-1.924735809,-0.6252148585,-2.099101925,,-1.362158392,,-0.5625774169
all,elevator,0.6,q_impulse_rad,5,6,-0.4263318459,-1.008522628,,-0.7174272371,-0.2852388656,-0.7957342744,,-0.54048657,,-0.1769406671
all,elevator,0.6,theta_change_deg,5,6,0.312244873,-29.17424565,,-14.43100039,11.46467372,-15.20974747,,-1.872536873,,-12.55846352
all,elevator,0.6,response_altitude_loss_m,5,6,0.3863192666,0.7276457101,,0.5569824884,0.5016120936,0.6648242193,,0.5832181565,,-0.02623566811
all,elevator,0.6,max_abs_alpha_deg,5,6,29.19048575,15.00159799,,22.09604187,36.48381243,19.3049141,,27.89436326,,-5.798321393
all,elevator,0.8,peak_q_rad_s,5,6,-1.421633568,-2.993028582,,-2.207331075,-0.191132582,-1.506720492,,-0.8489265371,,-1.358404538
all,elevator,0.8,q_impulse_rad,5,6,-0.4890267662,-1.233466594,,-0.8612466801,-0.002201154281,-0.6121189976,,-0.3071600759,,-0.5540866041
all,elevator,0.8,theta_change_deg,5,6,1.995259226,-41.33725583,,-19.6709983,17.18705796,-18.40856055,,-0.6107512986,,-19.060247
all,elevator,0.8,response_altitude_loss_m,5,6,0.4921894885,0.6492211764,,0.5707053324,0.6237669026,0.5466801812,,0.5852235419,,-0.01451820949
all,elevator,0.8,max_abs_alpha_deg,5,6,37.26913428,15.32153893,,26.29533661,42.07554633,16.58083561,,29.32819097,,-3.032854365
all,elevator,1,peak_q_rad_s,6,6,-1.331861344,-3.037272946,,-2.184567145,-0.2046671663,-2.139454586,,-1.172060876,,-1.012506269
all,elevator,1,q_impulse_rad,6,6,-0.3882009641,-1.1351103,,-0.7616556321,-0.02706970184,-0.7985596132,,-0.4128146575,,-0.3488409745
all,elevator,1,theta_change_deg,6,6,3.339841448,-44.21663158,,-20.43839507,18.83068328,-33.18435963,,-7.176838175,,-13.26155689
all,elevator,1,response_altitude_loss_m,6,6,0.4740161066,0.8881346597,,0.6810753831,0.5805665364,0.843312496,,0.7119395162,,-0.03086413309
all,elevator,1,max_abs_alpha_deg,6,6,41.14189809,15.5244327,,28.3331654,51.34470817,16.90849624,,34.12660221,,-5.793436809
all,rudder,0.2,peak_r_rad_s,6,5,0.3606797643,0.2103742887,,0.2855270265,0.3999577011,-0.08353262354,,0.1582125388,,0.1273144877
all,rudder,0.2,r_impulse_rad,6,5,0.1751674843,0.1584350773,,0.1668012808,0.1805965327,-0.01966581765,,0.08046535752,,0.08633592325
all,rudder,0.2,psi_change_deg,6,5,11.97824894,9.537324585,,10.75778676,14.42684111,0.5310151111,,7.478928112,,3.278858651
all,rudder,0.2,roll_coupling_phi_change_deg,6,5,-9.959654836,-22.50267672,,-16.23116578,-0.2654773554,-1.939766663,,-1.102622009,,-15.12854377
all,rudder,0.2,response_dy_m,6,5,-0.0717327363,-0.1428720417,,-0.107302389,0.0227818022,-0.04410148926,,-0.01065984353,,-0.09664254547
all,rudder,0.4,peak_r_rad_s,5,6,0.6100461587,0.038436329,,0.3242412438,0.6556914502,-0.5784275341,,0.03863195805,,0.2856092858
all,rudder,0.4,r_impulse_rad,5,6,0.2281589816,0.08327352125,,0.1557162515,0.2682617753,-0.1798599036,,0.04420093584,,0.1115153156
all,rudder,0.4,psi_change_deg,5,6,11.28054947,1.568026114,,6.424287793,19.67595469,-5.204309462,,7.235822616,,-0.8115348232
all,rudder,0.4,roll_coupling_phi_change_deg,5,6,-13.66430531,-22.18733999,,-17.92582265,3.659021423,-4.596986333,,-0.4689824546,,-17.45684019
all,rudder,0.4,response_dy_m,5,6,-0.09139553602,-0.1371837583,,-0.1142896472,0.10486952,0.04241694087,,0.07364323042,,-0.1879328776
all,rudder,0.6,peak_r_rad_s,6,6,0.6815665441,0.03670404456,,0.3591352943,0.9007326678,-1.053311579,,-0.0762894558,,0.4354247501
all,rudder,0.6,r_impulse_rad,6,6,0.2726438186,0.04407200842,,0.1583579135,0.3315863275,-0.3625412507,,-0.01547746156,,0.1738353751
all,rudder,0.6,psi_change_deg,6,6,12.59642646,-1.406664966,,5.594880747,23.0632946,-13.71915525,,4.672069673,,0.922811074
all,rudder,0.6,roll_coupling_phi_change_deg,6,6,-12.95861834,-19.01470838,,-15.98666336,8.558910928,-4.432949635,,2.062980646,,-18.04964401
all,rudder,0.6,response_dy_m,6,6,-0.1000359209,-0.1651395339,,-0.1325877274,0.1240893874,0.0512487587,,0.08766907303,,-0.2202568005
all,rudder,0.8,peak_r_rad_s,6,6,0.8845091582,-0.5101143405,,0.1871974089,1.162925547,-1.255975729,,-0.04652509104,,0.2337224999
all,rudder,0.8,r_impulse_rad,6,6,0.3645976536,-0.01392129796,,0.1753381778,0.4030592159,-0.3975558959,,0.002751660018,,0.1725865178
all,rudder,0.8,psi_change_deg,6,6,17.5449958,-3.680902166,,6.932046819,25.50747319,-18.05198488,,3.727744158,,3.204302661
all,rudder,0.8,roll_coupling_phi_change_deg,6,6,-10.84728573,-18.96503134,,-14.90615854,3.300833808,-8.447577524,,-2.573371858,,-12.33278668
all,rudder,0.8,response_dy_m,6,6,-0.1988098122,-0.05844554722,,-0.1286276797,0.2154800646,-0.09616057893,,0.05965974284,,-0.1882874226
all,rudder,1,peak_r_rad_s,6,6,0.9812264367,-0.2157159974,,0.3827552196,1.407316388,-1.61835281,,-0.105518211,,0.4882734306
all,rudder,1,r_impulse_rad,6,6,0.4080800738,0.03657685711,,0.2223284655,0.4847823147,-0.472784549,,0.005998882836,,0.2163295826
all,rudder,1,psi_change_deg,6,6,17.89795214,-4.459383386,,6.719284376,29.48837946,-23.62227561,,2.933051924,,3.786232452
all,rudder,1,roll_coupling_phi_change_deg,6,6,-7.394385162,-23.35894789,,-15.37666652,6.573970939,-7.475029403,,-0.450529232,,-14.92613729
all,rudder,1,response_dy_m,6,6,-0.09573969746,-0.08461328007,,-0.09017648877,0.1162403098,-0.1429421532,,-0.0133509217,,-0.07682556707
train,aileron,0.2,peak_p_rad_s,5,5,-0.7270586246,0.08030064195,,-0.3233789913,0.133767157,0.7311626338,,0.4324648954,,-0.7558438867
train,aileron,0.2,p_impulse_rad,5,5,-0.2238579658,0.02698290749,,-0.09843752915,0.02139206289,0.3530915304,,0.1872417966,,-0.2856793258
train,aileron,0.2,phi_change_deg,5,5,-11.42016496,-3.690877723,,-7.555521342,-6.478915742,9.249571419,,1.385327839,,-8.940849181
train,aileron,0.2,yaw_coupling_psi_change_deg,5,5,5.999204862,7.886972557,,6.94308871,8.54303066,3.980549998,,6.261790329,,0.6812983803
train,aileron,0.2,response_dy_m,5,5,0.07191724039,0.04084477152,,0.05638100596,-0.06784680796,-0.1566507719,,-0.1122487899,,0.1686297959
train,aileron,0.4,peak_p_rad_s,5,5,-0.8196995066,0.1779070608,,-0.3208962229,-0.2561310513,0.9737574054,,0.358813177,,-0.6797094
train,aileron,0.4,p_impulse_rad,5,5,-0.3565916231,0.03095544655,,-0.1628180883,-0.1728942752,0.4573168299,,0.1422112774,,-0.3050293656
train,aileron,0.4,phi_change_deg,5,5,-24.83571943,0.6703686411,,-12.08267539,-14.66035246,17.73693109,,1.538289313,,-13.62096471
train,aileron,0.4,yaw_coupling_psi_change_deg,5,5,11.15998987,10.04598117,,10.60298552,13.32528386,0.5947106346,,6.959997249,,3.642988268
train,aileron,0.4,response_dy_m,5,5,-0.01654734892,-0.07574125024,,-0.04614429958,-0.05600270399,-0.08128433402,,-0.068643519,,0.02249921942
train,aileron,0.6,peak_p_rad_s,5,5,-1.021395257,-0.1995412697,,-0.6104682633,-0.9346328201,1.309593888,,0.1874805339,,-0.7979487972
train,aileron,0.6,p_impulse_rad,5,5,-0.4965398098,-0.008959701821,,-0.2527497558,-0.4132190924,0.6001150821,,0.09344799483,,-0.3461977506
train,aileron,0.6,phi_change_deg,5,5,-29.57135468,4.206137196,,-12.68260874,-28.9417105,26.79350421,,-1.074103146,,-11.60850559
train,aileron,0.6,yaw_coupling_psi_change_deg,5,5,10.61243572,5.228799288,,7.920617502,15.41931302,-2.059508612,,6.679902205,,1.240715297
train,aileron,0.6,response_dy_m,5,5,-0.2110078196,-0.2206946772,,-0.2158512484,0.2918690973,0.1102077537,,0.2010384255,,-0.4168896739
train,aileron,0.8,peak_p_rad_s,5,4,-1.690052328,0.4247984261,,-0.6326269509,-0.9184000149,1.187499336,,0.1345496607,,-0.7671766115
train,aileron,0.8,p_impulse_rad,5,4,-0.6034575119,0.1901985806,,-0.2066294656,-0.4235921165,0.5688314142,,0.07261964886,,-0.2792491145
train,aileron,0.8,phi_change_deg,5,4,-31.71772664,14.8116277,,-8.453049467,-31.43173075,31.09010974,,-0.170810508,,-8.282238959
train,aileron,0.8,yaw_coupling_psi_change_deg,5,4,19.87419101,13.78416503,,16.82917802,19.30129218,-6.188335102,,6.556478541,,10.27269948
train,aileron,0.8,response_dy_m,5,4,-0.09801002548,-0.4589349915,,-0.2784725085,-0.03941338822,0.09380503244,,0.02719582211,,-0.3056683306
train,aileron,1,peak_p_rad_s,5,5,-1.520223617,1.026511888,,-0.2468558644,-0.7671288046,1.469282142,,0.3510766688,,-0.5979325332
train,aileron,1,p_impulse_rad,5,5,-0.5280363964,0.3611777047,,-0.08342934586,-0.3769225757,0.5970376808,,0.1100575526,,-0.1934868984
train,aileron,1,phi_change_deg,5,5,-32.72151862,14.60584372,,-9.057837446,-28.18110129,21.57327587,,-3.303912709,,-5.753924737
train,aileron,1,yaw_coupling_psi_change_deg,5,5,11.24522856,6.632669166,,8.938948863,23.86559392,-16.93338657,,3.466103675,,5.472845188
train,aileron,1,response_dy_m,5,5,0.1070351999,-0.01269064888,,0.0471722755,0.008563601749,-0.2218066196,,-0.1066215089,,0.1537937844
train,elevator,0.2,peak_q_rad_s,5,5,-1.808069199,-1.710247987,,-1.759158593,-0.4240239526,-1.364525085,,-0.8942745189,,-0.8648840744
train,elevator,0.2,q_impulse_rad,5,5,-0.5736248502,-0.7195007869,,-0.6465628186,-0.2635961304,-0.6179611366,,-0.4407786335,,-0.2057841851
train,elevator,0.2,theta_change_deg,5,5,-8.406008772,-17.51602742,,-12.9610181,-1.967202143,-22.09353461,,-12.03036837,,-0.9306497236
train,elevator,0.2,response_altitude_loss_m,5,5,0.4919706973,0.5102945341,,0.5011326157,0.6759430377,0.7578578729,,0.7169004553,,-0.2157678396
train,elevator,0.2,max_abs_alpha_deg,5,5,21.16815985,15.36001982,,18.26408984,20.99725266,15.37393926,,18.18559596,,0.07849387372
train,elevator,0.4,peak_q_rad_s,5,4,-1.618835346,-1.91094981,,-1.764892578,-0.7642978845,-1.795746068,,-1.280021976,,-0.484870602
train,elevator,0.4,q_impulse_rad,5,4,-0.5607980889,-0.7938268507,,-0.6773124698,-0.3685770851,-0.7550568817,,-0.5618169834,,-0.1154954864
