candidate_id,surface_axis,primary_metric,raw_gain,bounded_gain,train_pair_count,train_command_count,train_baseline_abs_error,train_candidate_abs_error,heldout_baseline_abs_error,heldout_candidate_abs_error,heldout_improved,promotion_gate_status,claim_boundary
P0_pairwise_response_gain_fit_basis,aileron,peak_p_rad_s,0.827668875,0.8621351,24,5,0.2183894361,0.2385947863,0.1693178319,0.1940918426,False,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
P0_pairwise_response_gain_fit_basis,elevator,peak_q_rad_s,0.7131464768,0.7705171814,17,4,0.3316924021,0.1770996424,0.5431311701,0.5272772656,True,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
P0_pairwise_response_gain_fit_basis,rudder,peak_r_rad_s,0.4136209828,0.5308967863,19,4,0.5603327095,0.1664717218,0.6249096051,0.2934595116,True,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
