candidate_id,split,dataset_root,session_label,trial_id,throw_id,case_id,surface_axis,command_axis,command_value,command_abs,launch_confidence_score,launch_confidence_label,launch_confidence_weight,launch_lateral_contamination_score,launch_confidence_reasons,replay_status,replay_policy,replay_dt_s,replay_command_source,replay_command_onset_delay_s,duration_s,response_window_start_s,response_window_end_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg,actual_peak_p_rad_s,sim_peak_p_rad_s,peak_p_rad_s_residual_actual_minus_sim,actual_p_impulse_rad,sim_p_impulse_rad,p_impulse_rad_residual_actual_minus_sim,actual_phi_change_deg,sim_phi_change_deg,phi_change_deg_residual_actual_minus_sim,actual_peak_q_rad_s,sim_peak_q_rad_s,peak_q_rad_s_residual_actual_minus_sim,actual_q_impulse_rad,sim_q_impulse_rad,q_impulse_rad_residual_actual_minus_sim,actual_theta_change_deg,sim_theta_change_deg,theta_change_deg_residual_actual_minus_sim,actual_peak_r_rad_s,sim_peak_r_rad_s,peak_r_rad_s_residual_actual_minus_sim,actual_r_impulse_rad,sim_r_impulse_rad,r_impulse_rad_residual_actual_minus_sim,actual_psi_change_deg,sim_psi_change_deg,psi_change_deg_residual_actual_minus_sim,actual_roll_coupling_phi_change_deg,sim_roll_coupling_phi_change_deg,roll_coupling_phi_change_deg_residual_actual_minus_sim,actual_yaw_coupling_psi_change_deg,sim_yaw_coupling_psi_change_deg,yaw_coupling_psi_change_deg_residual_actual_minus_sim,actual_response_dy_m,sim_response_dy_m,response_dy_m_residual_actual_minus_sim,actual_response_dx_m,sim_response_dx_m,response_dx_m_residual_actual_minus_sim,actual_response_altitude_loss_m,sim_response_altitude_loss_m,response_altitude_loss_m_residual_actual_minus_sim,actual_max_abs_alpha_deg,sim_max_abs_alpha_deg,max_abs_alpha_deg_residual_actual_minus_sim,actual_alpha_gt_20_s,sim_alpha_gt_20_s,alpha_gt_20_s_residual_actual_minus_sim,actual_alpha_gt_30_s,sim_alpha_gt_30_s,alpha_gt_30_s_residual_actual_minus_sim,actual_speed_mean_m_s,sim_speed_mean_m_s,speed_mean_m_s_residual_actual_minus_sim,actual_response_delay_p_s,sim_response_delay_p_s,response_delay_p_s_residual_actual_minus_sim,actual_response_delay_q_s,sim_response_delay_q_s,response_delay_q_s_residual_actual_minus_sim,actual_response_delay_r_s,sim_response_delay_r_s,response_delay_r_s_residual_actual_minus_sim
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v001,v001,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.6638325957,medium,0.6638325957,0.5226377179,yaw_angle;lateral_velocity;yaw_rate,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1805865,0.15,0.8,5.119483619,5.380377967,-0.2608943483,0.04148237801,-0.9050490823,0.9465314603,1.055881517,1.103220907,-0.04733938979,14.34414252,17.39645681,-3.052314289,-18.14097583,0.4449189294,-18.58589476,6.857352348,-11.50979385,18.3671462,0.8712495178,0.8553103597,0.01593915806,0.1662802605,0.4077204723,-0.2414402118,-1.327373814,8.566590395,-9.893964209,-1.932298993,0.8150449158,-2.747343909,-0.6585049223,0.06260750973,-0.721112432,-8.197605435,-1.039182282,-7.158423153,0.8261284969,0.4583555631,0.3677729338,0.3857017767,0.2451640898,0.1405376869,14.34335089,2.618350071,11.72500082,-1.327373814,8.566590395,-9.893964209,14.34335089,2.618350071,11.72500082,0.05053462449,-0.5933682185,0.643902843,2.825976755,2.999934127,-0.173957372,0.2650810367,0.5461467628,-0.2810657261,14.85130368,12.48911088,2.362192803,0,0,0,0,0,0,4.499475867,4.785377677,-0.2859018106,0.3357865,0.11,0.2257865,0.1728003,0.515,-0.3421997,0.03098600001,0.025,0.005986000007
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v002,v002,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7690980719,high,0.7690980719,0.4183593239,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1324288,0.15,0.8,4.228170939,4.344736344,-0.1165654046,0.268271525,-0.2309088447,0.4991803697,1.190540867,1.182258634,0.008282232347,4.302649615,11.4767461,-7.174096488,-32.98707998,-24.42185263,-8.565227357,-1.119298293,-9.594279164,8.474980872,-0.3077086157,0.6011643602,-0.9088729759,-0.1012568934,0.273327833,-0.3745847264,-11.00227968,5.408028214,-16.4103079,-2.190275301,-1.78277145,-0.4075038508,-0.7902088624,-0.5536246426,-0.2365842198,-19.98583639,-13.74726714,-6.23856925,0.3167300439,0.1771828119,0.139547232,0.1170410695,0.00297262249,0.114068447,4.807377,2.794746901,2.012630099,-11.00227968,5.408028214,-16.4103079,4.807377,2.794746901,2.012630099,0.1335708778,-0.1556615219,0.2892323997,2.461462044,2.465219218,-0.003757174333,0.3510882128,0.4932452692,-0.1421570564,21.35463821,24.75876519,-3.404126982,0.2867603,0.495,-0.2082397,0,0,0,3.769230707,3.907577765,-0.1383470579,0.0530663,0.115,-0.0619337,0.1368553,0.18,-0.0431447,0.0589733,0.025,0.0339733
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v003,v003,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7811144104,high,0.7811144104,0.4058190465,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1918325,0.15,0.8,5.259403741,6.070507869,-0.8111041283,0.0325674262,0.4222020494,-0.3896346232,1.03133535,1.517045728,-0.4857103782,-3.34648832,29.18593748,-32.5324258,-15.87836835,-17.26893946,1.390571106,2.418934426,8.898219998,-6.479285573,-0.4464088685,0.711706134,-1.158115002,0.0182650812,0.3554775439,-0.3372124627,-5.373600522,12.81130517,-18.18490569,-1.713556095,-0.03744025641,-1.676115838,-0.6309144354,-0.01981255635,-0.6111018791,-4.677412585,-8.931080543,4.253667958,0.45533228,-0.1538611743,0.6091934542,0.1990113245,-0.04200118875,0.2410125133,4.814071709,7.653767023,-2.839695314,-5.373600522,12.81130517,-18.18490569,4.814071709,7.653767023,-2.839695314,0.02986723899,0.1105730924,-0.08070585344,2.902246541,3.293408722,-0.3911621809,0.2923496577,0.7068948571,-0.4145451994,16.16579694,5.959285618,10.20651132,0,0,0,0,0,0,4.568159077,5.194198596,-0.6260395191,0.0796827,0.09,-0.0103173,0.1365025,,,0.0615833,0.26,-0.1984167
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v001,v001,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.7261873038,medium,0.7261873038,0.4618421832,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9968523,0.15,0.8,4.160578517,4.084677911,0.07590060551,-0.00244910173,-0.1687864961,0.1663373944,1.042408462,1.019835384,0.02257307816,8.751309995,19.16066977,-10.40935977,-16.02314772,-9.039606252,-6.983541473,3.163834787,-14.32823993,17.49207472,0.43886916,0.8283557613,-0.3894866013,0.007267436789,0.3769184666,-0.3696510298,-0.3140992383,12.11469565,-12.42879489,-1.642343484,-1.471341544,-0.1710019403,-0.7415128661,-0.5058963234,-0.2356165427,-18.20711217,-7.900113317,-10.30699885,0.4884659599,-0.5109449217,0.9994108816,0.23853649,-0.1233751334,0.3619116234,8.501232254,-1.007626518,9.508858771,-0.3140992383,12.11469565,-12.42879489,8.501232254,-1.007626518,9.508858771,0.003301288397,-0.1327544947,0.1360557831,2.668915267,2.634255416,0.03465985126,0.570861636,0.5898606776,-0.01899904166,16.17449717,22.01202678,-5.837529613,0,0.345,-0.345,0,0,0,4.236678314,4.176761251,0.05991706357,0.3651173,0.075,0.2901173,0.0805549,0.18,-0.0994451,0.0333277,0.26,-0.2266723
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v002,v002,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.6683979185,medium,0.6683979185,0.5182480721,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0873698,0.15,0.8,4.050271516,4.157589323,-0.1073178075,-0.1414855504,-0.03090252066,-0.1105830298,1.055084093,1.048350488,0.006733604741,-0.001674194625,25.38584981,-25.38752401,-28.30748111,-15.04808135,-13.25939976,1.526829348,-16.09113044,17.61795978,0.3326241654,0.7878669325,-0.455242767,0.05490974305,0.3608239762,-0.3059142331,-11.76393976,10.64669716,-22.41063692,-2.129614498,-1.789330703,-0.3402837954,-0.7325220676,-0.5643983565,-0.1681237111,-21.45878547,-11.10402322,-10.35476225,0.4246081232,-0.3216903887,0.7462985119,0.1928671594,-0.03732222774,0.2301893871,7.388432007,0.8461374129,6.542294594,-11.76393976,10.64669716,-22.41063692,7.388432007,0.8461374129,6.542294594,-0.1069462226,-0.01772902856,-0.08921719403,2.37771907,2.475697755,-0.09797868467,0.3594836405,0.4756349633,-0.1161513228,21.21750538,24.47014108,-3.252635695,0.2276341,0.495,-0.2673659,0,0,0,3.782846073,3.910104564,-0.1272584912,0.2381419,0.09,0.1481419,0.1683684,0.175,-0.006631600004,0.01884619999,0.33,-0.3111538
C0_frozen_neutral,heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v003,v003,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.8847052423,high,0.8847052423,0.285774677,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1391425,0.15,0.8,4.497289291,4.481536545,0.0157527468,0.1400564542,-0.3213542427,0.4614106968,1.001685963,1.016857061,-0.01517109748,5.914491386,11.17553895,-5.261047566,-27.44600016,-19.88922437,-7.556775785,-4.560875405,-21.13533723,16.57446182,1.142395569,0.8195724366,0.3228231322,0.4433114858,0.3804467245,0.06286476138,10.43695858,10.68817045,-0.2512118724,-2.252290895,-2.379713561,0.1274226656,-0.8401077057,-1.044995076,0.2048873703,-21.71688409,-19.29686395,-2.420020136,-0.3605608735,-0.5075514277,0.1469905541,-0.08451515158,-0.1735320833,0.08901693168,-3.041030272,-6.653614447,3.612584174,10.43695858,10.68817045,-0.2512118724,-3.041030272,-6.653614447,3.612584174,0.1248564687,-0.1392571479,0.2641136166,2.543497833,2.54477211,-0.001274277491,0.2092048128,0.3370223481,-0.1278175353,17.83620197,22.77219766,-4.93599569,0,0.545,-0.545,0,0,0,4.005227201,3.991293425,0.01393377537,0.1631963,0.07,0.09319630001,0.1151875,0.055,0.0601875,0.1919769,0.2,-0.008023099997
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v001,v001,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.6639862319,medium,0.6639862319,0.522490105,roll_angle;lateral_velocity;roll_rate,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2865927,0.15,0.8,5.039359697,5.781608864,-0.7422491667,-1.500249787,0.1694216786,-1.669671465,1.112441542,1.115349503,-0.002907960934,37.6215253,69.67924283,-32.05771753,5.838311867,-12.56727418,18.40558604,49.8180304,0.6657863463,49.15224405,-0.4036215891,1.537182012,-1.940803601,-0.09016316278,0.7184351777,-0.8085983404,9.5740765,31.55364268,-21.97956618,-0.9848045076,-0.2023004587,-0.7825040488,-0.4361899472,-0.1006428961,-0.335547051,-5.126124543,-10.54402792,5.417903372,1.533207974,0.1866762791,1.346531695,0.5208413001,0.03641159192,0.4844297082,15.16501823,3.94771864,11.21729959,9.5740765,31.55364268,-21.97956618,15.16501823,3.94771864,11.21729959,-0.475486165,-0.005614173443,-0.4698719915,2.721355662,2.982767918,-0.2614122565,0.1389811827,0.2881918762,-0.1492106935,37.6464996,8.625366097,29.0211335,0.2530147,0,0.2530147,0.0984759,0,0.0984759,4.414918265,4.633015732,-0.2180974663,0.06819280001,0.12,-0.05180719999,0.06819280001,0.045,0.02319280001,0.1089188,0.02,0.0889188
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v002,v002,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8209164879,high,0.8209164879,0.3627063961,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1010575,0.15,0.8,4.584125453,5.273615857,-0.6894904038,-0.5034914328,0.610704166,-1.114195599,1.082590123,1.595928527,-0.513338404,18.30259397,68.6876797,-50.38508573,-15.4404878,-22.15772737,6.717239575,18.33689124,10.24918318,8.087708055,-1.061314857,1.611050528,-2.672365385,-0.256692052,0.7576166592,-1.014308711,2.497153175,38.3600745,-35.86292132,-1.63798018,-0.09367243883,-1.544307741,-0.6351338992,-0.02680361689,-0.6083302823,-9.262865488,-10.4081072,1.145241714,1.084224893,-0.3489908924,1.433215786,0.3308547623,-0.1190908133,0.4499455755,6.438259697,4.846289004,1.591970693,2.497153175,38.3600745,-35.86292132,6.438259697,4.846289004,1.591970693,-0.2294083216,0.2967651995,-0.5261735211,2.704795786,3.102902254,-0.3981064689,0.3808124724,0.8143731196,-0.4335606472,21.00595519,6.939880446,14.06607475,0.0777021,0,0.0777021,0,0,0,4.324225029,4.97242521,-0.6482001815,0.0574709,0.12,-0.0625291,0.1414209,0.225,-0.0835791,0.1472629,0.165,-0.0177371
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v003,v003,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8252401568,high,0.8252401568,0.3578461829,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2173598,0.15,0.8,4.552001397,4.420269166,0.1317322307,0.2053389009,-0.3219797879,0.5273186888,1.141215729,1.194953758,-0.05373802925,-4.119511607,19.7360205,-23.85553211,-33.3258598,-26.73942046,-6.586439339,-4.74175526,-42.68393523,37.94217997,-0.6536854357,0.9203329077,-1.574018343,0.008911699055,0.3971385664,-0.3882268674,5.416174596,14.13535639,-8.719181796,-2.149447567,-2.531476203,0.3820286367,-0.8425711209,-1.023248964,0.1806778429,-21.52418959,-15.67504299,-5.849146603,0.4412980763,-0.93710769,1.378405766,0.09478497653,-0.2800441783,0.3748291549,-4.903591781,-10.5455327,5.641940922,5.416174596,14.13535639,-8.719181796,-4.903591781,-10.5455327,5.641940922,0.1596426744,-0.05968169296,0.2193243673,2.422642009,2.414475239,0.008166769857,0.172995305,0.3285186325,-0.1555233275,19.53873452,26.02274359,-6.484009068,0,0.56,-0.56,0,0,0,3.863106306,3.794185281,0.06892102477,0.4672918,0.095,0.3722918,0.1185842,0.07,0.04858419999,0.3661764,0.205,0.1611764
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v001,v001,C1_aileron_neg0p8,aileron,delta_a,-0.8,0.8,0.7945694996,high,0.7945694996,0.3915395433,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9739627,0.15,0.8,3.910378445,3.903584921,0.006793524273,-0.6306045267,-0.04806490419,-0.5825396225,0.9308053213,0.9664522141,-0.03564689278,25.16584145,19.25585262,5.909988834,-8.838839296,-0.422938052,-8.415901244,19.47724081,-26.46076331,45.93800412,-0.7220559025,0.8549576321,-1.577013535,-0.0008105507782,0.302646571,-0.3034571218,4.531503098,9.412230527,-4.880727429,-1.40945254,-1.726381908,0.3169293683,-0.5772487087,-0.8294922435,0.2522435348,-10.43901821,-5.357234581,-5.08178363,0.8295332036,-1.05690453,1.886437733,0.3883945099,-0.2620946356,0.6504891455,16.25151031,-12.15417907,28.40568938,4.531503098,9.412230527,-4.880727429,16.25151031,-12.15417907,28.40568938,-0.4085304426,0.005486355733,-0.4140167984,2.613536447,2.594300669,0.01923577784,0.5114827035,0.5893976514,-0.07791494781,28.42113659,21.76009262,6.661043975,0.2274237,0.54,-0.3125763,0,0,0,4.158805439,4.109571293,0.04923414645,0.0409232,0.125,-0.0840768,0.1131036,0.05,0.06310360001,0.0709044,0.26,-0.1890956
