t_read_host_s,line_text
0.1720294,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,2628880977"
0.9367082,"RX_EVENT,0,0,2629637350,32768,32768,32768,32768"
0.9367082,"OK_EVENT,SET_NEUTRAL"
0.9367082,"COMMIT_EVENT,0,0,2629637350,2629647650,560827,1500,1500,1500,1500,1500,1500,1500,1500"
6.2852814,"RX_EVENT,0,0,2634982617,32768,32768,32768,32768"
6.2852814,"COMMIT_EVENT,0,0,2634982617,2634987650,561094,1500,1500,1500,1500,1500,1500,1500,1500"
6.3066717,"RX_EVENT,1,0,2635001300,32768,32768,32768,32768"
6.3291087,"COMMIT_EVENT,1,0,2635001300,2635007650,561095,1500,1500,1500,1500,1500,1500,1500,1500"
6.3291087,"RX_EVENT,2,0,2635022661,32768,32768,32768,32768"
6.3291087,"COMMIT_EVENT,2,0,2635022661,2635027650,561096,1500,1500,1500,1500,1500,1500,1500,1500"
6.3491466,"RX_EVENT,3,0,2635045169,32768,32768,32768,32768"
6.3491466,"COMMIT_EVENT,3,0,2635045169,2635047650,561097,1500,1500,1500,1500,1500,1500,1500,1500"
6.3705246,"RX_EVENT,4,0,2635065182,32768,32768,32768,32768"
6.3705246,"COMMIT_EVENT,4,0,2635065182,2635067650,561098,1500,1500,1500,1500,1500,1500,1500,1500"
6.402332,"RX_EVENT,5,0,2635088100,32768,32768,32768,32768"
6.402332,"COMMIT_EVENT,5,0,2635088100,2635107650,561100,1500,1500,1500,1500,1500,1500,1500,1500"
6.423298,"RX_EVENT,6,0,2635118510,32768,32768,32768,32768"
6.423298,"COMMIT_EVENT,6,0,2635118510,2635127650,561101,1500,1500,1500,1500,1500,1500,1500,1500"
6.4491005,"RX_EVENT,7,0,2635140459,32768,32768,32768,32768"
6.4491005,"COMMIT_EVENT,7,0,2635140459,2635147650,561102,1500,1500,1500,1500,1500,1500,1500,1500"
6.4659775,"RX_EVENT,8,0,2635165243,32768,32768,32768,32768"
6.4659775,"COMMIT_EVENT,8,0,2635165243,2635167650,561103,1500,1500,1500,1500,1500,1500,1500,1500"
6.4859352,"RX_EVENT,9,0,2635181938,32768,32768,32768,32768"
6.4859352,"COMMIT_EVENT,9,0,2635181938,2635187650,561104,1500,1500,1500,1500,1500,1500,1500,1500"
6.4984308,"RX_EVENT,10,0,2635201887,32768,32768,32768,32768"
6.5103245,"COMMIT_EVENT,10,0,2635201887,2635207650,561105,1500,1500,1500,1500,1500,1500,1500,1500"
6.5103245,"RX_EVENT,11,0,2635214407,32768,32768,32768,32768"
6.5393649,"RX_EVENT,12,0,2635226305,32768,32768,32768,32768"
6.5393649,"COMMIT_EVENT,12,0,2635226305,2635227650,561106,1500,1500,1500,1500,1500,1500,1500,1500"
6.5531468,"RX_EVENT,13,0,2635238657,32768,32768,32768,32768"
6.5531468,"COMMIT_EVENT,13,0,2635238657,2635247650,561107,1500,1500,1500,1500,1500,1500,1500,1500"
6.5672566,"RX_EVENT,14,0,2635255634,32768,32768,32768,32768"
6.5672566,"COMMIT_EVENT,14,0,2635255634,2635267650,561108,1500,1500,1500,1500,1500,1500,1500,1500"
6.5822631,"RX_EVENT,15,0,2635283236,32768,32768,32768,32768"
6.5942897,"COMMIT_EVENT,15,0,2635283236,2635287650,561109,1500,1500,1500,1500,1500,1500,1500,1500"
6.5942897,"RX_EVENT,16,0,2635298314,32768,32768,32768,32768"
6.6096121,"COMMIT_EVENT,16,0,2635298314,2635307650,561110,1500,1500,1500,1500,1500,1500,1500,1500"
6.6236687,"RX_EVENT,17,0,2635325567,32768,32768,32768,32768"
6.6236687,"COMMIT_EVENT,17,0,2635325567,2635327650,561111,1500,1500,1500,1500,1500,1500,1500,1500"
6.6351788,"RX_EVENT,18,0,2635339578,32768,32768,32768,32768"
6.6574023,"COMMIT_EVENT,18,0,2635339578,2635347650,561112,1500,1500,1500,1500,1500,1500,1500,1500"
6.6574023,"RX_EVENT,19,0,2635361092,32768,32768,32768,32768"
6.6712677,"COMMIT_EVENT,19,0,2635361092,2635367650,561113,1500,1500,1500,1500,1500,1500,1500,1500"
6.6820757,"RX_EVENT,20,0,2635387178,32768,32768,32768,32768"
6.6820757,"COMMIT_EVENT,20,0,2635387178,2635387650,561114,1500,1500,1500,1500,1500,1500,1500,1500"
6.6938505,"RX_EVENT,21,0,2635397994,32768,32768,32768,32768"
6.7140687,"COMMIT_EVENT,21,0,2635397994,2635407650,561115,1500,1500,1500,1500,1500,1500,1500,1500"
6.7140687,"RX_EVENT,22,0,2635419616,32768,32768,32768,32768"
6.7232029,"COMMIT_EVENT,22,0,2635419616,2635427650,561116,1500,1500,1500,1500,1500,1500,1500,1500"
6.7431965,"RX_EVENT,23,0,2635439260,32768,32768,32768,32768"
6.7431965,"COMMIT_EVENT,23,0,2635439260,2635447650,561117,1500,1500,1500,1500,1500,1500,1500,1500"
6.754385,"RX_EVENT,24,0,2635459180,32768,32768,32768,32768"
6.7786785,"COMMIT_EVENT,24,0,2635459180,2635467650,561118,1500,1500,1500,1500,1500,1500,1500,1500"
6.7786785,"RX_EVENT,25,0,2635481927,32768,32768,32768,32768"
6.7925383,"COMMIT_EVENT,25,0,2635481927,2635487650,561119,1500,1500,1500,1500,1500,1500,1500,1500"
6.7925383,"RX_EVENT,26,0,2635494623,32768,32768,32768,32768"
6.8041292,"COMMIT_EVENT,26,0,2635494623,2635507650,561120,1500,1500,1500,1500,1500,1500,1500,1500"
6.8183655,"RX_EVENT,27,0,2635520117,32768,32768,32768,32768"
6.8183655,"COMMIT_EVENT,27,0,2635520117,2635527650,561121,1500,1500,1500,1500,1500,1500,1500,1500"
6.8398821,"RX_EVENT,28,0,2635534394,32768,32768,32768,32768"
6.8515924,"COMMIT_EVENT,28,0,2635534394,2635547650,561122,1500,1500,1500,1500,1500,1500,1500,1500"
6.8515924,"RX_EVENT,29,0,2635555804,32768,32768,32768,32768"
6.8807867,"COMMIT_EVENT,29,0,2635555804,2635567650,561123,1500,1500,1500,1500,1500,1500,1500,1500"
6.8807867,"RX_EVENT,30,0,2635577512,32768,32768,32768,32768"
6.8807867,"COMMIT_EVENT,30,0,2635577512,2635587650,561124,1500,1500,1500,1500,1500,1500,1500,1500"
6.8959729,"RX_EVENT,31,0,2635597466,32768,32768,32768,32768"
6.91345,"COMMIT_EVENT,31,0,2635597466,2635607650,561125,1500,1500,1500,1500,1500,1500,1500,1500"
6.9360792,"RX_EVENT,32,0,2635629759,32768,32768,32768,32768"
6.9535999,"COMMIT_EVENT,32,0,2635629759,2635647650,561127,1500,1500,1500,1500,1500,1500,1500,1500"
6.9535999,"RX_EVENT,33,0,2635652108,32768,32768,32768,32768"
6.9848846,"COMMIT_EVENT,33,0,2635652108,2635667650,561128,1500,1500,1500,1500,1500,1500,1500,1500"
6.9848846,"RX_EVENT,34,0,2635669694,32768,32768,32768,32768"
