layout_branch_id,test_environment_mode,family,target_heading_deg,direction_sign,start_class,failure_label,trial_count
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,favourable,success,26
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,favourable,target_miss,100
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,favourable,true_safety_violation,242
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,lift_sector,success,42
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,lift_sector,target_miss,72
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,lift_sector,true_safety_violation,401
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,mid_arena,success,16
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,mid_arena,target_miss,29
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,mid_arena,true_safety_violation,249
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,random_stress,success,21
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,random_stress,target_miss,37
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,-1,random_stress,true_safety_violation,236
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,favourable,success,2
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,favourable,target_miss,137
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,favourable,true_safety_violation,229
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,lift_sector,success,24
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,lift_sector,target_miss,86
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,lift_sector,true_safety_violation,405
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,mid_arena,success,10
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,mid_arena,target_miss,37
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,mid_arena,true_safety_violation,247
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,random_stress,success,29
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,random_stress,target_miss,51
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1,random_stress,true_safety_violation,214
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,favourable,target_miss,143
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,favourable,true_safety_violation,225
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,lift_sector,target_miss,114
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,lift_sector,true_safety_violation,401
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,mid_arena,target_miss,44
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,mid_arena,true_safety_violation,250
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,random_stress,target_miss,67
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,-1,random_stress,true_safety_violation,227
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,favourable,target_miss,135
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,favourable,true_safety_violation,233
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,lift_sector,target_miss,117
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,lift_sector,true_safety_violation,398
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,mid_arena,target_miss,49
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,mid_arena,true_safety_violation,245
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,random_stress,target_miss,62
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1,random_stress,true_safety_violation,232
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,favourable,target_miss,129
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,favourable,true_safety_violation,239
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,lift_sector,target_miss,105
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,lift_sector,true_safety_violation,410
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,mid_arena,target_miss,46
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,mid_arena,true_safety_violation,248
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,random_stress,target_miss,65
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,-1,random_stress,true_safety_violation,229
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,1,favourable,target_miss,133
four_fan_branch,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,1,favourable,true_safety_violation,235
