surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count,direction_groups,sweep_phases
1,Aileron_L,-1,20.3711816349668,0.119234375345941,20.2868701996092,20.4554930703245,2,negative_first|positive_first,outbound
1,Aileron_L,-0.8,18.6720704812971,0.740502909490919,18.1911522037205,19.7846744215558,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.6,16.4630620755622,1.48464327024671,15.3807549773243,18.6147893099485,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.4,14.3066468406075,1.26317465930758,13.3401674620748,16.1941998563847,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.2,9.40147579593204,1.38078910598606,7.37876037218667,10.4924027150898,4,negative_first|positive_first,outbound|return
1,Aileron_L,0,0,0.397365915393653,-0.844626582257793,0.424822493974105,8,negative_first|positive_first,outbound|return
1,Aileron_L,0.2,-4.05962252928096,0.954256081199673,-5.46051779337116,-3.41907120980037,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.4,-9.92695834208624,0.841592209556579,-10.573633150396,-8.57482556684934,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.6,-14.4178486733618,2.70321836879227,-16.587072986229,-11.326258896784,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.8,-22.3474350654838,0.522235849990559,-23.3720133610756,-22.29732520435,4,negative_first|positive_first,outbound|return
1,Aileron_L,1,-27.7193837497611,0.239045883725501,-27.8884147151581,-27.5503527843641,2,negative_first|positive_first,outbound
2,Aileron_R,-1,-27.0638780474378,0.337545250748658,-27.3025585831995,-26.8251975116761,2,negative_first|positive_first,outbound
2,Aileron_R,-0.8,-24.3336169469203,3.52970201833028,-27.3441883378776,-20.3703328694808,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.6,-14.5912556546305,2.03499293617482,-16.5523359350795,-12.8077944991599,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.4,-9.35760037450204,1.052532717396,-10.2501305157903,-8.34366400720121,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.2,-4.76008922274997,4.42411717366927,-10.0005557560526,-1.20605563542848,3,negative_first|positive_first,outbound|return
2,Aileron_R,0,0,0.745842399966947,-0.413432391424703,1.80404035134505,8,negative_first|positive_first,outbound|return
2,Aileron_R,0.2,3.36103282335712,4.4808577876939,2.48656430243108,10.6478349523114,3,negative_first|positive_first,outbound|return
2,Aileron_R,0.4,8.65090526410304,1.05403353545124,7.11900052329041,9.13911037199613,3,negative_first|positive_first,outbound|return
2,Aileron_R,0.6,7.73941878130322,0.781406682658457,6.48292571070977,7.91597537955709,3,negative_first|positive_first,outbound|return
2,Aileron_R,0.8,7.55939691942914,4.82189203281129,7.39121136808076,17.1454564496287,4,negative_first|positive_first,outbound|return
2,Aileron_R,1,13.1898661769902,8.06361396768188,7.48803005957178,18.8917022944086,2,negative_first|positive_first,outbound
3,Rudder,-1,-0.619461816526329,0.831980806446748,-1.20776108658188,-0.0311625464707812,2,negative_first|positive_first,outbound
3,Rudder,-0.8,0.252334690514892,1.73698208655396,-0.486425669875559,3.30460820784239,4,negative_first|positive_first,outbound|return
3,Rudder,-0.6,0.108153833764788,1.82886449958126,-2.54980094796047,1.8756967220743,4,negative_first|positive_first,outbound|return
3,Rudder,-0.4,1.29802097130761,1.19860072911266,0.332108867629268,2.71511530813291,3,negative_first|positive_first,outbound|return
3,Rudder,-0.2,-1.10243761571836,1.91381256845259,-2.50078797267623,1.48256371127387,4,negative_first|positive_first,outbound|return
3,Rudder,0,0,1.23774323632843,-0.571452008842305,2.50063735320332,5,negative_first|positive_first,outbound|return
3,Rudder,0.2,9.90466082097205,1.9391358981679,6.76767455275381,11.2951438683867,4,negative_first|positive_first,outbound|return
3,Rudder,0.4,27.563284665529,0,27.563284665529,27.563284665529,1,negative_first,outbound
3,Rudder,0.6,37.4347059807535,10.9094341383643,29.7205711226081,45.148840838899,2,negative_first,outbound|return
3,Rudder,0.8,28.7042681855152,0.589059524737918,28.4369841898492,29.5643026039762,3,negative_first|positive_first,outbound|return
3,Rudder,1,29.138599842001,1.96640175103325,27.7481438293083,30.5290558546937,2,negative_first|positive_first,outbound
4,Elevator,-1,-0.524350455159899,0.039621279580749,-0.552366930630734,-0.496333979689063,2,negative_first|positive_first,outbound
4,Elevator,-0.8,-0.616915524618929,0.110104469967124,-0.702642803569789,-0.487571641456141,4,negative_first|positive_first,outbound|return
4,Elevator,-0.6,-0.784902720948698,0.0617957168275713,-0.823282881509782,-0.686941489954136,4,negative_first|positive_first,outbound|return
4,Elevator,-0.4,-0.480678037780643,0.125316633860343,-0.580863219540075,-0.314230280784541,4,negative_first|positive_first,outbound|return
4,Elevator,-0.2,-0.0854890245518728,0.0755672970309764,-0.123091626239723,0.0455226512305365,4,negative_first|positive_first,outbound|return
4,Elevator,0,0,0.0630178714802236,-0.0970231033304556,0.080543971018928,8,negative_first|positive_first,outbound|return
4,Elevator,0.2,0.184864417449091,0.0765541198906776,0.0520950677349419,0.221573685832412,4,negative_first|positive_first,outbound|return
4,Elevator,0.4,0.208754037175299,0.096937500822458,0.0998859429278034,0.306239084834236,4,negative_first|positive_first,outbound|return
4,Elevator,0.6,0.64572967645603,0.217617863173385,0.444394646587149,0.874224438036029,4,negative_first|positive_first,outbound|return
4,Elevator,0.8,1.00059067247917,0.149123252094929,0.812822749881293,1.11065018317454,4,negative_first|positive_first,outbound|return
4,Elevator,1,0.81206385031657,0.0200292298097703,0.797901046096138,0.826226654537003,2,negative_first|positive_first,outbound
