compact_library_id,library_size_case_id,library_size_human_label,selection_policy,default_max_representatives_per_group,effective_max_representatives_for_entry_class,launch_gate_representative_override,primitive_variant_id,transition_object_id,primitive_id,entry_role,transition_entry_class,controller_id,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s,reference_state_vector,reference_command_vector,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,Q_weight_json,R_weight_json,K_gain_checksum,augmented_A_checksum,augmented_B_checksum,augmented_gain_checksum,source_w01_root,source_w2_root,source_w3_root,cluster_id,representative_rank,representative_score,representative_score_energy_term_source,selection_algorithm,medoid_selection_reason,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,selection_rank_order,robustness_profile_version,robustness_coverage_labels_json,robustness_coverage_rates_json,robustness_terminal_rates_json,robustness_hard_failure_rates_json,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen,robustness_evidence_blocks_seen,robustness_uncertainty_tiers_seen,robustness_active_fan_policies_seen,robustness_fan_position_policies_seen,robustness_speed_bins_seen,continuation_valid_count,continuation_valid_rate,transition_chain_compatible_count,transition_chain_compatible_rate,transition_success_probability,transition_exit_classes_seen,transition_pairs_seen,episode_terminal_useful_count,episode_terminal_useful_rate,hard_failure_count,hard_failure_rate,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_positive_specific_energy_gain_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,w3_environment_modes_seen,w3_variant_status,claim_status,mutation_status
v53lib_light_cluster_b64522961651,light_cluster,light clustering and merging,coverage_medoid_greedy_marginal_top_6_non_launch_top_8_launch_gate,6,6,8,primvar_energy_retaining_bank_transition_object_48f030d39cc0,primvar_energy_retaining_bank_transition_object_48f030d39cc0__entry_boundary_near,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_c9dd8b4e31a7,speed_bin_6p5_m_s,6.500000000000001,"[0.0,0.0,0.0,0.20333333333333334,-0.19941502201548017,0.0,6.483137424384833,0.0,0.4678986391739134,0.0,0.0,0.0,0.0,0.024886490239119263,0.0]","[0.0,0.024886490239119263,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":1.2231824390300863,""q_rates"":0.9419384064266905,""q_surfaces"":0.038224451219690196,""q_velocity"":2.7189501825604907,""reference_bank_bias_rad"":0.043333333333333335,""reference_pitch_bias_rad"":0.015,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":4.531583637600818,""r_elevator"":4.709692032133453,""r_rudder"":0.8373967018318397}",9d7c7df28c15b9d6116e8cd83d11aebfd57c9b848f432f57b248a055e2648973,695ff9be395b797e42e386e72f320dc65e90609caa35f0f00e2f55a1f03d7ea4,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,c148754580b9757a36163d91cf770f143c748fdca3383af68a09283b107dd423,03_Control/05_Results/R5_dense/E03,,03_Control/05_Results/R7_survival/E03,light_cluster_energy_retaining_bank_boundary_near_r000,0,1.2727712500000001,updraft_gain_proxy_mean_m_not_net_energy_residual,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0.4124331644422475,0.0,0.4124331644422475,0.3118916746526807,0.08783383542118811,6.833750840183528,0.0,0,coverage_behavior_qr_medoid_profile_v1,"[""r7_block:r7_anchor_dry_air"",""r7_block:r7_anchor_four_fan_fixed"",""r7_block:r7_anchor_single_fan_fixed"",""r7_block:r7_random_active_fan_count"",""r7_block:r7_random_arena_wide"",""r7_block:r7_random_four_fan_parameter"",""r7_block:r7_random_local_fan_position"",""r7_block:r7_random_single_fan_local"",""tier:active_fan_count_uncertainty"",""tier:anchor_dry_air"",""tier:anchor_fixed_four_fan"",""tier:anchor_fixed_single_fan"",""tier:arena_wide_full_randomisation"",""tier:four_fan_parameter_uncertainty"",""tier:local_fan_position_uncertainty"",""tier:single_fan_local_uncertainty"",""fan_policy:balanced_0_1_2_3_4_for_active_fan_number_variation"",""fan_policy:balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation"",""fan_policy:fixed_four_active_fans"",""fan_policy:fixed_one_active_fan"",""fan_policy:fixed_zero_active_fans"",""fan_position_policy:common_shift"",""fan_position_policy:fixed_base_positions"",""fan_position_policy:independent_uniform_xy_bounds"",""fan_position_policy:no_fan_positions"",""env:dry_air"",""env:w3_randomised_four"",""env:w3_randomised_single"",""start:inflight_boundary_near"",""start:inflight_lift_region"",""start:inflight_nominal"",""start:inflight_recovery_edge"",""start:launch_gate"",""active_fan_count:0"",""active_fan_count:1"",""active_fan_count:2"",""active_fan_count:3"",""active_fan_count:4"",""speed_bin:speed_bin_2p5_m_s"",""speed_bin:speed_bin_3p0_m_s"",""speed_bin:speed_bin_3p5_m_s"",""speed_bin:speed_bin_4p0_m_s"",""speed_bin:speed_bin_4p5_m_s"",""speed_bin:speed_bin_5p0_m_s"",""speed_bin:speed_bin_5p5_m_s"",""speed_bin:speed_bin_6p0_m_s"",""speed_bin:speed_bin_6p5_m_s"",""speed_bin:speed_bin_7p0_m_s"",""speed_bin:speed_bin_7p5_m_s"",""speed_bin:speed_bin_8p0_m_s"",""transition:boundary_near->boundary_near"",""transition:boundary_near->inflight_stable"",""transition:boundary_near->recoverable_degraded"",""transition:boundary_near->safe_terminal"",""transition:inflight_stable->boundary_near"",""transition:inflight_stable->inflight_stable"",""transition:inflight_stable->recoverable_degraded"",""transition:launch_gate->boundary_near"",""transition:launch_gate->inflight_stable"",""transition:launch_gate->post_launch_degraded"",""transition:recoverable_degraded->boundary_near"",""transition:recoverable_degraded->inflight_stable"",""transition:recoverable_degraded->recoverable_degraded"",""exit:boundary_near"",""exit:inflight_stable"",""exit:post_launch_degraded"",""exit:recoverable_degraded"",""exit:safe_terminal""]","[0.7,0.65,0.7,0.7,0.7,0.65,0.65,0.7,0.7,0.7,0.65,0.7,0.7,0.65,0.65,0.7,0.7,0.7,0.65,0.7,0.7,0.675,0.675,0.7,0.7,0.7,0.67,0.7,0.68125,0.0,0.0,0.0,0.0,0.6428571428571429,0.7083333333333334,0.75,0.75,0.6617647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]","[0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.5357142857142857,0.5416666666666666,0.5,0.75,0.5441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p5_m_s,72,0.45,109,0.68125,0.68125,boundary_near;inflight_stable;recoverable_degraded;safe_terminal,boundary_near->boundary_near;boundary_near->inflight_stable;boundary_near->recoverable_degraded;boundary_near->safe_terminal,88,0.55,0,0.0,-0.0311550975147491,0.0,0.004914744100292333,0.029875,-0.0705127421368745,0.5081609094679175,0.7971669948028199,0.21125,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,route_usable,simulation_only_post_w3_library_size_case_representative,references_existing_frozen_transition_object_no_Q_R_K_reference_horizon_ID_mutation
v53lib_light_cluster_13f2c527ffd8,light_cluster,light clustering and merging,coverage_medoid_greedy_marginal_top_6_non_launch_top_8_launch_gate,6,6,8,primvar_energy_retaining_bank_transition_object_ab2192c2a8f0,primvar_energy_retaining_bank_transition_object_ab2192c2a8f0__entry_boundary_near,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_b6567ecf061d,speed_bin_8p0_m_s,8.0,"[0.0,0.0,0.0,0.10500000000000001,-0.3033408980994321,0.0,7.992668879610448,0.0,0.34240937619561007,0.0,0.0,0.0,0.0,0.013371042392738909,0.0]","[0.0,0.013371042392738909,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":6.72,""q_rates"":2.52,""q_surfaces"":0.18,""q_velocity"":0.78,""reference_bank_bias_rad"":-0.055,""reference_pitch_bias_rad"":0.0,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.4,""r_elevator"":1.26,""r_rudder"":1.68}",f9788fd0db39c5b411bf4624f54cdc430d1ef296e33bfca1c4849767adc56260,2e621dee0207f2908cd96a0151636b06c85f24188fda0122f38c6d5bfa2713e1,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,469f36ce4292d065dfef8d002d08512ae601274e06ccc5df8ba6ee57c4aac1a6,03_Control/05_Results/R5_dense/E03,,03_Control/05_Results/R7_survival/E03,light_cluster_energy_retaining_bank_boundary_near_r001,1,1.2633737500000002,updraft_gain_proxy_mean_m_not_net_energy_residual,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,0.009926470588235295,0.0,0.40787434091283575,0.30261150984196594,0.03983278110064755,22.71237544525311,0.06912307104200166,1,coverage_behavior_qr_medoid_profile_v1,"[""r7_block:r7_anchor_dry_air"",""r7_block:r7_anchor_four_fan_fixed"",""r7_block:r7_anchor_single_fan_fixed"",""r7_block:r7_random_active_fan_count"",""r7_block:r7_random_arena_wide"",""r7_block:r7_random_four_fan_parameter"",""r7_block:r7_random_local_fan_position"",""r7_block:r7_random_single_fan_local"",""tier:active_fan_count_uncertainty"",""tier:anchor_dry_air"",""tier:anchor_fixed_four_fan"",""tier:anchor_fixed_single_fan"",""tier:arena_wide_full_randomisation"",""tier:four_fan_parameter_uncertainty"",""tier:local_fan_position_uncertainty"",""tier:single_fan_local_uncertainty"",""fan_policy:balanced_0_1_2_3_4_for_active_fan_number_variation"",""fan_policy:balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation"",""fan_policy:fixed_four_active_fans"",""fan_policy:fixed_one_active_fan"",""fan_policy:fixed_zero_active_fans"",""fan_position_policy:common_shift"",""fan_position_policy:fixed_base_positions"",""fan_position_policy:independent_uniform_xy_bounds"",""fan_position_policy:no_fan_positions"",""env:dry_air"",""env:w3_randomised_four"",""env:w3_randomised_single"",""start:inflight_boundary_near"",""start:inflight_lift_region"",""start:inflight_nominal"",""start:inflight_recovery_edge"",""start:launch_gate"",""active_fan_count:0"",""active_fan_count:1"",""active_fan_count:2"",""active_fan_count:3"",""active_fan_count:4"",""speed_bin:speed_bin_2p5_m_s"",""speed_bin:speed_bin_3p0_m_s"",""speed_bin:speed_bin_3p5_m_s"",""speed_bin:speed_bin_4p0_m_s"",""speed_bin:speed_bin_4p5_m_s"",""speed_bin:speed_bin_5p0_m_s"",""speed_bin:speed_bin_5p5_m_s"",""speed_bin:speed_bin_6p0_m_s"",""speed_bin:speed_bin_6p5_m_s"",""speed_bin:speed_bin_7p0_m_s"",""speed_bin:speed_bin_7p5_m_s"",""speed_bin:speed_bin_8p0_m_s"",""transition:boundary_near->boundary_near"",""transition:boundary_near->inflight_stable"",""transition:boundary_near->recoverable_degraded"",""transition:boundary_near->safe_terminal"",""transition:inflight_stable->boundary_near"",""transition:inflight_stable->inflight_stable"",""transition:inflight_stable->recoverable_degraded"",""transition:launch_gate->boundary_near"",""transition:launch_gate->inflight_stable"",""transition:launch_gate->post_launch_degraded"",""transition:recoverable_degraded->boundary_near"",""transition:recoverable_degraded->inflight_stable"",""transition:recoverable_degraded->recoverable_degraded"",""exit:boundary_near"",""exit:inflight_stable"",""exit:post_launch_degraded"",""exit:recoverable_degraded"",""exit:safe_terminal""]","[0.7,0.65,0.7,0.65,0.7,0.65,0.65,0.7,0.65,0.7,0.65,0.7,0.7,0.65,0.65,0.7,0.65,0.7,0.65,0.7,0.7,0.675,0.6625,0.7,0.7,0.7,0.66,0.7,0.675,0.0,0.0,0.0,0.0,0.6428571428571429,0.7083333333333334,0.625,0.75,0.6617647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]","[0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.5357142857142857,0.5416666666666666,0.5,0.75,0.5441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_8p0_m_s,72,0.45,108,0.675,0.675,boundary_near;inflight_stable;recoverable_degraded;safe_terminal,boundary_near->boundary_near;boundary_near->inflight_stable;boundary_near->recoverable_degraded;boundary_near->safe_terminal,88,0.55,0,0.0,-0.0310751903797072,0.0,0.004885265996305457,0.029125,-0.0706267673469156,0.5090566478405164,0.7971669948028199,0.515,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,route_usable,simulation_only_post_w3_library_size_case_representative,references_existing_frozen_transition_object_no_Q_R_K_reference_horizon_ID_mutation
v53lib_light_cluster_5c410da7631e,light_cluster,light clustering and merging,coverage_medoid_greedy_marginal_top_6_non_launch_top_8_launch_gate,6,6,8,primvar_energy_retaining_bank_transition_object_1eba683ee849,primvar_energy_retaining_bank_transition_object_1eba683ee849__entry_boundary_near,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_977de02da47d,speed_bin_3p5_m_s,3.5000000000000004,"[0.0,0.0,0.0,0.08333333333333333,-0.1474026604346387,0.0,3.462383979115725,0.0,0.5117589092167927,0.0,0.0,0.0,0.0,-0.3375892384353021,0.0]","[0.0,-0.3375892384353021,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":18.83611084072577,""q_rates"":1.6750296736734582,""q_surfaces"":0.6797375456401227,""q_velocity"":0.20389249973655357,""reference_bank_bias_rad"":-0.07666666666666667,""reference_pitch_bias_rad"":0.018333333333333333,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.9109529749704406,""r_elevator"":0.17198576774733965,""r_rudder"":2.648080882901508}",03606cfdd3d84050c9f3fcfda34197203c47afde24caa822a7e9d781b1205aad,5159d20447b6a688707704bce0579974c322f266809a37281271162550b3ff6e,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,8a7e0b985bc029905755f3b2f2f6dd5db3f7fd85d64feffa82328e5e07617753,03_Control/05_Results/R5_dense/E03,,03_Control/05_Results/R7_survival/E03,light_cluster_energy_retaining_bank_boundary_near_r002,2,1.1321050000000001,updraft_gain_proxy_mean_m_not_net_energy_residual,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,0.008639705882352942,0.0,0.3624381075959796,0.24903967581982075,0.0843014892082586,7.451099703519272,0.6324889473474364,2,coverage_behavior_qr_medoid_profile_v1,"[""r7_block:r7_anchor_dry_air"",""r7_block:r7_anchor_four_fan_fixed"",""r7_block:r7_anchor_single_fan_fixed"",""r7_block:r7_random_active_fan_count"",""r7_block:r7_random_arena_wide"",""r7_block:r7_random_four_fan_parameter"",""r7_block:r7_random_local_fan_position"",""r7_block:r7_random_single_fan_local"",""tier:active_fan_count_uncertainty"",""tier:anchor_dry_air"",""tier:anchor_fixed_four_fan"",""tier:anchor_fixed_single_fan"",""tier:arena_wide_full_randomisation"",""tier:four_fan_parameter_uncertainty"",""tier:local_fan_position_uncertainty"",""tier:single_fan_local_uncertainty"",""fan_policy:balanced_0_1_2_3_4_for_active_fan_number_variation"",""fan_policy:balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation"",""fan_policy:fixed_four_active_fans"",""fan_policy:fixed_one_active_fan"",""fan_policy:fixed_zero_active_fans"",""fan_position_policy:common_shift"",""fan_position_policy:fixed_base_positions"",""fan_position_policy:independent_uniform_xy_bounds"",""fan_position_policy:no_fan_positions"",""env:dry_air"",""env:w3_randomised_four"",""env:w3_randomised_single"",""start:inflight_boundary_near"",""start:inflight_lift_region"",""start:inflight_nominal"",""start:inflight_recovery_edge"",""start:launch_gate"",""active_fan_count:0"",""active_fan_count:1"",""active_fan_count:2"",""active_fan_count:3"",""active_fan_count:4"",""speed_bin:speed_bin_2p5_m_s"",""speed_bin:speed_bin_3p0_m_s"",""speed_bin:speed_bin_3p5_m_s"",""speed_bin:speed_bin_4p0_m_s"",""speed_bin:speed_bin_4p5_m_s"",""speed_bin:speed_bin_5p0_m_s"",""speed_bin:speed_bin_5p5_m_s"",""speed_bin:speed_bin_6p0_m_s"",""speed_bin:speed_bin_6p5_m_s"",""speed_bin:speed_bin_7p0_m_s"",""speed_bin:speed_bin_7p5_m_s"",""speed_bin:speed_bin_8p0_m_s"",""transition:boundary_near->boundary_near"",""transition:boundary_near->inflight_stable"",""transition:boundary_near->recoverable_degraded"",""transition:boundary_near->safe_terminal"",""transition:inflight_stable->boundary_near"",""transition:inflight_stable->inflight_stable"",""transition:inflight_stable->recoverable_degraded"",""transition:launch_gate->boundary_near"",""transition:launch_gate->inflight_stable"",""transition:launch_gate->post_launch_degraded"",""transition:recoverable_degraded->boundary_near"",""transition:recoverable_degraded->inflight_stable"",""transition:recoverable_degraded->recoverable_degraded"",""exit:boundary_near"",""exit:inflight_stable"",""exit:post_launch_degraded"",""exit:recoverable_degraded"",""exit:safe_terminal""]","[0.6,0.6,0.6,0.65,0.55,0.55,0.55,0.6,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.6,0.65,0.55,0.5666666666666667,0.6,0.6,0.575,0.6,0.55,0.6,0.6,0.58,0.6,0.5875,0.0,0.0,0.0,0.0,0.5714285714285714,0.6041666666666666,0.5,0.75,0.5735294117647058,0.0,0.0,0.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]","[0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.5357142857142857,0.5416666666666666,0.5,0.75,0.5441176470588235,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_3p5_m_s,72,0.45,94,0.5875,0.5875,boundary_near;inflight_stable;recoverable_degraded;safe_terminal,boundary_near->boundary_near;boundary_near->inflight_stable;boundary_near->recoverable_degraded;boundary_near->safe_terminal,88,0.55,0,0.0,-0.0305361467238753,0.0,0.005289258929706898,0.0284999999999999,-0.0703812586021754,0.5094274169156795,0.7971669948028199,0.8412499999999999,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,route_usable,simulation_only_post_w3_library_size_case_representative,references_existing_frozen_transition_object_no_Q_R_K_reference_horizon_ID_mutation
