run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s4_full_bank_reversal_left_no_wind_seed1,s4_full_bank_reversal_left_no_wind,bank_reversal,bank_reversal,1,none,panel,none,nominal,0.111,0.101000:0.121000,0.85,,True,none,7.094412534108434,-0.6263918182783281,6.380693026038911,12.780700606321698,1.622751231755757,10.013808315181768,0.12601038110940088,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/primitive_bank_reversal_left_no_wind_seed_001/_run/logs/s4_full_bank_reversal_left_no_wind_seed1.csv,bank_reversal,10.013808315181768,True,03_Control/05_Results/flight_case_results/primitive_bank_reversal_left_no_wind_seed_001/_run/logs/s4_full_bank_reversal_left_no_wind_seed1.csv,,"full-duration left bank reversal, no wind",primitive_bank_reversal_left_no_wind_seed_001,"full-duration left bank reversal, no wind",actual_rollout.csv,actual_metrics.csv
