run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_full_bank_reversal_left_no_wind_control_reference_seed1,s4_full_bank_reversal_left_no_wind_control_reference,bank_reversal,bank_reversal,1,none,panel,none,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.76,,True,none,2.110496782927804,-0.5112698580395163,6.515310317806976,3.0541976948172467,2.54902411074802,8.550217486237077,0.23739519874272652,0.0,0.0,0.031423034175816204,True,,0,0,03_Control/05_Results/flight_case_results/primitive_bank_reversal_left_no_wind_seed_001/analysis_data/control_reference_rollout.csv,bank_reversal,8.550217486237077,True,03_Control/05_Results/flight_case_results/primitive_bank_reversal_left_no_wind_seed_001/analysis_data/control_reference_rollout.csv
