scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,latency_s,latency_range_s,onset_latency_s,half_response_s,actuator_tau_s,vicon_filter_cutoff_hz,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,wind_param_label,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=0.0,0.0,1.45,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10060848524273196,-0.0,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.5,0.053299466674997555,0.0,-0.10138226208841634,0.6578564029119558,none,panel,none,True,0.19999999999999996,2.45,0.5499999999999998
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=0.4,0.02,1.5793324784471354,2.4,2.6868428719425554,-1.2528950374925971e-17,-0.048082795413525364,2.233101532564673e-18,6.490769477781156,-1.5020371985165164e-17,0.3462825238117898,-1.1724296781013818e-14,-3.6891972748460027e-11,1.986775788314596e-16,0.0,-0.10060848524273196,0.0,0.010154642920696412,0.0,-0.10060848523893662,-0.10060848524273196,-1.4854334399851398e-17,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.4999999999994555,0.05329946666355876,-2.3108264592563725e-18,-0.10138226207708413,0.6578564028386196,none,panel,none,True,0.3293324784471354,2.4368428719425554,0.5631571280574446
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=0.7,0.04,1.7086649568943773,2.4,2.6736857438862947,-3.8596663529523766e-16,-0.04808279541513411,2.0770164648538746e-17,6.490769477783447,-4.9886861011376805e-17,0.34628252375405005,-2.6496591672696567e-14,-1.3108949840229515e-10,1.769519094367043e-15,0.0,-0.10060848524273196,0.0,0.020309285841393947,0.0,-0.10060848522761794,-0.10060848524273196,-1.3810782178703665e-16,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499999999998667,0.05329946665466956,-7.674901694059545e-18,-0.10138226206980366,0.6578564027914597,none,panel,none,True,0.45866495689437725,2.4236857438862947,0.5763142561137053
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=1.1,0.06,1.8379974353416788,2.4,2.660528615830764,-1.0059595684727714e-15,-0.048082795418807646,7.863139928956497e-17,6.4907694777855545,-3.4680446569555993e-16,0.3462825237035187,-3.4599901113360825e-14,-2.376034725063833e-10,4.069340899027613e-15,0.0,-0.10060848524273196,0.0,0.030463928762090677,0.0,-0.10060848521258178,-0.10060848524273196,-3.015377319894324e-16,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.49999999999808,0.053299466646889275,-5.335453318394806e-17,-0.10138226206569692,0.6578564027648435,none,panel,none,True,0.5879974353416788,2.410528615830764,0.5894713841692361
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=1.5,0.08,1.96732991378901,2.4,2.647371487775582,-1.7359576686290776e-15,-0.04808279542461824,1.8484428110124438e-16,6.490769477788088,-1.0301565741038161e-15,0.34628252365719303,-3.729380674043099e-14,-3.431012886303642e-10,6.537209263406096e-15,0.0,-0.10060848524273196,0.0,0.04061857168278661,0.0,-0.1006084851950568,-0.10471975511965978,-4.516582090191263e-16,0.0,0.2,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499999999998142,0.053299466639751596,-1.5848562678524778e-16,-0.10138226206436983,0.6578564027562681,none,panel,none,True,0.7173299137890099,2.397371487775582,0.6026285122244182
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=1.8,0.1,2.0966623755095486,2.4000000000336255,2.6342161668473136,-5.03478896286502e-09,-0.048104722882033116,2.600026631041559e-10,6.490761230599327,-5.622193958826288e-10,0.3459069808381015,-8.949861414158932e-07,-0.0033725662813476297,3.053290668413703e-08,0.0,-0.10192219518572027,0.0,0.0507733837566392,0.0,-0.10024604490996213,-0.10471975511965978,-2.40370948442311e-09,0.0,0.2,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.4999717685574465,0.05324184021166936,-8.64956673507835e-11,-0.10134656309370248,0.657622694255292,none,panel,none,True,0.8466623755095486,2.3842161668473136,0.6157838331526864
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=2.2,0.12,2.225994614798913,2.400000000233206,2.6210682815790087,-3.248361552211799e-08,-0.04823381033390879,1.9179240915054995e-09,6.490765795652272,-5.657309937858795e-09,0.34462110116214145,-1.8643009087746036e-06,-0.009940048078750202,1.4360744866880862e-07,0.0,-0.10281612392582729,0.0,0.06092824507211409,0.0,-0.09943694157975802,-0.10471975511965978,-1.1096930432589028e-08,0.0,0.2,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499908023762773,0.053044252721245855,-8.70367690923694e-10,-0.10127806305515465,0.6571732841220366,none,panel,none,True,0.9759946147989131,2.3710682815790087,0.6289317184209913
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=2.5,0.14,2.3553262556750894,2.400000000790527,2.607927716025257,-7.65252145521465e-08,-0.04850817336818538,6.38194336724575e-09,6.490807738007952,-2.9600322941721057e-08,0.3426207422580901,-2.4761962406212657e-06,-0.017630280340781814,3.055859643305925e-07,0.0,-0.10342440781425671,0.0,0.07108306860052659,0.0,-0.09834123738440358,-0.10471975511965978,-2.239757488594556e-08,0.0,0.2,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499844156963257,0.052736588551586173,-4.554005023337421e-09,-0.10124476191977175,0.6569514834669951,none,panel,none,True,1.1053262556750894,2.357927716025257,0.642072283974743
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=2.9,0.16,2.4846568424302933,2.400000001737939,2.5947864407637944,-1.2984289694672613e-07,-0.048940674791687414,1.4329402000017498e-08,6.4909095881247865,-8.061224610079249e-08,0.34015311642939355,-2.7774459545040205e-06,-0.025649522517952533,4.844584535111935e-07,0.0,-0.10383832144329892,0.0,0.08123785105446117,0.07679448708775051,-0.09702142730603953,-0.10471975511965978,-3.317567071243425e-08,0.0,0.2,-0.2,0.0,4.4,-6.000000000000001,0.0,4.4,-4.4,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.49981626077437,0.05235664488755782,-1.2402234596580514e-08,-0.10129731967924639,0.6572885294473413,none,panel,none,True,1.1499999982620608,2.3447864407637944,0.6552135592362056
s4_full_bank_reversal_left_no_wind,bank_reversal,phi_ref_deg=3.3,0.18,2.613985847732398,2.4000096147296572,2.5816309222970046,0.0005518650098754736,-0.049533538251055394,3.409359166656249e-05,6.49105127233518,0.0014430409893709125,0.33742693695361325,0.08315029860742372,-0.033607224496943665,0.005160390897612587,0.024538812647651436,-0.10411997363821279,0.0,0.0755417485211115,0.07679448708775051,-0.095514238753075,-0.10471975511965978,-0.0005127369412844295,0.0,0.2,-0.2,0.0,4.4,-6.000000000000001,0.0,4.4,-4.4,-6.000000000000001,0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499815815869966,0.05193665472954741,0.0002220125988342722,-0.10147030553831098,0.6584070870757186,none,panel,none,True,1.1499903852703426,2.3316309222970046,0.6683690777029954
