path,byte_count,size_mb,above_75mb,above_100mb,under_100mb
chunk_manifests/w2_replay_rows/c00000.json,337,0.00032138824462890625,False,False,True
manifests/table_manifest.json,7945,0.007576942443847656,False,False,True
manifests/w2_replay_manifest.json,1767,0.0016851425170898438,False,False,True
metrics/blocked_or_approximate_ratio_summary.csv,93,8.869171142578125e-05,False,False,True
metrics/chunk_summary.csv,194,0.0001850128173828125,False,False,True
metrics/coverage_summary.csv,1734,0.0016536712646484375,False,False,True
metrics/file_size_audit.csv,631,0.0006017684936523438,False,False,True
metrics/outcome_summary.csv,457,0.00043582916259765625,False,False,True
metrics/runtime_summary.csv,138,0.0001316070556640625,False,False,True
metrics/source_to_w2_mapping.csv,55360,0.05279541015625,False,False,True
metrics/w1_to_w2_survival_summary.csv,510,0.0004863739013671875,False,False,True
metrics/w2_failure_label_summary.csv,293,0.00027942657470703125,False,False,True
reports/claim_boundary_report.md,389,0.00037097930908203125,False,False,True
reports/w2_replay_report.md,93,8.869171142578125e-05,False,False,True
