cutoff_hz,static_filter_design_source,static_filter_design_sample_count,dynamic_validation_source,dynamic_validation_sample_count,estimated_delay_ms,static_position_rms_mm,static_euler_rms_deg,dynamic_position_high_freq_rms_mm,dynamic_euler_high_freq_rms_deg,dynamic_velocity_p95_mps,dynamic_angular_rate_p95_degps,static_position_noise_reduction_fraction,static_euler_noise_reduction_fraction,dynamic_position_residual_reduction_fraction,dynamic_euler_residual_reduction_fraction,dynamic_velocity_spike_reduction_fraction,dynamic_angular_rate_spike_reduction_fraction,selection_score,recommended
5,static_reference,3828,dynamic_phases,3838,31.8309886183791,5.57006609319291,3.04255038302463,28.0420229614889,5.82115330965402,2.43466684296796,258.840367041762,0.122545421807196,0.0121582475627695,0.0352605595838813,0.0782485018561995,0.0379807565984058,0.03232747069633,1.57667182708205,0
8,static_reference,3828,dynamic_phases,3838,19.8943678864869,5.84050821180201,3.05722821958736,28.5312506268526,6.05073996605571,2.4603551168865,263.771578920558,0.0799425745268524,0.00739271274269904,0.0184294905569684,0.0418945642024489,0.0278304504442887,0.0138921766739077,1.3609302644704,0
10,static_reference,3828,dynamic_phases,3838,15.9154943091895,5.93656733206839,3.06199902735609,28.6687785099151,6.11909126905947,2.46038137424763,264.236014187131,0.0648103456727074,0.00584374805403109,0.01369807110376,0.0310714656526633,0.0278200752725226,0.0121558893465545,1.28824639177573,0
12,static_reference,3828,dynamic_phases,3838,13.2629119243246,6.00220461491005,3.06513030942757,28.7522295551658,6.16122372138522,2.46789832581198,264.665809105023,0.0544704801547856,0.00482709729086772,0.0108270758546704,0.0243999954154304,0.024849873383294,0.0105491046706083,1.24010636139221,0
15,static_reference,3828,dynamic_phases,3838,10.6103295394597,6.06908595994007,3.06821550435704,28.828722022909,6.20009937621168,2.47904565555095,265.937969722124,0.0439346370587769,0.00382540989638924,0.0081954789606804,0.0182442233250123,0.020445186248213,0.00579314293210609,1.19239227010283,0
20,static_reference,3828,dynamic_phases,3838,7.95774715459477,6.13717081105938,3.071248858658,28.8980596117489,6.23528669934923,2.47015558520888,265.135130228274,0.0332092052020119,0.00284055388705595,0.00581003384678735,0.0126724807351168,0.0239579538241821,0.00879455160926956,1.14306803936565,1
