frame_number,t_read_host_s,vicon_latency_s,t_capture_host_s,subject_name,segment_name,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,is_occluded,t_elapsed_s,phase_name,phase_type
63075,0.0967073,0.013698199999908,0.083009100000092,Nausicaa,Nausicaa,0.0145085320035451,-0.136843473805812,1.23007941728883,-0.00164082655774708,0.0496730363169261,0.00187285405881157,0.998762428993471,-0.00348083458214784,0.0993804862406806,0.00392345123325047,0,-0.012533999999908,unlabeled,unlabeled
63084,0.1403373,0.013558600000124,0.126778699999876,Nausicaa,Nausicaa,0.0144856196781926,-0.136864499005183,1.23006049361278,-0.00158361844205203,0.0496731809147205,0.00185615303109462,0.998762545326149,-0.00336432631151917,0.0993810566310354,0.00388421432388457,0,0.031235599999876,static_reference,static_reference
63087,0.1562022,0.0134054999998625,0.142796700000137,Nausicaa,Nausicaa,0.0144735953334401,-0.136865639814995,1.23008002753891,-0.00147247652263667,0.0497079583102899,0.00187812145379447,0.998760944046831,-0.00314355729022493,0.09945105971021,0.00391734258801691,0,0.0472536000001375,static_reference,static_reference
63090,0.17131,0.0140724000002592,0.157237599999741,Nausicaa,Nausicaa,0.014505797825732,-0.136840876493145,1.23010325931989,-0.00162138164877579,0.0496489390886114,0.00187803737367892,0.998763649190612,-0.00344221403408818,0.0993322909287789,0.00393182227161866,0,0.0616944999997408,static_reference,static_reference
63093,0.1866633,0.0139040999997633,0.172759200000237,Nausicaa,Nausicaa,0.014504623900874,-0.136845923827876,1.23003121553369,-0.00170665408023983,0.0497697989112625,0.00202815449207211,0.998757198240663,-0.00362893102924308,0.0995734284613522,0.00424217303947289,0,0.0772161000002367,static_reference,static_reference
63096,0.2025572,0.0143597999999656,0.188197400000034,Nausicaa,Nausicaa,0.0144845302371538,-0.136862521679836,1.23012386355346,-0.00173120591128646,0.049602792563653,0.00192358338357098,0.998765671077529,-0.00366701884525417,0.0992392843230558,0.00403402238799154,0,0.0926543000000344,static_reference,static_reference
63099,0.2178282,0.0142796000000089,0.203548599999991,Nausicaa,Nausicaa,0.0145423643433502,-0.136799441085568,1.23007060657501,-0.00172301572690351,0.0496316996834804,0.00207956286069684,0.998763936584437,-0.00366626409996092,0.0992966313485705,0.00434644075791893,0,0.108005499999991,static_reference,static_reference
63102,0.2332624,0.014054500000384,0.219207899999616,Nausicaa,Nausicaa,0.0144893000285042,-0.136834698117282,1.23003906884872,-0.00168604525756353,0.0497934099837934,0.00196341731419389,0.998756185746064,-0.00358119016362215,0.0996210288765465,0.0041102486865383,0,0.123664799999616,static_reference,static_reference
63106,0.2485745,0.0138916000000791,0.234682899999921,Nausicaa,Nausicaa,0.0144714485349697,-0.13687808556836,1.23007632421651,-0.00156524109453197,0.0497001671859965,0.00190171088866787,0.998761146069317,-0.00333210001782806,0.0994350152918191,0.00397393539760074,0,0.139139799999921,static_reference,static_reference
63109,0.264762,0.0142765000000509,0.250485499999949,Nausicaa,Nausicaa,0.0144952917783969,-0.136854323708057,1.2300638829236,-0.00154247944638225,0.0496549163599632,0.0019061684940567,0.998763423719609,-0.00328665647451195,0.0993444779612908,0.00398044256959055,0,0.154942399999949,static_reference,static_reference
63112,0.2804815,0.0142564000002494,0.266225099999751,Nausicaa,Nausicaa,0.0144561955504794,-0.136831072771495,1.23009147725637,-0.00158443736497567,0.0496930505743181,0.00192761225118008,0.998761420257042,-0.00337319141065497,0.0994206006701133,0.00402782140842099,0,0.170681999999751,static_reference,static_reference
63115,0.2953045,0.0142383000002155,0.281066199999784,Nausicaa,Nausicaa,0.0144937575827624,-0.136850978775007,1.2300860640654,-0.00156639076095651,0.0496162449154247,0.00188843713300811,0.9987653420427,-0.00333272079884273,0.0992670037659477,0.00394708939502601,0,0.185523099999785,static_reference,static_reference
63118,0.3109749,0.0144320000003972,0.296542899999603,Nausicaa,Nausicaa,0.014492716304424,-0.13686207469363,1.23007852025439,-0.00141809221850337,0.0496168516297175,0.00187075831950514,0.99876556674333,-0.00303326334469035,0.0992688573648619,0.00389681478343734,0,0.200999799999603,static_reference,static_reference
63121,0.3258785,0.0143152000000555,0.311563299999945,Nausicaa,Nausicaa,0.0144847061948386,-0.136859579068973,1.23007094451676,-0.00142484894213637,0.0496208905732361,0.00189261166647308,0.998765315299491,-0.00304902334746102,0.0992768521329978,0.00394137139759192,0,0.216020199999945,static_reference,static_reference
63124,0.3414921,0.0136746000002859,0.327817499999714,Nausicaa,Nausicaa,0.0144841783858137,-0.136855471156501,1.23006294681462,-0.00165766825973731,0.049668957176297,0.00189825605555838,0.998762556092742,-0.00351716138356447,0.0993721623130848,0.00397610941889761,0,0.232274399999714,static_reference,static_reference
63127,0.3574079,0.0135255000000143,0.343882399999986,Nausicaa,Nausicaa,0.0144978502017972,-0.136883181703669,1.23006424127115,-0.00156906211784391,0.0496182268357533,0.00187169103527247,0.998765270913249,-0.00333642192322609,0.0992710178779078,0.00391374674696229,0,0.248339299999986,static_reference,static_reference
63131,0.373361,0.0134343999998237,0.359926600000176,Nausicaa,Nausicaa,0.01449411369024,-0.136866440034771,1.23006385432639,-0.00150763413244212,0.0496238459144924,0.00187632912651899,0.998765077655895,-0.00321359670984432,0.0992824954566374,0.00391695205934862,0,0.264383500000176,static_reference,static_reference
63134,0.3893595,0.0143855999999687,0.374973900000031,Nausicaa,Nausicaa,0.0145025498591299,-0.136827732587302,1.23003100511104,-0.00158733321712485,0.0497632441832567,0.00195736108435805,0.998757862867272,-0.00338228821378636,0.0995610488808487,0.00408809728025865,0,0.279430800000031,static_reference,static_reference
63137,0.4052444,0.0142467000005126,0.390997699999487,Nausicaa,Nausicaa,0.0144944137796284,-0.136848598305584,1.23007323486304,-0.00161707254004752,0.0496290683580308,0.00190707389862277,0.998764588739238,-0.00343637458113227,0.0992924176645309,0.00398960446613868,0,0.295454599999487,static_reference,static_reference
63140,0.4215094,0.0146148800002867,0.406894519999713,Nausicaa,Nausicaa,0.0144857889437391,-0.136863384526847,1.23007075894041,-0.00153288260945695,0.049634953022366,0.00185651888380838,0.99876452432343,-0.00326235225877106,0.0993047026779529,0.00387974337935934,0,0.311351419999713,static_reference,static_reference
63143,0.4367337,0.0148474000004518,0.421886299999548,Nausicaa,Nausicaa,0.0144820274041056,-0.136872796025957,1.23004682929675,-0.00155738877956853,0.0496699068341927,0.00183517447483549,0.998762788168401,-0.00330956388825796,0.0993746719113283,0.00383947046231052,0,0.326343199999548,static_reference,static_reference
63146,0.4518511,0.0145963475002103,0.43725475249979,Nausicaa,Nausicaa,0.0144850668588377,-0.136864775284932,1.23014720640374,-0.00115997368611899,0.0496507484454905,0.00175325963402648,0.998764428541839,-0.00250352712436184,0.0993380334285622,0.00363530372889954,0,0.34171165249979,static_reference,static_reference
63149,0.4676253,0.014966830000117,0.452658469999883,Nausicaa,Nausicaa,0.0144774063865926,-0.136827654902479,1.2300326932728,-0.00158767197482959,0.0497190000670578,0.0019804451835965,0.998760020308636,-0.00338507797910364,0.099472371720293,0.00413430268033412,0,0.357115369999883,static_reference,static_reference
63153,0.4839608,0.0139882875003599,0.46997251249964,Nausicaa,Nausicaa,0.0144878018745823,-0.136846328338847,1.23007772126168,-0.00148225961649707,0.0496134103241755,0.00185986683485834,0.998765664867286,-0.00316097352194708,0.0992617502042407,0.00388133738835329,0,0.37442941249964,static_reference,static_reference
63156,0.4994094,0.0145848799999334,0.484824520000067,Nausicaa,Nausicaa,0.0144868280169165,-0.136822992541996,1.2300733057701,-0.00152423217341115,0.049697358375017,0.00194806170563832,0.998761259932732,-0.00325439440781874,0.0994294029007632,0.0040628755471606,0,0.389281420000067,static_reference,static_reference
63159,0.5149654,0.0136129974998596,0.50135240250014,Nausicaa,Nausicaa,0.01448899465784,-0.136853151656816,1.23008006005617,-0.00148497754337139,0.0495933019580305,0.00191385829701323,0.998766557504312,-0.00317172602010726,0.0992213021678125,0.00398991974594474,0,0.40580930250014,static_reference,static_reference
63162,0.5306535,0.0136291625000728,0.517024337499927,Nausicaa,Nausicaa,0.0145143827669681,-0.136819726617317,1.23005241098121,-0.00160496593562674,0.0495393195505619,0.00183298183190047,0.9987692026091,-0.00340430419937408,0.09911300083287,0.00383932096754494,0,0.421481237499927,static_reference,static_reference
63165,0.5465137,0.0136215000000087,0.532892199999991,Nausicaa,Nausicaa,0.0144705034819842,-0.136848242305634,1.23006349428052,-0.00154326791576762,0.0496171233821354,0.00188010562769352,0.998765350116959,-0.00328547655238782,0.0992688816236957,0.00392806207599199,0,0.437349099999991,static_reference,static_reference
63168,0.561459,0.0139580575003871,0.547500942499613,Nausicaa,Nausicaa,0.0144799883749494,-0.136859450142958,1.23007688028618,-0.00147527310903597,0.0495802516750056,0.00187290073725973,0.998767297450174,-0.00314810757121029,0.0991953374905259,0.00390668731795151,0,0.451957842499613,static_reference,static_reference
63171,0.5763015,0.0146178974998839,0.561683602500116,Nausicaa,Nausicaa,0.0144867588186071,-0.136844128247285,1.23006121580938,-0.0015188615916015,0.0495977925271867,0.00188383311992505,0.998766340646636,-0.00323677181776158,0.0992302562705232,0.00393304041763075,0,0.466140502500116,static_reference,static_reference
63174,0.5918388,0.0147522900001853,0.577086509999815,Nausicaa,Nausicaa,0.0144859091611456,-0.136822809519876,1.23003995567387,-0.00164538140479528,0.0497413690510649,0.00194877284219142,0.99875887540956,-0.00349786140966995,0.0995170368540314,0.00407657644675567,0,0.481543409999815,static_reference,static_reference
63177,0.6073918,0.0147568475002808,0.592634952499719,Nausicaa,Nausicaa,0.0144892348113504,-0.136872865194775,1.23006850672688,-0.00159332970378459,0.0496142003686755,0.00189890385560911,0.998765381151339,-0.00338783336490637,0.0992627676496975,0.00397077898604863,0,0.497091852499719,static_reference,static_reference
63178,0.613378,0.0143583474999795,0.59901965250002,Nausicaa,Nausicaa,0.0145090332328643,-0.136863638289731,1.23014642331952,-0.00112536265828142,0.0496300300376594,0.00180621599615292,0.998765403516323,-0.00243924947699442,0.0992965422965529,0.00373809764127237,0,0.50347655250002,static_reference,static_reference
63180,0.6187493,0.0141813800000853,0.604567919999915,Nausicaa,Nausicaa,0.014479559308923,-0.136854549676756,1.23007081451975,-0.00153148064441465,0.0496070298896867,0.00183755061515241,0.998765948839014,-0.00325752873689525,0.0992488550581642,0.00384142391208971,0,0.509024819999915,static_reference,static_reference
