surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,True,21.84120469,0.2853648838,1.636105832,0.1132744399,0.1044670053,16.40141135,19.1731971,24.54574812
0.25,False,22.99198726,0.3598529357,1.612092925,0.1176383276,0.1063305194,18.4925611,19.85873062,25.81810505
0.5,False,25.24235118,0.4890447936,1.570629531,0.1803490739,0.1611449149,17.06333513,19.95374363,25.41482502
0.75,False,27.66445378,0.596669835,1.546648567,0.2686239887,0.2415391497,11.10477043,18.77600676,23.7379423
1,False,31.28276478,0.6513752936,1.537900365,0.363298115,0.3283906759,17.12689827,17.34848071,22.17057224
