start_state_family,primitive_id,entry_role,W_layer,row_count
inflight_lift_region,mild_turn_right,inflight_only,W0,480
inflight_lift_region,mild_turn_right,inflight_only,W1,960
inflight_lift_region,recovery,terminal_or_recovery,W0,480
inflight_lift_region,recovery,terminal_or_recovery,W1,960
inflight_lift_region,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,480
inflight_lift_region,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,960
inflight_nominal,energy_retaining_bank,inflight_only,W0,800
inflight_nominal,energy_retaining_bank,inflight_only,W1,1600
inflight_nominal,glide,launch_capable,W0,800
inflight_nominal,glide,launch_capable,W1,1600
inflight_nominal,launch_capture_energy_build,launch_capable,W0,800
inflight_nominal,launch_capture_energy_build,launch_capable,W1,1600
inflight_nominal,launch_capture_glide_stabilise,launch_capable,W0,800
inflight_nominal,launch_capture_glide_stabilise,launch_capable,W1,1600
inflight_nominal,launch_capture_lift_seek,launch_capable,W0,800
inflight_nominal,launch_capture_lift_seek,launch_capable,W1,1600
inflight_nominal,launch_capture_safe_handoff,launch_capable,W0,800
inflight_nominal,launch_capture_safe_handoff,launch_capable,W1,1600
inflight_nominal,launch_capture_shallow_left,launch_capable,W0,800
inflight_nominal,launch_capture_shallow_left,launch_capable,W1,1600
inflight_nominal,launch_capture_shallow_right,launch_capable,W0,800
inflight_nominal,launch_capture_shallow_right,launch_capable,W1,1600
inflight_nominal,lift_dwell_arc,inflight_only,W0,800
inflight_nominal,lift_dwell_arc,inflight_only,W1,1600
inflight_nominal,lift_entry,inflight_only,W0,800
inflight_nominal,lift_entry,inflight_only,W1,1600
inflight_nominal,mild_turn_left,inflight_only,W0,800
inflight_nominal,mild_turn_left,inflight_only,W1,1600
inflight_nominal,mild_turn_right,inflight_only,W0,800
inflight_nominal,mild_turn_right,inflight_only,W1,1600
inflight_nominal,recovery,terminal_or_recovery,W0,800
inflight_nominal,recovery,terminal_or_recovery,W1,1600
inflight_nominal,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,800
inflight_nominal,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,1600
inflight_recovery_edge,energy_retaining_bank,inflight_only,W0,320
inflight_recovery_edge,energy_retaining_bank,inflight_only,W1,640
inflight_recovery_edge,glide,launch_capable,W0,320
inflight_recovery_edge,glide,launch_capable,W1,640
inflight_recovery_edge,launch_capture_energy_build,launch_capable,W0,320
inflight_recovery_edge,launch_capture_energy_build,launch_capable,W1,640
inflight_recovery_edge,launch_capture_glide_stabilise,launch_capable,W0,320
inflight_recovery_edge,launch_capture_glide_stabilise,launch_capable,W1,640
inflight_recovery_edge,launch_capture_lift_seek,launch_capable,W0,320
inflight_recovery_edge,launch_capture_lift_seek,launch_capable,W1,640
inflight_recovery_edge,launch_capture_safe_handoff,launch_capable,W0,320
inflight_recovery_edge,launch_capture_safe_handoff,launch_capable,W1,640
inflight_recovery_edge,launch_capture_shallow_left,launch_capable,W0,320
inflight_recovery_edge,launch_capture_shallow_left,launch_capable,W1,640
inflight_recovery_edge,launch_capture_shallow_right,launch_capable,W0,320
inflight_recovery_edge,launch_capture_shallow_right,launch_capable,W1,640
inflight_recovery_edge,lift_dwell_arc,inflight_only,W0,320
inflight_recovery_edge,lift_dwell_arc,inflight_only,W1,640
inflight_recovery_edge,lift_entry,inflight_only,W0,320
inflight_recovery_edge,lift_entry,inflight_only,W1,640
inflight_recovery_edge,mild_turn_left,inflight_only,W0,320
inflight_recovery_edge,mild_turn_left,inflight_only,W1,640
inflight_recovery_edge,mild_turn_right,inflight_only,W0,320
inflight_recovery_edge,mild_turn_right,inflight_only,W1,640
inflight_recovery_edge,recovery,terminal_or_recovery,W0,320
inflight_recovery_edge,recovery,terminal_or_recovery,W1,640
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,320
inflight_recovery_edge,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,640
launch_gate,energy_retaining_bank,inflight_only,W0,1280
launch_gate,energy_retaining_bank,inflight_only,W1,2560
launch_gate,glide,launch_capable,W0,1280
launch_gate,glide,launch_capable,W1,2560
launch_gate,launch_capture_energy_build,launch_capable,W0,1280
launch_gate,launch_capture_energy_build,launch_capable,W1,2560
launch_gate,launch_capture_glide_stabilise,launch_capable,W0,1280
launch_gate,launch_capture_glide_stabilise,launch_capable,W1,2560
launch_gate,launch_capture_lift_seek,launch_capable,W0,1280
launch_gate,launch_capture_lift_seek,launch_capable,W1,2560
launch_gate,launch_capture_safe_handoff,launch_capable,W0,1280
launch_gate,launch_capture_safe_handoff,launch_capable,W1,2560
launch_gate,launch_capture_shallow_left,launch_capable,W0,1280
launch_gate,launch_capture_shallow_left,launch_capable,W1,2560
launch_gate,launch_capture_shallow_right,launch_capable,W0,1280
launch_gate,launch_capture_shallow_right,launch_capable,W1,2560
launch_gate,lift_dwell_arc,inflight_only,W0,1280
launch_gate,lift_dwell_arc,inflight_only,W1,2560
launch_gate,lift_entry,inflight_only,W0,1280
launch_gate,lift_entry,inflight_only,W1,2560
launch_gate,mild_turn_left,inflight_only,W0,1280
launch_gate,mild_turn_left,inflight_only,W1,2560
launch_gate,mild_turn_right,inflight_only,W0,1280
launch_gate,mild_turn_right,inflight_only,W1,2560
launch_gate,recovery,terminal_or_recovery,W0,1280
launch_gate,recovery,terminal_or_recovery,W1,2560
launch_gate,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,1280
launch_gate,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,2560
