start_state_family,primitive_id,entry_role,W_layer,row_count
inflight_boundary_near,energy_retaining_bank,inflight_only,W0,320
inflight_boundary_near,energy_retaining_bank,inflight_only,W1,640
inflight_boundary_near,glide,launch_capable,W0,320
inflight_boundary_near,glide,launch_capable,W1,640
inflight_boundary_near,launch_capture_energy_build,launch_capable,W0,320
inflight_boundary_near,launch_capture_energy_build,launch_capable,W1,640
inflight_boundary_near,launch_capture_glide_stabilise,launch_capable,W0,320
inflight_boundary_near,launch_capture_glide_stabilise,launch_capable,W1,640
inflight_boundary_near,launch_capture_lift_seek,launch_capable,W0,320
inflight_boundary_near,launch_capture_lift_seek,launch_capable,W1,640
inflight_boundary_near,launch_capture_safe_handoff,launch_capable,W0,320
inflight_boundary_near,launch_capture_safe_handoff,launch_capable,W1,640
inflight_boundary_near,launch_capture_shallow_left,launch_capable,W0,320
inflight_boundary_near,launch_capture_shallow_left,launch_capable,W1,640
inflight_boundary_near,launch_capture_shallow_right,launch_capable,W0,320
inflight_boundary_near,launch_capture_shallow_right,launch_capable,W1,640
inflight_boundary_near,lift_dwell_arc,inflight_only,W0,320
inflight_boundary_near,lift_dwell_arc,inflight_only,W1,640
inflight_boundary_near,lift_entry,inflight_only,W0,320
inflight_boundary_near,lift_entry,inflight_only,W1,640
inflight_boundary_near,mild_turn_left,inflight_only,W0,320
inflight_boundary_near,mild_turn_left,inflight_only,W1,640
inflight_boundary_near,mild_turn_right,inflight_only,W0,320
inflight_boundary_near,mild_turn_right,inflight_only,W1,640
inflight_boundary_near,recovery,terminal_or_recovery,W0,320
inflight_boundary_near,recovery,terminal_or_recovery,W1,640
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W0,320
inflight_boundary_near,safe_exit_or_recovery_handoff,terminal_or_recovery,W1,640
inflight_lift_region,energy_retaining_bank,inflight_only,W0,480
inflight_lift_region,energy_retaining_bank,inflight_only,W1,960
inflight_lift_region,glide,launch_capable,W0,480
inflight_lift_region,glide,launch_capable,W1,960
inflight_lift_region,launch_capture_energy_build,launch_capable,W0,480
inflight_lift_region,launch_capture_energy_build,launch_capable,W1,960
inflight_lift_region,launch_capture_glide_stabilise,launch_capable,W0,480
inflight_lift_region,launch_capture_glide_stabilise,launch_capable,W1,960
inflight_lift_region,launch_capture_lift_seek,launch_capable,W0,480
inflight_lift_region,launch_capture_lift_seek,launch_capable,W1,960
inflight_lift_region,launch_capture_safe_handoff,launch_capable,W0,480
inflight_lift_region,launch_capture_safe_handoff,launch_capable,W1,960
inflight_lift_region,launch_capture_shallow_left,launch_capable,W0,480
inflight_lift_region,launch_capture_shallow_left,launch_capable,W1,960
inflight_lift_region,launch_capture_shallow_right,launch_capable,W0,480
inflight_lift_region,launch_capture_shallow_right,launch_capable,W1,960
inflight_lift_region,lift_dwell_arc,inflight_only,W0,480
inflight_lift_region,lift_dwell_arc,inflight_only,W1,960
inflight_lift_region,lift_entry,inflight_only,W0,480
inflight_lift_region,lift_entry,inflight_only,W1,960
inflight_lift_region,mild_turn_left,inflight_only,W0,480
inflight_lift_region,mild_turn_left,inflight_only,W1,960
