run_id,status,rows_requested,row_count,duration_s,runtime_storage_contract,max_generated_file_size_mb,claim_boundary,method_evidence_level
22,complete,134400,134400,405.09982800483704,"chunked, resumable, compressed, worker-enabled, checksum-manifested, and no generated file above 100 MB",100.0,cleaned_and_restructured_for_corrected_W0_W1_rich_primitive_controller_dense_generation_readiness_only,w01_dense_evidence_complete
