primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_launch_capable_4e39febaf600,lqrta_glide_ab9609c4a806,glide,0,glide_w01_q0.5_r0.5_000,ready,
primvar_glide_launch_capable_97d5c85c43a3,lqrta_glide_a3a828369a8f,glide,1,glide_w01_q0.5_r0.75_001,ready,
primvar_glide_launch_capable_d7cdd04122f2,lqrta_glide_712435902d31,glide,2,glide_w01_q0.5_r1_002,ready,
primvar_glide_launch_capable_5eb9bc7ba4ec,lqrta_glide_8b3da27a1283,glide,3,glide_w01_q0.5_r1.5_003,ready,
primvar_glide_launch_capable_b6983fdc66e7,lqrta_glide_8ea1ddbfb084,glide,4,glide_w01_q0.5_r2_004,ready,
primvar_glide_launch_capable_22b3dd04eca0,lqrta_glide_b2259015ac05,glide,5,glide_w01_q0.5_r3_005,ready,
primvar_glide_launch_capable_f12559662728,lqrta_glide_7c439f9fefba,glide,6,glide_w01_q0.75_r0.5_006,ready,
primvar_glide_launch_capable_8ab37b4ce45b,lqrta_glide_ae215791bc0c,glide,7,glide_w01_q0.75_r0.75_007,ready,
primvar_glide_launch_capable_33e3f40eedfa,lqrta_glide_fd55a76783bf,glide,8,glide_w01_q0.75_r1_008,ready,
primvar_glide_launch_capable_74800a11c5c0,lqrta_glide_b10f67fac8a2,glide,9,glide_w01_q0.75_r1.5_009,ready,
primvar_glide_launch_capable_a6900331abd0,lqrta_glide_9ecd4429710d,glide,10,glide_w01_q0.75_r2_010,ready,
primvar_glide_launch_capable_3322d5824938,lqrta_glide_a311df02b115,glide,11,glide_w01_q0.75_r3_011,ready,
primvar_glide_launch_capable_57c2d9cc5aa3,lqrta_glide_a7a98524f1d3,glide,12,glide_w01_q1_r0.5_012,ready,
primvar_glide_launch_capable_c00b70b6f421,lqrta_glide_290078c9371b,glide,13,glide_w01_q1_r0.75_013,ready,
primvar_glide_launch_capable_3214c6831118,lqrta_glide_af957e62cea5,glide,14,glide_w01_q1_r1_014,ready,
primvar_glide_launch_capable_773b5310b72c,lqrta_glide_c9085fa3e527,glide,15,glide_w01_q1_r1.5_015,ready,
