stage_id,start_state_family,primitive_id,primitive_family,entry_role,regime_label,accepted_count,weak_count,failed_count,rejected_count,blocked_count,continuation_valid_count,terminal_useful_count,hard_failure_count,entry_role_rejection_count,total_rows,rejection_rate,launch_capture_family,launch_gate_rows_exist,non_rejected_launch_gate_rows,expected_launch_gate_rows_per_launch_capture_primitive,expected_full_dense_launch_gate_rows_present,credible_launch_gate_outcome,r5_launch_capture_gate_passed
W01,inflight_boundary_near,energy_retaining_bank,energy_retaining_bank,inflight_only,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_energy_build,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_glide_stabilise,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_lift_seek,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_safe_handoff,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_shallow_left,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,launch_capture_shallow_right,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,True,False,960,3840,False,True,False
W01,inflight_boundary_near,lift_dwell_arc,lift_dwell,inflight_only,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,lift_entry,lift_entry,inflight_only,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,mild_turn_left,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,mild_turn_right,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,recovery,recovery,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_boundary_near,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,320,352,288,0,0,384,288,288,0,960,0.0,False,False,960,3840,False,True,False
W01,inflight_lift_region,energy_retaining_bank,energy_retaining_bank,inflight_only,inflight_from_nominal_or_lift_region,768,416,256,0,0,1184,0,256,0,1440,0.0,False,False,1440,3840,False,True,False
W01,inflight_lift_region,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,False,False,1440,3840,False,True,False
W01,inflight_lift_region,launch_capture_energy_build,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,True,False,1440,3840,False,True,False
W01,inflight_lift_region,launch_capture_glide_stabilise,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,True,False,1440,3840,False,True,False
W01,inflight_lift_region,launch_capture_lift_seek,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,True,False,1440,3840,False,True,False
W01,inflight_lift_region,launch_capture_safe_handoff,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,True,False,1440,3840,False,True,False
W01,inflight_lift_region,launch_capture_shallow_left,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,768,416,256,0,0,1184,0,256,0,1440,0.0,True,False,1440,3840,False,True,False
