t_read_host_s,line_text
0.1490894,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1534339459"
0.9138079,"RX_EVENT,0,0,1535094017,32768,32768,32768,32768"
0.9138079,"OK_EVENT,SET_NEUTRAL"
0.9138079,"COMMIT_EVENT,0,0,1535094017,1535102242,76603,1500,1500,1500,1500,1500,1500,1500,1500"
6.2228054,"RX_EVENT,0,0,1540407395,32768,32768,32768,32768"
6.2344131,"RX_EVENT,1,0,1540420072,32768,32768,32768,32768"
6.2344131,"COMMIT_EVENT,1,0,1540420072,1540422242,76869,1500,1500,1500,1500,1500,1500,1500,1500"
6.2694973,"RX_EVENT,2,0,1540431849,32768,32768,32768,32768"
6.2694973,"COMMIT_EVENT,2,0,1540431849,1540442242,76870,1500,1500,1500,1500,1500,1500,1500,1500"
6.2900374,"RX_EVENT,3,0,1540466846,32768,32768,32768,32768"
6.3008599,"RX_EVENT,4,0,1540476585,32768,32768,32768,32768"
6.3008599,"COMMIT_EVENT,4,0,1540476585,1540482242,76872,1500,1500,1500,1500,1500,1500,1500,1500"
6.3008599,"RX_EVENT,5,0,1540487238,32768,32768,32768,32768"
6.3227118,"COMMIT_EVENT,5,0,1540487238,1540502242,76873,1500,1500,1500,1500,1500,1500,1500,1500"
6.333432,"RX_EVENT,6,0,1540507739,32768,32768,32768,32768"
6.3466945,"COMMIT_EVENT,6,0,1540507739,1540522242,76874,1500,1500,1500,1500,1500,1500,1500,1500"
6.3466945,"RX_EVENT,7,0,1540530714,32768,32768,32768,32768"
6.368349,"COMMIT_EVENT,7,0,1540530714,1540542242,76875,1500,1500,1500,1500,1500,1500,1500,1500"
6.368349,"RX_EVENT,8,0,1540543973,32768,32768,32768,32768"
6.3798592,"COMMIT_EVENT,8,0,1540543973,1540562242,76876,1500,1500,1500,1500,1500,1500,1500,1500"
6.3798592,"RX_EVENT,9,0,1540565692,32768,32768,32768,32768"
6.4004752,"COMMIT_EVENT,9,0,1540565692,1540582242,76877,1500,1500,1500,1500,1500,1500,1500,1500"
6.4110756,"RX_EVENT,10,0,1540586160,32768,32768,32768,32768"
6.4220076,"COMMIT_EVENT,10,0,1540586160,1540602242,76878,1500,1500,1500,1500,1500,1500,1500,1500"
6.4220076,"RX_EVENT,11,0,1540608288,32768,32768,32768,32768"
6.4416496,"COMMIT_EVENT,11,0,1540608288,1540622242,76879,1500,1500,1500,1500,1500,1500,1500,1500"
6.4416496,"RX_EVENT,12,0,1540628170,32768,32768,32768,32768"
6.451298,"COMMIT_EVENT,12,0,1540628170,1540642242,76880,1500,1500,1500,1500,1500,1500,1500,1500"
6.4723589,"RX_EVENT,13,0,1540648566,32768,32768,32768,32768"
6.4843351,"COMMIT_EVENT,13,0,1540648566,1540662242,76881,1500,1500,1500,1500,1500,1500,1500,1500"
6.4843351,"RX_EVENT,14,0,1540669590,32768,32768,32768,32768"
6.505626,"COMMIT_EVENT,14,0,1540669590,1540682242,76882,1500,1500,1500,1500,1500,1500,1500,1500"
6.5161211,"RX_EVENT,15,0,1540691703,32768,32768,32768,32768"
6.5161211,"COMMIT_EVENT,15,0,1540691703,1540702242,76883,1500,1500,1500,1500,1500,1500,1500,1500"
6.5280825,"RX_EVENT,16,0,1540713387,32768,32768,32768,32768"
6.5482541,"COMMIT_EVENT,16,0,1540713387,1540722242,76884,1500,1500,1500,1500,1500,1500,1500,1500"
6.5482541,"RX_EVENT,17,0,1540725399,32768,32768,32768,32768"
6.5586668,"COMMIT_EVENT,17,0,1540725399,1540742242,76885,1500,1500,1500,1500,1500,1500,1500,1500"
6.5586668,"RX_EVENT,18,0,1540745498,32768,32768,32768,32768"
6.5792553,"COMMIT_EVENT,18,0,1540745498,1540762242,76886,1500,1500,1500,1500,1500,1500,1500,1500"
6.5792553,"RX_EVENT,19,0,1540765180,32768,32768,32768,32768"
6.61116,"COMMIT_EVENT,19,0,1540765180,1540782242,76887,1500,1500,1500,1500,1500,1500,1500,1500"
6.61116,"RX_EVENT,20,0,1540786413,32768,32768,32768,32768"
6.6226465,"COMMIT_EVENT,20,0,1540786413,1540802242,76888,1500,1500,1500,1500,1500,1500,1500,1500"
6.6226465,"RX_EVENT,21,0,1540808597,32768,32768,32768,32768"
6.6338216,"COMMIT_EVENT,21,0,1540808597,1540822242,76889,1500,1500,1500,1500,1500,1500,1500,1500"
6.655071,"RX_EVENT,22,0,1540831305,32768,32768,32768,32768"
6.655071,"COMMIT_EVENT,22,0,1540831305,1540842242,76890,1500,1500,1500,1500,1500,1500,1500,1500"
6.6672995,"RX_EVENT,23,0,1540852318,32768,32768,32768,32768"
6.6793683,"COMMIT_EVENT,23,0,1540852318,1540862242,76891,1500,1500,1500,1500,1500,1500,1500,1500"
6.6793683,"RX_EVENT,24,0,1540864586,32768,32768,32768,32768"
6.7007618,"COMMIT_EVENT,24,0,1540864586,1540882242,76892,1500,1500,1500,1500,1500,1500,1500,1500"
6.7007618,"RX_EVENT,25,0,1540885973,32768,32768,32768,32768"
6.7115042,"COMMIT_EVENT,25,0,1540885973,1540902242,76893,1500,1500,1500,1500,1500,1500,1500,1500"
6.7324518,"RX_EVENT,26,0,1540908826,32768,32768,32768,32768"
6.7439044,"COMMIT_EVENT,26,0,1540908826,1540922242,76894,1500,1500,1500,1500,1500,1500,1500,1500"
6.7439044,"RX_EVENT,27,0,1540929762,32768,32768,32768,32768"
6.7657161,"COMMIT_EVENT,27,0,1540929762,1540942242,76895,1500,1500,1500,1500,1500,1500,1500,1500"
6.7772076,"RX_EVENT,28,0,1540951169,32768,32768,32768,32768"
6.7772076,"COMMIT_EVENT,28,0,1540951169,1540962242,76896,1500,1500,1500,1500,1500,1500,1500,1500"
6.788613,"RX_EVENT,29,0,1540974524,32768,32768,32768,32768"
6.8002099,"COMMIT_EVENT,29,0,1540974524,1540982242,76897,1500,1500,1500,1500,1500,1500,1500,1500"
6.8002099,"RX_EVENT,30,0,1540985948,32768,32768,32768,32768"
6.82273,"COMMIT_EVENT,30,0,1540985948,1541002242,76898,1500,1500,1500,1500,1500,1500,1500,1500"
6.82273,"RX_EVENT,31,0,1541007249,32768,32768,32768,32768"
6.833622,"COMMIT_EVENT,31,0,1541007249,1541022242,76899,1500,1500,1500,1500,1500,1500,1500,1500"
6.8540232,"RX_EVENT,32,0,1541030908,32768,32768,32768,32768"
6.8648974,"COMMIT_EVENT,32,0,1541030908,1541042242,76900,1500,1500,1500,1500,1500,1500,1500,1500"
6.8648974,"RX_EVENT,33,0,1541051336,32768,32768,32768,32768"
6.8859674,"COMMIT_EVENT,33,0,1541051336,1541062242,76901,1500,1500,1500,1500,1500,1500,1500,1500"
6.8968632,"RX_EVENT,34,0,1541071515,32768,32768,32768,32768"
6.8968632,"COMMIT_EVENT,34,0,1541071515,1541082242,76902,1500,1500,1500,1500,1500,1500,1500,1500"
6.909466,"RX_EVENT,35,0,1541094202,32768,32768,32768,32768"
6.9315096,"COMMIT_EVENT,35,0,1541094202,1541102242,76903,1500,1500,1500,1500,1500,1500,1500,1500"
6.9315096,"RX_EVENT,36,0,1541106822,32768,32768,32768,32768"
6.94294,"COMMIT_EVENT,36,0,1541106822,1541122242,76904,1500,1500,1500,1500,1500,1500,1500,1500"
6.94294,"RX_EVENT,37,0,1541128849,32768,32768,32768,32768"
6.9658736,"COMMIT_EVENT,37,0,1541128849,1541142242,76905,1500,1500,1500,1500,1500,1500,1500,1500"
6.9782875,"RX_EVENT,38,0,1541149947,32768,32768,32768,32768"
6.9782875,"COMMIT_EVENT,38,0,1541149947,1541162242,76906,1500,1500,1500,1500,1500,1500,1500,1500"
6.9908869,"RX_EVENT,39,0,1541175632,32768,32768,32768,32768"
7.0024212,"COMMIT_EVENT,39,0,1541175632,1541182242,76907,1500,1500,1500,1500,1500,1500,1500,1500"
7.0024212,"RX_EVENT,40,0,1541188213,32768,32768,32768,32768"
7.0249483,"COMMIT_EVENT,40,0,1541188213,1541202242,76908,1500,1500,1500,1500,1500,1500,1500,1500"
7.0249483,"RX_EVENT,41,0,1541209403,32768,32768,32768,32768"
7.0364402,"COMMIT_EVENT,41,0,1541209403,1541222242,76909,1500,1500,1500,1500,1500,1500,1500,1500"
7.0480906,"RX_EVENT,42,0,1541233847,32768,32768,32768,32768"
7.0688324,"COMMIT_EVENT,42,0,1541233847,1541242242,76910,1500,1500,1500,1500,1500,1500,1500,1500"
7.0688324,"RX_EVENT,43,0,1541245392,32768,32768,32768,32768"
7.0798612,"COMMIT_EVENT,43,0,1541245392,1541262242,76911,1500,1500,1500,1500,1500,1500,1500,1500"
7.0798612,"RX_EVENT,44,0,1541266229,32768,32768,32768,32768"
7.0994888,"COMMIT_EVENT,44,0,1541266229,1541282242,76912,1500,1500,1500,1500,1500,1500,1500,1500"
7.0994888,"RX_EVENT,45,0,1541286159,32768,32768,32768,32768"
7.1091929,"COMMIT_EVENT,45,0,1541286159,1541302242,76913,1500,1500,1500,1500,1500,1500,1500,1500"
7.1310972,"RX_EVENT,46,0,1541306498,32768,32768,32768,32768"
7.1422789,"COMMIT_EVENT,46,0,1541306498,1541322242,76914,1500,1500,1500,1500,1500,1500,1500,1500"
7.1422789,"RX_EVENT,47,0,1541328547,32768,32768,32768,32768"
7.1642121,"COMMIT_EVENT,47,0,1541328547,1541342242,76915,1500,1500,1500,1500,1500,1500,1500,1500"
7.1760185,"RX_EVENT,48,0,1541348960,32768,32768,32768,32768"
7.1760185,"COMMIT_EVENT,48,0,1541348960,1541362242,76916,1500,1500,1500,1500,1500,1500,1500,1500"
7.1877731,"RX_EVENT,49,0,1541373344,32768,32768,32768,32768"
7.2092897,"COMMIT_EVENT,49,0,1541373344,1541382242,76917,1500,1500,1500,1500,1500,1500,1500,1500"
7.2092897,"RX_EVENT,50,0,1541385120,32768,32768,32768,32768"
7.2216105,"COMMIT_EVENT,50,0,1541385120,1541402242,76918,1500,1500,1500,1500,1500,1500,1500,1500"
7.2216105,"RX_EVENT,51,0,1541406620,32768,32768,32768,32768"
7.2317343,"COMMIT_EVENT,51,0,1541406620,1541422242,76919,1500,1500,1500,1500,1500,1500,1500,1500"
7.2521453,"RX_EVENT,52,0,1541429144,32768,32768,32768,32768"
7.2643298,"COMMIT_EVENT,52,0,1541429144,1541442242,76920,1500,1500,1500,1500,1500,1500,1500,1500"
7.2643298,"RX_EVENT,53,0,1541449447,32768,32768,32768,32768"
7.2849226,"COMMIT_EVENT,53,0,1541449447,1541462242,76921,1500,1500,1500,1500,1500,1500,1500,1500"
7.2849226,"RX_EVENT,54,0,1541471426,32768,32768,32768,32768"
7.2956715,"COMMIT_EVENT,54,0,1541471426,1541482242,76922,1500,1500,1500,1500,1500,1500,1500,1500"
7.3169812,"RX_EVENT,55,0,1541493037,32768,32768,32768,32768"
7.3280023,"COMMIT_EVENT,55,0,1541493037,1541502242,76923,1500,1500,1500,1500,1500,1500,1500,1500"
7.3280023,"RX_EVENT,56,0,1541514345,32768,32768,32768,32768"
7.3392902,"COMMIT_EVENT,56,0,1541514345,1541522242,76924,1500,1500,1500,1500,1500,1500,1500,1500"
7.3392902,"RX_EVENT,57,0,1541525334,32768,32768,32768,32768"
7.3599422,"COMMIT_EVENT,57,0,1541525334,1541542242,76925,1500,1500,1500,1500,1500,1500,1500,1500"
7.3599422,"RX_EVENT,58,0,1541546650,32768,32768,32768,32768"
7.3796357,"COMMIT_EVENT,58,0,1541546650,1541562242,76926,1500,1500,1500,1500,1500,1500,1500,1500"
7.3906818,"RX_EVENT,59,0,1541566185,32768,32768,32768,32768"
7.4015459,"COMMIT_EVENT,59,0,1541566185,1541582242,76927,1500,1500,1500,1500,1500,1500,1500,1500"
7.4015459,"RX_EVENT,60,0,1541587978,32768,32768,32768,32768"
7.4225331,"COMMIT_EVENT,60,0,1541587978,1541602242,76928,1500,1500,1500,1500,1500,1500,1500,1500"
7.4225331,"RX_EVENT,61,0,1541607854,32768,32768,32768,32768"
7.434353,"COMMIT_EVENT,61,0,1541607854,1541622242,76929,1500,1500,1500,1500,1500,1500,1500,1500"
7.4477078,"RX_EVENT,62,0,1541631759,32768,32768,32768,32768"
7.4695468,"COMMIT_EVENT,62,0,1541631759,1541642242,76930,1500,1500,1500,1500,1500,1500,1500,1500"
7.4695468,"RX_EVENT,63,0,1541645299,32768,32768,32768,32768"
7.4798723,"COMMIT_EVENT,63,0,1541645299,1541662242,76931,1500,1500,1500,1500,1500,1500,1500,1500"
7.4798723,"RX_EVENT,64,0,1541666875,32768,32768,32768,32768"
7.5000819,"COMMIT_EVENT,64,0,1541666875,1541682242,76932,1500,1500,1500,1500,1500,1500,1500,1500"
7.5103609,"RX_EVENT,65,0,1541685723,32768,32768,32768,32768"
7.5221935,"COMMIT_EVENT,65,0,1541685723,1541702242,76933,1500,1500,1500,1500,1500,1500,1500,1500"
7.5221935,"RX_EVENT,66,0,1541707752,32768,32768,32768,32768"
7.5435144,"COMMIT_EVENT,66,0,1541707752,1541722242,76934,1500,1500,1500,1500,1500,1500,1500,1500"
7.5435144,"RX_EVENT,67,0,1541729011,32768,32768,32768,32768"
7.5560319,"COMMIT_EVENT,67,0,1541729011,1541742242,76935,1500,1500,1500,1500,1500,1500,1500,1500"
7.5765353,"RX_EVENT,68,0,1541753405,32768,32768,32768,32768"
7.5765353,"COMMIT_EVENT,68,0,1541753405,1541762242,76936,1500,1500,1500,1500,1500,1500,1500,1500"
7.5875876,"RX_EVENT,69,0,1541773850,32768,32768,32768,32768"
7.608047,"COMMIT_EVENT,69,0,1541773850,1541782242,76937,1500,1500,1500,1500,1500,1500,1500,1500"
7.608047,"RX_EVENT,70,0,1541785069,32768,32768,32768,32768"
7.620293,"COMMIT_EVENT,70,0,1541785069,1541802242,76938,1500,1500,1500,1500,1500,1500,1500,1500"
7.620293,"RX_EVENT,71,0,1541805463,32768,32768,32768,32768"
7.6311317,"COMMIT_EVENT,71,0,1541805463,1541822242,76939,1500,1500,1500,1500,1500,1500,1500,1500"
7.6552688,"RX_EVENT,72,0,1541828656,32768,32768,32768,32768"
7.6669116,"COMMIT_EVENT,72,0,1541828656,1541842242,76940,1500,1500,1500,1500,1500,1500,1500,1500"
7.6669116,"RX_EVENT,73,0,1541852639,32768,32768,32768,32768"
7.6783824,"COMMIT_EVENT,73,0,1541852639,1541862242,76941,1500,1500,1500,1500,1500,1500,1500,1500"
7.6783824,"RX_EVENT,74,0,1541864369,32768,32768,32768,32768"
7.7008057,"COMMIT_EVENT,74,0,1541864369,1541882242,76942,1500,1500,1500,1500,1500,1500,1500,1500"
7.7105685,"RX_EVENT,75,0,1541886042,32768,32768,32768,32768"
7.7232818,"COMMIT_EVENT,75,0,1541886042,1541902242,76943,1500,1500,1500,1500,1500,1500,1500,1500"
