event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.1867562,13.1867562,positive_first,positive,outbound,1,19
2,1,Aileron_L,0.05,13.1867562,15.1867562,positive_first,positive,outbound,2,19
3,1,Aileron_L,0.1,15.1867562,17.1867562,positive_first,positive,outbound,3,19
4,1,Aileron_L,0.15,17.1867562,19.1867562,positive_first,positive,outbound,4,19
5,1,Aileron_L,0.2,19.1867562,21.1867562,positive_first,positive,outbound,5,19
6,1,Aileron_L,0.3,21.1867562,23.1867562,positive_first,positive,outbound,6,19
7,1,Aileron_L,0.45,23.1867562,25.1867562,positive_first,positive,outbound,7,19
8,1,Aileron_L,0.6,25.1867562,27.1867562,positive_first,positive,outbound,8,19
9,1,Aileron_L,0.8,27.1867562,29.1867562,positive_first,positive,outbound,9,19
10,1,Aileron_L,1,29.1867562,31.1867562,positive_first,positive,outbound,10,19
11,1,Aileron_L,0.8,31.1867562,33.1867562,positive_first,positive,return,11,19
12,1,Aileron_L,0.6,33.1867562,35.1867562,positive_first,positive,return,12,19
13,1,Aileron_L,0.45,35.1867562,37.1867562,positive_first,positive,return,13,19
14,1,Aileron_L,0.3,37.1867562,39.1867562,positive_first,positive,return,14,19
15,1,Aileron_L,0.2,39.1867562,41.1867562,positive_first,positive,return,15,19
16,1,Aileron_L,0.15,41.1867562,43.1867562,positive_first,positive,return,16,19
17,1,Aileron_L,0.1,43.1867562,45.1867562,positive_first,positive,return,17,19
18,1,Aileron_L,0.05,45.1867562,47.1867562,positive_first,positive,return,18,19
19,1,Aileron_L,0,47.1867562,49.1867562,positive_first,positive,return,19,19
20,1,Aileron_L,-0,49.1867562,51.1867562,positive_first,negative,outbound,1,19
21,1,Aileron_L,-0.05,51.1867562,53.1867562,positive_first,negative,outbound,2,19
22,1,Aileron_L,-0.1,53.1867562,55.1867562,positive_first,negative,outbound,3,19
23,1,Aileron_L,-0.15,55.1867562,57.1867562,positive_first,negative,outbound,4,19
24,1,Aileron_L,-0.2,57.1867562,59.1867562,positive_first,negative,outbound,5,19
25,1,Aileron_L,-0.3,59.1867562,61.1867562,positive_first,negative,outbound,6,19
26,1,Aileron_L,-0.45,61.1867562,63.1867562,positive_first,negative,outbound,7,19
27,1,Aileron_L,-0.6,63.1867562,65.1867562,positive_first,negative,outbound,8,19
28,1,Aileron_L,-0.8,65.1867562,67.1867562,positive_first,negative,outbound,9,19
29,1,Aileron_L,-1,67.1867562,69.1867562,positive_first,negative,outbound,10,19
30,1,Aileron_L,-0.8,69.1867562,71.1867562,positive_first,negative,return,11,19
31,1,Aileron_L,-0.6,71.1867562,73.1867562,positive_first,negative,return,12,19
32,1,Aileron_L,-0.45,73.1867562,75.1867562,positive_first,negative,return,13,19
33,1,Aileron_L,-0.3,75.1867562,77.1867562,positive_first,negative,return,14,19
34,1,Aileron_L,-0.2,77.1867562,79.1867562,positive_first,negative,return,15,19
35,1,Aileron_L,-0.15,79.1867562,81.1867562,positive_first,negative,return,16,19
36,1,Aileron_L,-0.1,81.1867562,83.1867562,positive_first,negative,return,17,19
37,1,Aileron_L,-0.05,83.1867562,85.1867562,positive_first,negative,return,18,19
38,1,Aileron_L,-0,85.1867562,87.1867562,positive_first,negative,return,19,19
39,1,Aileron_L,-0,87.1867562,89.1867562,negative_first,negative,outbound,1,19
40,1,Aileron_L,-0.05,89.1867562,91.1867562,negative_first,negative,outbound,2,19
41,1,Aileron_L,-0.1,91.1867562,93.1867562,negative_first,negative,outbound,3,19
42,1,Aileron_L,-0.15,93.1867562,95.1867562,negative_first,negative,outbound,4,19
43,1,Aileron_L,-0.2,95.1867562,97.1867562,negative_first,negative,outbound,5,19
44,1,Aileron_L,-0.3,97.1867562,99.1867562,negative_first,negative,outbound,6,19
45,1,Aileron_L,-0.45,99.1867562,101.1867562,negative_first,negative,outbound,7,19
46,1,Aileron_L,-0.6,101.1867562,103.1867562,negative_first,negative,outbound,8,19
47,1,Aileron_L,-0.8,103.1867562,105.1867562,negative_first,negative,outbound,9,19
48,1,Aileron_L,-1,105.1867562,107.1867562,negative_first,negative,outbound,10,19
49,1,Aileron_L,-0.8,107.1867562,109.1867562,negative_first,negative,return,11,19
50,1,Aileron_L,-0.6,109.1867562,111.1867562,negative_first,negative,return,12,19
51,1,Aileron_L,-0.45,111.1867562,113.1867562,negative_first,negative,return,13,19
52,1,Aileron_L,-0.3,113.1867562,115.1867562,negative_first,negative,return,14,19
53,1,Aileron_L,-0.2,115.1867562,117.1867562,negative_first,negative,return,15,19
54,1,Aileron_L,-0.15,117.1867562,119.1867562,negative_first,negative,return,16,19
55,1,Aileron_L,-0.1,119.1867562,121.1867562,negative_first,negative,return,17,19
56,1,Aileron_L,-0.05,121.1867562,123.1867562,negative_first,negative,return,18,19
57,1,Aileron_L,-0,123.1867562,125.1867562,negative_first,negative,return,19,19
58,1,Aileron_L,0,125.1867562,127.1867562,negative_first,positive,outbound,1,19
59,1,Aileron_L,0.05,127.1867562,129.1867562,negative_first,positive,outbound,2,19
60,1,Aileron_L,0.1,129.1867562,131.1867562,negative_first,positive,outbound,3,19
61,1,Aileron_L,0.15,131.1867562,133.1867562,negative_first,positive,outbound,4,19
62,1,Aileron_L,0.2,133.1867562,135.1867562,negative_first,positive,outbound,5,19
63,1,Aileron_L,0.3,135.1867562,137.1867562,negative_first,positive,outbound,6,19
64,1,Aileron_L,0.45,137.1867562,139.1867562,negative_first,positive,outbound,7,19
65,1,Aileron_L,0.6,139.1867562,141.1867562,negative_first,positive,outbound,8,19
66,1,Aileron_L,0.8,141.1867562,143.1867562,negative_first,positive,outbound,9,19
67,1,Aileron_L,1,143.1867562,145.1867562,negative_first,positive,outbound,10,19
