surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,61.6566299,0.6593356497,1.361145223,1.083831441,1.011326485,19.41114944,14.46402823,11.63583338
0.25,False,60.75970394,0.6526958177,1.371734508,1.063165485,0.9903469703,19.11222826,14.67862396,11.61190013
0.5,False,60.03259186,0.6464845217,1.383209211,1.050500416,0.9772536024,18.77103527,15.07462691,11.56891244
0.75,False,59.45791842,0.6409131769,1.395597765,1.045475114,0.9716854408,18.34242077,15.66263886,11.52651625
1,True,58.93159696,0.6516308795,1.408899364,1.039383637,0.9650280018,17.87855744,16.50007612,11.50934481
