t_read_host_s,line_text
0.2001574,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,579574095"
0.9652693,"RX_EVENT,0,0,580332090,32768,32768,32768,32768"
0.9652693,"OK_EVENT,SET_NEUTRAL"
0.9652693,"COMMIT_EVENT,0,0,580332090,580334946,243613,1500,1500,1500,1500,1500,1500,1500,1500"
6.3015151,"RX_EVENT,0,0,585671820,32768,32768,32768,32768"
6.3015151,"COMMIT_EVENT,0,0,585671820,585674946,243880,1500,1500,1500,1500,1500,1500,1500,1500"
6.3154817,"RX_EVENT,1,0,585685183,32768,32768,32768,32768"
6.3292702,"COMMIT_EVENT,1,0,585685183,585694946,243881,1500,1500,1500,1500,1500,1500,1500,1500"
6.3292702,"RX_EVENT,2,0,585699062,32768,32768,32768,32768"
6.3537771,"RX_EVENT,3,0,585712486,32768,32768,32768,32768"
6.3537771,"COMMIT_EVENT,3,0,585712486,585714946,243882,1500,1500,1500,1500,1500,1500,1500,1500"
6.3537771,"RX_EVENT,4,0,585724762,32768,32768,32768,32768"
6.366441,"COMMIT_EVENT,4,0,585724762,585734946,243883,1500,1500,1500,1500,1500,1500,1500,1500"
6.366441,"RX_EVENT,5,0,585736862,32768,32768,32768,32768"
6.3812068,"RX_EVENT,6,0,585749556,32768,32768,32768,32768"
6.3812068,"COMMIT_EVENT,6,0,585749556,585754946,243884,1500,1500,1500,1500,1500,1500,1500,1500"
6.3958507,"RX_EVENT,7,0,585764490,32768,32768,32768,32768"
6.4104386,"COMMIT_EVENT,7,0,585764490,585774946,243885,1500,1500,1500,1500,1500,1500,1500,1500"
6.4104386,"RX_EVENT,8,0,585778974,32768,32768,32768,32768"
6.424059,"RX_EVENT,9,0,585793531,32768,32768,32768,32768"
6.424059,"COMMIT_EVENT,9,0,585793531,585794946,243886,1500,1500,1500,1500,1500,1500,1500,1500"
6.4356556,"RX_EVENT,10,0,585807193,32768,32768,32768,32768"
6.4586401,"COMMIT_EVENT,10,0,585807193,585814946,243887,1500,1500,1500,1500,1500,1500,1500,1500"
6.4586401,"RX_EVENT,11,0,585818819,32768,32768,32768,32768"
6.4703243,"COMMIT_EVENT,11,0,585818819,585834946,243888,1500,1500,1500,1500,1500,1500,1500,1500"
6.4703243,"RX_EVENT,12,0,585841656,32768,32768,32768,32768"
6.4926163,"RX_EVENT,13,0,585853360,32768,32768,32768,32768"
6.4926163,"COMMIT_EVENT,13,0,585853360,585854946,243889,1500,1500,1500,1500,1500,1500,1500,1500"
6.5056746,"RX_EVENT,14,0,585864227,32768,32768,32768,32768"
6.5056746,"COMMIT_EVENT,14,0,585864227,585874946,243890,1500,1500,1500,1500,1500,1500,1500,1500"
6.5056746,"RX_EVENT,15,0,585876607,32768,32768,32768,32768"
6.5343591,"COMMIT_EVENT,15,0,585876607,585894946,243891,1500,1500,1500,1500,1500,1500,1500,1500"
6.5343591,"RX_EVENT,16,0,585901439,32768,32768,32768,32768"
6.5503442,"COMMIT_EVENT,16,0,585901439,585914946,243892,1500,1500,1500,1500,1500,1500,1500,1500"
6.5503442,"RX_EVENT,17,0,585917481,32768,32768,32768,32768"
6.5649202,"RX_EVENT,18,0,585933522,32768,32768,32768,32768"
6.5649202,"COMMIT_EVENT,18,0,585933522,585934946,243893,1500,1500,1500,1500,1500,1500,1500,1500"
6.5798217,"RX_EVENT,19,0,585948078,32768,32768,32768,32768"
6.5798217,"COMMIT_EVENT,19,0,585948078,585954946,243894,1500,1500,1500,1500,1500,1500,1500,1500"
6.5945055,"RX_EVENT,20,0,585962975,32768,32768,32768,32768"
6.6101767,"COMMIT_EVENT,20,0,585962975,585974946,243895,1500,1500,1500,1500,1500,1500,1500,1500"
6.6101767,"RX_EVENT,21,0,585977674,32768,32768,32768,32768"
6.6279781,"RX_EVENT,22,0,585993363,32768,32768,32768,32768"
6.6279781,"COMMIT_EVENT,22,0,585993363,585994946,243896,1500,1500,1500,1500,1500,1500,1500,1500"
6.6452211,"RX_EVENT,23,0,586011361,32768,32768,32768,32768"
6.6452211,"COMMIT_EVENT,23,0,586011361,586014946,243897,1500,1500,1500,1500,1500,1500,1500,1500"
6.6600471,"RX_EVENT,24,0,586028398,32768,32768,32768,32768"
6.674369,"COMMIT_EVENT,24,0,586028398,586034946,243898,1500,1500,1500,1500,1500,1500,1500,1500"
6.674369,"RX_EVENT,25,0,586043276,32768,32768,32768,32768"
6.688917,"COMMIT_EVENT,25,0,586043276,586054946,243899,1500,1500,1500,1500,1500,1500,1500,1500"
6.688917,"RX_EVENT,26,0,586057600,32768,32768,32768,32768"
