stage_id,status,stage_run_root,blocked_reason,duration_s,docs_alignment_status
R5,blocked,03_Control/05_Results/lqr_contextual_v1_0/w01_dense/034,failed_gate:r5_launch_aware_decision_passed_for_review,1599.653,aligned
