diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,50,0.68,0.74,0.05999999999999994,0.74,0.74,0.0,0.06,0.0,0.26,0.0,57.346653320242204,84.82140420121847,27.474750880976266,2.6671117496265784,2.7416418297693577
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,50,0.68,0.74,0.05999999999999994,0.74,0.74,0.0,0.06,0.0,0.26,0.0,57.346653320242204,84.82088638651854,27.474233066276334,2.6671117496265784,2.73990315548051
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,50,0.68,0.74,0.05999999999999994,0.74,0.74,0.0,0.06,0.0,0.26,0.0,57.34665332024221,84.82140420121847,27.47475088097626,2.6671117496265784,2.7401843981399168
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,50,0.68,0.74,0.05999999999999994,0.74,0.74,0.0,0.06,0.0,0.26,0.0,57.346653320242204,84.82140420121847,27.474750880976266,2.6671117496265784,2.7406693969843756
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,50,0.46,0.7,0.23999999999999994,0.62,0.7,0.07999999999999996,0.16,0.02,0.38,0.0,16.738377683855706,86.00653041950392,69.26815273564821,2.876448466818519,2.889247667419582
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,50,0.46,0.7,0.23999999999999994,0.62,0.7,0.07999999999999996,0.16,0.02,0.38,0.0,16.738377683855706,86.72484737812944,69.98646969427374,2.876448466818519,2.8872739160227896
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,50,0.46,0.7,0.23999999999999994,0.62,0.7,0.07999999999999996,0.16,0.02,0.38,0.0,16.738377683855706,85.99468647627573,69.25630879242003,2.876448466818519,2.888855070887682
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,50,0.46,0.7,0.23999999999999994,0.62,0.7,0.07999999999999996,0.16,0.02,0.38,0.0,16.738377683855706,86.80440590991975,70.06602822606405,2.876448466818519,2.888971002530248
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,50,0.32,0.82,0.49999999999999994,0.56,0.88,0.31999999999999995,0.24,0.06,0.44,0.0,-9.052403202988728,109.40749704608875,118.45990024907748,2.905015934032315,3.035286917503858
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,50,0.32,0.82,0.49999999999999994,0.56,0.88,0.31999999999999995,0.24,0.06,0.44,0.0,-9.052403202988728,109.42707491860745,118.47947812159617,2.905015934032315,3.0374545289915296
