diagnostic_version,outer_case_index,environment_block_id,paired_start_condition_index,neutral_status,neutral_policy_id,initial_launch_speed_m_s,termination_cause,trajectory_status,mission_success,front_wall_terminal_success,wrong_wall_exit,floor_or_ceiling_violation,hard_failure,safe_geometric,terminal_wall_face,episode_flight_time_s,start_specific_energy_m,terminal_specific_energy_m,net_specific_energy_delta_m,final_exit_x_w_m,final_exit_y_w_m,final_exit_z_w_m,min_wall_margin_m,floor_margin_m,ceiling_margin_m,max_abs_surface_rad,neutral_diagnostic_score,wind_mode,environment_instance_id,W_layer,environment_mode,fan_count,active_fan_count,path_points_json
r11_balanced_true_neutral_intervention_diagnostic_v1,0,r11_l0_dry_air_fixed,0,complete,true_neutral_open_loop,5.450297674218583,wall_boundary_exit_retained,finite_neutral_rollout,False,False,True,False,False,True,side_wall_y_max,1.24,3.318948681210717,2.4122449261007257,-0.9067037551099912,6.148265334361182,4.45040362006745,1.8180585663621256,-0.05040362006745003,1.4043772048353746,1.495995364368155,0.0,-50.0,none,W0_dry_air_s22200020,W0,dry_air,0,0,"[[1.2835261968705143,1.8808047789771982,1.8043772048353746],[1.3870145943452576,1.909208570036485,1.8210425470918654],[1.8982244425681272,2.054533000803321,1.8679275096397971],[2.3943399997408967,2.2110112028212487,1.8922688432682415],[2.873510713430931,2.380443506074253,1.9116551487009197],[3.334767294909631,2.5623635281790547,1.930574920971772],[3.7770787468513274,2.756066889174312,1.950199809222112],[4.199171617504308,2.9610811843583535,1.970479071838479],[4.599366695417759,3.177154526256803,1.9902249656103994],[4.975041467909295,3.403575786695474,2.0032954934153206],[5.320185083322067,3.6389471291902065,1.9984839679902664],[5.626872302574464,3.8831429763498866,1.9707149094768552],[5.890435476358102,4.136210542626793,1.918063370948568],[6.109731508926432,4.397308185315644,1.8377048008010013],[6.148265334361182,4.45040362006745,1.8180585663621256]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,1,r11_l0_dry_air_fixed,1,complete,true_neutral_open_loop,5.695983543423715,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.9,3.4808556684278713,2.969765576671892,-0.5110900917559795,6.699332282528375,2.721338224003277,0.5374962252806029,-0.09933228252837534,0.1374962252806029,1.6733396238969176,0.0,120.0,none,W0_dry_air_s22200061,W0,dry_air,0,0,"[[1.2311858500799076,1.8937527769206226,1.8266603761030824],[1.3431557801923926,1.8894813954320755,1.8046903301543982],[1.9076584611178744,1.879422549239444,1.6726629692927455],[2.4848104721886135,1.8940955076315564,1.526293534842002],[3.0759328725327446,1.9355027234340019,1.3770142248805084],[3.679956136822857,2.0038955024523806,1.2281731326923377],[4.295117534833374,2.099683412687998,1.0807387802313768],[4.919412372638846,2.2235207586153565,0.934966208404748],[5.550805876412653,2.3758910348565254,0.7910366596428239],[6.187407056446506,2.556705604361079,0.649214487774331],[6.699332282528375,2.721338224003277,0.5374962252806029]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,2,r11_l0_dry_air_fixed,2,complete,true_neutral_open_loop,7.719153217499324,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.76,4.79622237437346,4.282565981352422,-0.513656393021038,6.613812726144801,2.256327850330375,2.3321446872874727,-0.013812726144801779,1.3582162053335654,1.1678553127125273,0.0,120.0,none,W0_dry_air_s22200102,W0,dry_air,0,0,"[[1.3471103882422732,2.1565261392530735,1.7582162053335653],[1.4996616683612694,2.1580349160732673,1.7787704171293488],[2.2538609743568063,2.1642613463274074,1.8530726992699347],[2.9901641169632933,2.170538867089787,1.918293474053102],[3.7071422376977465,2.178860578804121,1.98646881203472],[4.404004502491116,2.190561547584344,2.0589084735501633],[5.080042901185561,2.206084918011906,2.1354133588325523],[5.734613258446767,2.2251141932707856,2.215436673634842],[6.367118633142061,2.2469606128906197,2.2983299109474182],[6.613812726144801,2.256327850330375,2.3321446872874727]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,3,r11_l0_dry_air_fixed,3,complete,true_neutral_open_loop,3.458319123163001,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,1.0,2.180300440131291,0.7934372945782754,-1.3868631455530154,4.201934048403945,1.5340368615800224,0.39944188150989596,0.0693492849295041,-0.0005581184901040648,1.9251553320625288,0.0,-80.0,none,W0_dry_air_s22200143,W0,dry_air,0,0,"[[1.269349284929504,1.8145952230160616,1.570511615321855],[1.3378706846920476,1.8072579072711807,1.574037615676755],[1.6785067336442248,1.7704580542039943,1.5587694706497197],[2.014920456535439,1.7338273494958767,1.4991218390355192],[2.3433936131663886,1.6981485006231256,1.403551072468845],[2.6613956279637994,1.6640804640191134,1.2863982086552592],[2.9668227246033156,1.6322914835983497,1.155723255732535],[3.257782002011144,1.6035238731008046,1.0152885814046062],[3.5325362126921873,1.5785325193923836,0.8663328653966942],[3.789456920571127,1.5580062363900962,0.7086519045428445],[4.026968673619911,1.542514495214807,0.5412570604805884],[4.201934048403945,1.5340368615800224,0.39944188150989596]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,4,r11_l0_dry_air_fixed,4,complete,true_neutral_open_loop,4.552254217293346,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,1.0,2.5691266771011194,2.0994819750246756,-0.4696447020764438,6.404057072139324,2.8821156593502946,0.3855549590730391,0.0876944234765884,-0.014445040926960917,1.9874532181161593,0.0,-80.0,none,W0_dry_air_s22200184,W0,dry_air,0,0,"[[1.2876944234765884,2.090159608035487,1.5125467818838407],[1.3771568190665315,2.092872850582284,1.4942292004653632],[1.8292035812274008,2.1108171338810022,1.3750562072131],[2.2962505520689658,2.1403664295655074,1.238780944427396],[2.7812544032798803,2.1835899630161917,1.102398410702481],[3.2833115644932227,2.2412386028683544,0.9723009406589971],[3.800101703170798,2.3138826976902016,0.8506540497773338],[4.3289168080354195,2.4020696804348556,0.7377956123639507],[4.867106854481398,2.50621493353655,0.6335305537316344],[5.412229093983143,2.62642765268443,0.5376284227486301],[5.962086155893899,2.7624116156553447,0.44991457342895574],[6.404057072139324,2.8821156593502946,0.3855549590730391]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,5,r11_l0_dry_air_fixed,5,complete,true_neutral_open_loop,4.385046115185675,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,1.1400000000000001,2.614616479043746,2.0987335514742225,-0.5158829275695234,6.639953493775552,0.9378593879259763,0.6662025580641393,-0.03995349377555257,0.2662025580641393,1.8657707802295522,0.0,116.98733551474223,none,W0_dry_air_s22200225,W0,dry_air,0,0,"[[1.343938593485931,2.0130413950057378,1.6342292197704478],[1.4308777894556461,2.023203331487229,1.6277568722144087],[1.867146270310374,2.0673867081383954,1.5603472524316846],[2.3119313804090225,2.091640199355475,1.4660986969251595],[2.7680562283763126,2.091611254074423,1.3636717222529449],[3.2349503372166146,2.0651996576135234,1.2612585697836232],[3.710396680247966,2.010051192696709,1.16347801121539],[4.191124310212327,1.9236495417222175,1.072498408838344],[4.673326647051603,1.8041427192813082,0.9881431609318513],[5.153276193166927,1.6507853988820145,0.908625664168912],[5.627739729400719,1.4637344445304648,0.8318849059816622],[6.09406876828407,1.2437346180872564,0.7563855833077381],[6.550131131191108,0.9919216093146153,0.6812327299848779],[6.639953493775552,0.9378593879259763,0.6662025580641393]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,6,r11_l0_dry_air_fixed,6,complete,true_neutral_open_loop,7.183032174048804,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.9,4.525652443123949,4.054477840825022,-0.4711746022989267,6.6363059221923475,2.4658235290466166,2.9274473561366694,-0.03630592219234785,1.4949910443068055,0.5725526438633306,0.0,120.0,none,W0_dry_air_s22200266,W0,dry_air,0,0,"[[1.387328839172805,2.0591188540770005,1.8949910443068054],[1.5272167796312581,2.066101433692444,1.9243104452264923],[2.2137360654055245,2.1019465867567293,2.0525143325665125],[2.8748966990573868,2.1400426144982925,2.1715926470770603],[3.509143221331058,2.180624255071963,2.28898345913764],[4.115927626836708,2.223762620010088,2.4053598457993997],[4.69488289561966,2.2694907079008306,2.520204577010147],[5.2457024797500225,2.317787293988699,2.6327318280720804],[5.768126794186968,2.3685710311163484,2.742046264489347],[6.261947503676775,2.4217137547075183,2.847154307837243],[6.6363059221923475,2.4658235290466166,2.9274473561366694]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,7,r11_l0_dry_air_fixed,7,complete,true_neutral_open_loop,5.662912814304161,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,0.92,3.4345945858626834,2.9519593367443537,-0.48263524911832967,6.65555948199509,1.6709219093714356,0.9699353718779857,-0.05555948199509064,0.5699353718779857,1.7004480404373419,0.0,120.0,none,W0_dry_air_s22200307,W0,dry_air,0,0,"[[1.2164285145945914,2.0702836487271195,1.7995519595626581],[1.327051103265334,2.048585353681265,1.7876726647208137],[1.88158956371796,1.9436179288295938,1.696158440274037],[2.44568156639987,1.8504915219412323,1.5886977591817486],[3.0218232194226156,1.7719107826167735,1.4825278772604347],[3.6092195695381206,1.7093196355674147,1.3816321024018663],[4.206290790734491,1.6641034436599007,1.286826901866756],[4.811257666488593,1.6373968163215118,1.1982457892574123],[5.422296752440596,1.6297717805485745,1.1159060462304151],[6.037626196958765,1.6411419572283046,1.0397982041436755],[6.65555948199509,1.6709219093714356,0.9699353718779857]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,8,r11_l0_dry_air_fixed,8,complete,true_neutral_open_loop,4.1699177733080655,floor_margin_stop,finite_neutral_rollout,False,False,False,True,False,False,none,1.28,2.617851977005528,0.9384256706009109,-1.679426306404617,5.722722308086725,2.023692224688768,0.38540075666121265,0.03180429187793621,-0.014599243338787371,1.7678379818141596,0.0,-80.0,none,W0_dry_air_s22200348,W0,dry_air,0,0,"[[1.2318042918779362,2.187252337715546,1.7312997784387139],[1.3108701684090331,2.1610373296546923,1.7321620181858404],[1.7068691652196226,2.0369822102880506,1.708717783812719],[2.106611617725718,1.9282476180684673,1.662513570119282],[2.5086208421944676,1.8355573459287764,1.5992675865532147],[2.9060361840241717,1.759629929236997,1.5148894728651514],[3.294135169105764,1.703529058897271,1.4171952320609258],[3.6701750092267478,1.668936970686978,1.311156997413001],[4.032143392407122,1.6565550536539235,1.1979068479828916],[4.378369275722969,1.6668995842064296,1.0769541458502423],[4.707292959142397,1.7005337419688598,0.947153837954212],[5.017334946085718,1.7580709874205307,0.8071213377360962],[5.3068266414071426,1.8401157906906649,0.6554461918699095],[5.573971644142602,1.947211498419134,0.49083480112067607],[5.722722308086725,2.023692224688768,0.38540075666121265]]"
r11_balanced_true_neutral_intervention_diagnostic_v1,9,r11_l0_dry_air_fixed,9,complete,true_neutral_open_loop,4.6546177750305855,wall_boundary_exit_retained,finite_neutral_rollout,True,True,False,False,False,True,front_wall_x_max,1.08,2.9832194394147717,2.494564964991774,-0.4886544744229977,6.61768044780819,2.695541366518993,1.0350077451325839,-0.017680447808190003,0.6350077451325838,1.6214119398855336,0.0,120.0,none,W0_dry_air_s22200389,W0,dry_air,0,0,"[[1.2779994756590125,1.9674045197110797,1.8785880601144664],[1.3703207110526903,1.9589683726732199,1.8688606843841378],[1.834280442127663,1.924003603251595,1.7922856904613542],[2.3071152451057406,1.9070327678373749,1.6970549349845865],[2.7907242829045456,1.9107874964299463,1.599281695914264],[3.284156539911119,1.936193403854733,1.50522187173555],[3.785343836548846,1.984019238098271,1.4173562625038487],[4.29177346601358,2.0550960364907005,1.3361738694872685],[4.800827850269181,2.1502048276495676,1.2612729126137234],[5.309959644328348,2.2698818109631276,1.1920453769672283],[5.816791298282235,2.414248020139781,1.127944400474836],[6.319178474986706,2.582947327952573,1.068536085538952],[6.61768044780819,2.695541366518993,1.0350077451325839]]"
