scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,latency_s,latency_range_s,onset_latency_s,vicon_latency_nominal_s,vicon_latency_p95_s,half_response_s,actuator_tau_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,wind_param_label,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m,inside_tracker_limit,tracker_min_wall_distance_m,tracker_floor_margin_m,tracker_ceiling_margin_m,x_margin_m,y_margin_m,tracker_x_margin_m,tracker_y_margin_m
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[0],0.0,1.45,2.4,2.7,8.015978060188336e-25,-0.048082795413418776,7.758532199826415e-24,6.4907694777777385,-8.287291958137831e-28,0.3462825238860654,-4.3173536927404546e-24,-2.695597666568994e-24,-7.125072492569206e-25,-1.365023432423699e-24,-0.10060848524273196,-7.444240237625222e-26,-0.18153103930768053,0.0,-0.001801757767505006,-0.10060848524273196,-0.012978584313104861,0.0,-0.4,0.0,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.5,0.053299466674997555,-1.2749679935596663e-28,-0.10138226208841634,0.6578564029119558,none,none,none,True,0.25,2.7,0.2999999999999998,True,1.45,2.7,0.7999999999999998,0.25,2.0000000000000004,1.45,2.4
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[0],0.02,1.5793324784471354,2.4,2.6868428719425554,-1.2528949658818068e-17,-0.048082795413525364,2.2331092764819995e-18,6.490769477781156,-1.5020371768949684e-17,0.3462825238117898,-1.1724296785318427e-14,-3.689197274846272e-11,1.9867757809277648e-16,-9.186966154440448e-25,-0.10060848524273196,-5.010169165166286e-26,-0.15975740782810943,0.0,-0.038846428296252705,-0.10060848524273196,-0.02776811840547425,0.0,-0.4,0.0,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.4999999999994555,0.05329946666355876,-2.3108264259924528e-18,-0.10138226207708413,0.6578564028386196,none,none,none,True,0.37933247844713547,2.6868428719425554,0.31315712805744456,True,1.5793324784471354,2.6868428719425554,0.8131571280574446,0.37933247844713547,2.0000000000000004,1.5793324784471354,2.4
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[1],0.04,1.7086649568943773,2.4,2.6736857438862947,-3.859666346645129e-16,-0.04808279541513411,2.0770172377792802e-17,6.490769477783447,-4.988686060051317e-17,0.34628252375405005,-2.6496591677002886e-14,-1.3108949840229786e-10,1.7695190936478458e-15,-6.18306947104749e-25,-0.10060848524273196,-3.3719754148598967e-26,-0.135765901688864,0.0,-0.07236176851292793,-0.10060848524273196,-0.04584702415063708,0.0,-0.2,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.499999999998667,0.05329946665466956,-7.674901630849755e-18,-0.10138226206980366,0.6578564027914597,none,none,none,True,0.5086649568943773,2.6736857438862947,0.32631425611370535,True,1.7086649568943773,2.6736857438862947,0.8263142561137053,0.5086649568943773,2.0000000000000004,1.7086649568943773,2.4
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[1],0.06,1.8379974353416788,2.4,2.660528615830764,-1.0059595679276178e-15,-0.048082795418807646,7.863140700491718e-17,6.4907694777855545,-3.468044651164572e-16,0.3462825237035187,-3.459990111768009e-14,-2.3760347250638604e-10,4.06934089836341e-15,-4.16136812100055e-25,-0.10060848524273196,-2.2694280020467527e-26,-0.10726907583830533,0.0,-0.09870773991367107,-0.10060848524273196,-0.0706078543591693,0.0,-0.2,-0.2,-0.2,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.49999999999808,0.053299466646889275,-5.335453309485533e-17,-0.10138226206569692,0.6578564027648435,none,none,none,True,0.6379974353416789,2.660528615830764,0.33947138416923606,True,1.8379974353416788,2.660528615830764,0.8394713841692361,0.6379974353416789,2.0000000000000004,1.8379974353416788,2.4
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[2],0.08,1.96732991378901,2.4,2.647371487775582,-1.7359576681699097e-15,-0.04808279542461824,1.8484428880407743e-16,6.490769477788088,-1.030156573385886e-15,0.34628252365719303,-3.7293806744771647e-14,-3.4310128863036695e-10,6.537209262823632e-15,-2.8007100226784176e-25,-0.10060848524273196,-1.5273846404031115e-26,-0.07844717294407619,-0.18151424220741028,-0.1121787809301362,0.0,-0.09928625822343562,0.0,-0.2,-0.2,-0.2,-10.4,0.0,0.0,-10.4,10.4,0.0,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.499999999998142,0.053299466639751596,-1.58485626674797e-16,-0.10138226206436983,0.6578564027562681,none,none,none,True,0.7673299137890099,2.647371487775582,0.35262851222441816,True,1.96732991378901,2.647371487775582,0.8526285122244182,0.7673299137890099,2.0000000000000004,1.96732991378901,2.4
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[2],0.1,2.096661136755107,2.399976856857642,2.634168023407263,-0.0013347141432701658,-0.04752347832301049,-8.335159100029293e-05,6.490655067822127,-0.0035103591738845754,0.35593455404522606,-0.20105789442001826,0.08637581838991805,-0.01249854470592989,-0.05935039065011504,-0.06771215254036782,-1.0279699720085157e-26,-0.04945763301235668,-0.18151424220741028,-0.11901042605710693,0.0,-0.12998489222878562,0.0,-0.2,-0.2,-0.2,-10.4,0.0,0.0,-10.4,10.4,0.0,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.500408059409037,0.054783131001930316,-0.0005400213821069997,-0.102307269126037,0.6638794679083164,none,none,none,True,0.896661136755107,2.634168023407263,0.3658319765927369,True,2.096661136755107,2.634168023407263,0.8658319765927369,0.896661136755107,2.0000231431423585,2.096661136755107,2.399976856857642
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[3],0.12,2.225980391443102,2.3998399922972102,2.6207721253465612,-0.008600898353878252,-0.04421868652571015,-0.000536715130777688,6.488925770912948,-0.010477353713716069,0.38901186655990055,-0.5377746892656283,0.25447903658384147,-0.03134849370443161,-0.0992947620948817,-0.04557205677620775,-6.918507855835812e-27,-0.021971417047311335,-0.09075712110370514,-0.11775068698879934,-0.10471975511965978,-0.1631511279622313,0.0,0.0,-0.2,-0.2,-5.2,-6.000000000000001,0.0,-5.2,5.2,-6.000000000000001,0.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.50058440970375,0.05987845204233982,-0.0016117563575283947,-0.10410870377540794,0.6755455413125194,none,none,none,True,1.0259803914431018,2.6207721253465612,0.37922787465343877,True,2.225980391443102,2.6207721253465612,0.8792278746534388,1.0259803914431018,2.00016000770279,2.225980391443102,2.3998399922972102
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[4],0.14,2.3552791184811768,2.399552151723345,2.6072346268917075,-0.02182247503357798,-0.03782072480605094,-0.0013709962088472873,6.485582083222471,-0.018484540999425227,0.4298154620479283,-0.7476389690911653,0.35843459810115297,-0.039303300146382385,-0.09650317768864121,-0.06491180091996358,-4.65633746652527e-27,0.003605079619466243,-0.09075712110370514,-0.11638364905483164,-0.10471975511965978,-0.19636770455875782,-0.12217304763960307,0.0,-0.2,-0.4,-5.2,-6.000000000000001,-7.0,-5.2,5.2,-6.000000000000001,-7.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.499835226210566,0.06617568850677948,-0.002843851462649911,-0.10404251957780837,0.6750398269604626,none,none,none,True,1.1552791184811768,2.6072346268917075,0.3927653731082925,True,2.3552791184811768,2.6072346268917075,0.8927653731082925,1.1552791184811768,2.0004478482766554,2.3552791184811768,2.399552151723345
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[4],0.16,2.4845703165167494,2.399123498501538,2.593908223065556,-0.037621569962376394,-0.030281128534974323,-0.002467956586792424,6.481341355810712,-0.025949138294261286,0.4583861144276108,-0.8190508608456504,0.3903742986487758,-0.05124485534893707,-0.09462436807642391,-0.07792795658908278,-0.03994737832219282,0.025148235028940084,-0.09075712110370514,-0.11496828082108936,-0.10471975511965978,-0.22963653906614762,-0.12217304763960307,0.0,-0.2,-0.4,-5.2,-6.000000000000001,-7.0,-5.2,5.2,-6.000000000000001,-7.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.497582393338348,0.07060639317541982,-0.003993671138344947,-0.10098747389637402,0.6550596717334741,none,none,none,True,1.2845703165167495,2.593908223065556,0.40609177693444387,True,2.399123498501538,2.593908223065556,0.9060917769344439,1.2845703165167495,2.000876501498462,2.4845703165167494,2.399123498501538
turn_ocp_open_loop_nominal_latency,turn_ocp_left_target_030_open_loop,turn_ocp_ref_target_030[5],0.18,2.6138517217567623,2.398563014854325,2.5811181426962686,-0.05418882258298774,-0.02241471466642362,-0.004126929322307866,6.475928433271266,-0.03078003064888617,0.47630190287341667,-0.835885346845464,0.401120336301299,-0.08073525261715739,-0.09335987986998848,-0.08668817115776639,-0.06683301294847807,0.04556536260230693,-0.09075712110370514,-0.11450803022783089,-0.10471975511965978,-0.26240638244922027,-0.12217304763960307,0.2,-0.2,-0.4,-5.2,-6.000000000000001,-7.0,-5.2,5.2,-6.000000000000001,-7.0,nominal,0.108,0.098000:0.118000,0.073,0.0149,0.0169,0.108,0.05049432643111373,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,6.493493665648625,0.07341739893733502,-0.004740151835106279,-0.09598075274288637,0.622293921838814,none,none,none,True,1.4138517217567623,2.5811181426962686,0.4188818573037314,True,2.398563014854325,2.5811181426962686,0.9188818573037314,1.4138517217567623,2.0014369851456753,2.6138517217567623,2.398563014854325
