t_read_host_s,line_text
0.2151048,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,3980023197"
0.984298,"RX_EVENT,0,0,3980789458,32768,32768,32768,32768"
0.984298,"OK_EVENT,SET_NEUTRAL"
0.9992318,"COMMIT_EVENT,0,0,3980789458,3980805762,1272630,1500,1500,1500,1500,1500,1500,1500,1500"
6.3444664,"RX_EVENT,0,0,3986146523,32768,32768,32768,32768"
6.3655411,"RX_EVENT,1,0,3986165862,32768,32768,32768,32768"
6.3655411,"COMMIT_EVENT,0,0,3986146523,3986165762,1272898,1500,1500,1500,1500,1500,1500,1500,1500"
6.3853819,"COMMIT_EVENT,1,0,3986165862,3986185762,1272899,1500,1500,1500,1500,1500,1500,1500,1500"
6.3853819,"RX_EVENT,2,0,3986187724,32768,32768,32768,32768"
6.4011108,"COMMIT_EVENT,2,0,3986187724,3986205762,1272900,1500,1500,1500,1500,1500,1500,1500,1500"
6.4011108,"RX_EVENT,3,0,3986207686,32768,32768,32768,32768"
6.4199386,"RX_EVENT,4,0,3986221931,32768,32768,32768,32768"
6.4392164,"COMMIT_EVENT,4,0,3986221931,3986225762,1272901,1500,1500,1500,1500,1500,1500,1500,1500"
6.4392164,"RX_EVENT,5,0,3986241226,32768,32768,32768,32768"
6.4392164,"COMMIT_EVENT,5,0,3986241226,3986245762,1272902,1500,1500,1500,1500,1500,1500,1500,1500"
6.4587761,"RX_EVENT,6,0,3986260287,32768,32768,32768,32768"
6.4587761,"COMMIT_EVENT,6,0,3986260287,3986265762,1272903,1500,1500,1500,1500,1500,1500,1500,1500"
6.4820405,"RX_EVENT,7,0,3986279692,32768,32768,32768,32768"
6.4820405,"COMMIT_EVENT,7,0,3986279692,3986285762,1272904,1500,1500,1500,1500,1500,1500,1500,1500"
6.5036597,"RX_EVENT,8,0,3986303564,32768,32768,32768,32768"
6.5036597,"COMMIT_EVENT,8,0,3986303564,3986305762,1272905,1500,1500,1500,1500,1500,1500,1500,1500"
6.5228422,"RX_EVENT,9,0,3986324693,32768,32768,32768,32768"
6.5228422,"COMMIT_EVENT,9,0,3986324693,3986325762,1272906,1500,1500,1500,1500,1500,1500,1500,1500"
6.5423771,"RX_EVENT,10,0,3986343656,32768,32768,32768,32768"
6.5423771,"COMMIT_EVENT,10,0,3986343656,3986345762,1272907,1500,1500,1500,1500,1500,1500,1500,1500"
6.5750226,"RX_EVENT,11,0,3986363299,32768,32768,32768,32768"
6.5750226,"COMMIT_EVENT,11,0,3986363299,3986365762,1272908,1500,1500,1500,1500,1500,1500,1500,1500"
6.5933088,"RX_EVENT,12,0,3986379861,32768,32768,32768,32768"
6.5933088,"COMMIT_EVENT,12,0,3986379861,3986385762,1272909,1500,1500,1500,1500,1500,1500,1500,1500"
6.5933088,"RX_EVENT,13,0,3986395933,32768,32768,32768,32768"
6.5933088,"COMMIT_EVENT,13,0,3986395933,3986405762,1272910,1500,1500,1500,1500,1500,1500,1500,1500"
6.6105807,"RX_EVENT,14,0,3986414423,32768,32768,32768,32768"
6.6277498,"COMMIT_EVENT,14,0,3986414423,3986425762,1272911,1500,1500,1500,1500,1500,1500,1500,1500"
6.6277498,"RX_EVENT,15,0,3986431441,32768,32768,32768,32768"
6.6433612,"COMMIT_EVENT,15,0,3986431441,3986445762,1272912,1500,1500,1500,1500,1500,1500,1500,1500"
6.6433612,"RX_EVENT,16,0,3986448453,32768,32768,32768,32768"
6.6583392,"RX_EVENT,17,0,3986464123,32768,32768,32768,32768"
6.6583392,"COMMIT_EVENT,17,0,3986464123,3986465762,1272913,1500,1500,1500,1500,1500,1500,1500,1500"
6.6748958,"RX_EVENT,18,0,3986479060,32768,32768,32768,32768"
6.6748958,"COMMIT_EVENT,18,0,3986479060,3986485762,1272914,1500,1500,1500,1500,1500,1500,1500,1500"
6.6901638,"RX_EVENT,19,0,3986495796,32768,32768,32768,32768"
6.7049207,"COMMIT_EVENT,19,0,3986495796,3986505762,1272915,1500,1500,1500,1500,1500,1500,1500,1500"
6.7049207,"RX_EVENT,20,0,3986510961,32768,32768,32768,32768"
6.7213553,"COMMIT_EVENT,20,0,3986510961,3986525762,1272916,1500,1500,1500,1500,1500,1500,1500,1500"
6.7413841,"RX_EVENT,21,0,3986542124,32768,32768,32768,32768"
6.7413841,"COMMIT_EVENT,21,0,3986542124,3986545762,1272917,1500,1500,1500,1500,1500,1500,1500,1500"
6.7574655,"RX_EVENT,22,0,3986562194,32768,32768,32768,32768"
6.7729897,"COMMIT_EVENT,22,0,3986562194,3986565762,1272918,1500,1500,1500,1500,1500,1500,1500,1500"
6.7729897,"RX_EVENT,23,0,3986578174,32768,32768,32768,32768"
6.7916878,"COMMIT_EVENT,23,0,3986578174,3986585762,1272919,1500,1500,1500,1500,1500,1500,1500,1500"
6.7916878,"RX_EVENT,24,0,3986593977,32768,32768,32768,32768"
6.8082474,"COMMIT_EVENT,24,0,3986593977,3986605762,1272920,1500,1500,1500,1500,1500,1500,1500,1500"
6.8082474,"RX_EVENT,25,0,3986612546,32768,32768,32768,32768"
6.8258761,"COMMIT_EVENT,25,0,3986612546,3986625762,1272921,1500,1500,1500,1500,1500,1500,1500,1500"
6.8454137,"RX_EVENT,26,0,3986646710,32768,32768,32768,32768"
6.8615496,"COMMIT_EVENT,26,0,3986646710,3986665762,1272923,1500,1500,1500,1500,1500,1500,1500,1500"
6.8615496,"RX_EVENT,27,0,3986667302,32768,32768,32768,32768"
6.8823408,"RX_EVENT,28,0,3986682319,32768,32768,32768,32768"
6.8823408,"COMMIT_EVENT,28,0,3986682319,3986685762,1272924,1500,1500,1500,1500,1500,1500,1500,1500"
6.901711,"RX_EVENT,29,0,3986703576,32768,32768,32768,32768"
6.901711,"COMMIT_EVENT,29,0,3986703576,3986705762,1272925,1500,1500,1500,1500,1500,1500,1500,1500"
6.9230265,"RX_EVENT,30,0,3986722874,32768,32768,32768,32768"
6.9230265,"COMMIT_EVENT,30,0,3986722874,3986725762,1272926,1500,1500,1500,1500,1500,1500,1500,1500"
6.9439111,"RX_EVENT,31,0,3986743939,32768,32768,32768,32768"
6.9439111,"COMMIT_EVENT,31,0,3986743939,3986745762,1272927,1500,1500,1500,1500,1500,1500,1500,1500"
6.9670989,"RX_EVENT,32,0,3986764936,32768,32768,32768,32768"
6.9670989,"COMMIT_EVENT,32,0,3986764936,3986765762,1272928,1500,1500,1500,1500,1500,1500,1500,1500"
6.9856382,"RX_EVENT,33,0,3986788100,32768,32768,32768,32768"
7.0047513,"COMMIT_EVENT,33,0,3986788100,3986805762,1272930,1500,1500,1500,1500,1500,1500,1500,1500"
7.0047513,"RX_EVENT,34,0,3986807332,32768,32768,32768,32768"
7.0263574,"RX_EVENT,35,0,3986825669,32768,32768,32768,32768"
7.0263574,"COMMIT_EVENT,34,0,3986807332,3986825762,1272931,1500,1500,1500,1500,1500,1500,1500,1500"
7.0467718,"COMMIT_EVENT,35,0,3986825669,3986845762,1272932,1500,1500,1500,1500,1500,1500,1500,1500"
7.0467718,"RX_EVENT,36,0,3986847373,32768,32768,32768,32768"
7.0668278,"COMMIT_EVENT,36,0,3986847373,3986865762,1272933,1500,1500,1500,1500,1500,1500,1500,1500"
7.0668278,"RX_EVENT,37,0,3986867647,32768,32768,32768,32768"
7.0848848,"COMMIT_EVENT,37,0,3986867647,3986885762,1272934,1500,1500,1500,1500,1500,1500,1500,1500"
7.0848848,"RX_EVENT,38,0,3986887851,32768,32768,32768,32768"
7.1025638,"RX_EVENT,39,0,3986905821,32768,32768,32768,32768"
7.1025638,"COMMIT_EVENT,38,0,3986887851,3986905762,1272935,1500,1500,1500,1500,1500,1500,1500,1500"
7.1181699,"RX_EVENT,40,0,3986923478,32768,32768,32768,32768"
7.1181699,"COMMIT_EVENT,40,0,3986923478,3986925762,1272936,1500,1500,1500,1500,1500,1500,1500,1500"
7.1338036,"RX_EVENT,41,0,3986939005,32768,32768,32768,32768"
7.1338036,"COMMIT_EVENT,41,0,3986939005,3986945762,1272937,1500,1500,1500,1500,1500,1500,1500,1500"
7.148373,"RX_EVENT,42,0,3986954625,32768,32768,32768,32768"
7.1756271,"COMMIT_EVENT,42,0,3986954625,3986965762,1272938,1500,1500,1500,1500,1500,1500,1500,1500"
7.1902033,"RX_EVENT,43,0,3986981048,32768,32768,32768,32768"
7.1902033,"COMMIT_EVENT,43,0,3986981048,3986985762,1272939,1500,1500,1500,1500,1500,1500,1500,1500"
7.2049176,"RX_EVENT,44,0,3986996573,32768,32768,32768,32768"
7.2049176,"COMMIT_EVENT,44,0,3986996573,3987005762,1272940,1500,1500,1500,1500,1500,1500,1500,1500"
7.2207227,"RX_EVENT,45,0,3987010943,32768,32768,32768,32768"
7.2362475,"COMMIT_EVENT,45,0,3987010943,3987025762,1272941,1500,1500,1500,1500,1500,1500,1500,1500"
7.2507466,"RX_EVENT,46,0,3987041522,32768,32768,32768,32768"
7.2507466,"COMMIT_EVENT,46,0,3987041522,3987045762,1272942,1500,1500,1500,1500,1500,1500,1500,1500"
7.2641948,"RX_EVENT,47,0,3987057415,32768,32768,32768,32768"
7.2641948,"COMMIT_EVENT,47,0,3987057415,3987065762,1272943,1500,1500,1500,1500,1500,1500,1500,1500"
7.2779676,"RX_EVENT,48,0,3987071502,32768,32768,32768,32768"
7.293735,"COMMIT_EVENT,48,0,3987071502,3987085762,1272944,1500,1500,1500,1500,1500,1500,1500,1500"
7.293735,"RX_EVENT,49,0,3987098711,32768,32768,32768,32768"
7.3084332,"COMMIT_EVENT,49,0,3987098711,3987105762,1272945,1500,1500,1500,1500,1500,1500,1500,1500"
7.3084332,"RX_EVENT,50,0,3987114484,32768,32768,32768,32768"
7.3231887,"COMMIT_EVENT,50,0,3987114484,3987125762,1272946,1500,1500,1500,1500,1500,1500,1500,1500"
