run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s1_latency_nominal_no_wind_seed1,s1_latency_nominal_no_wind,bank_reversal,bank_reversal,1,none,panel,,nominal,0.111,0.101000:0.121000,0.35,,True,none,0.17632851416057604,-0.24057040518733075,6.505592309691435,3.053834490775539,0.5162950102296621,4.139726110264059,0.6222187628412108,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_no_wind_seed_001/_run/logs/s1_latency_nominal_no_wind_seed1.csv,bank_reversal,4.139726110264059,True,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_no_wind_seed_001/_run/logs/s1_latency_nominal_no_wind_seed1.csv,,nominal-latency bank reversal,latency_nominal_bank_reversal_no_wind_seed_001,nominal-latency bank reversal,actual_rollout.csv,actual_metrics.csv
