run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s1_latency_nominal_no_wind_control_reference_seed1,s1_latency_nominal_no_wind_control_reference,bank_reversal,bank_reversal,1,none,panel,,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.35,,True,none,0.13506030251032194,-0.23697318287402247,6.499568524518605,3.0540721673366416,0.5616745265358573,2.760959627143378,0.07212038259363052,0.0,0.0,0.021919872965099514,True,,0,0,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_no_wind_seed_001/analysis_data/control_reference_rollout.csv,bank_reversal,2.760959627143378,True,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_no_wind_seed_001/analysis_data/control_reference_rollout.csv
