candidate_id,candidate_delta_a_effectiveness_scale,candidate_delta_e_effectiveness_scale,candidate_delta_r_effectiveness_scale,candidate_stage_surface,candidate_stage_regime,candidate_stage_scale,candidate_surface_schedule,split,dataset_root,session_label,trial_id,throw_id,case_id,surface_axis,command_axis,command_value,command_abs,launch_confidence_score,launch_confidence_label,launch_confidence_weight,launch_lateral_contamination_score,launch_confidence_reasons,replay_status,replay_policy,replay_dt_s,replay_command_source,replay_command_onset_delay_s,duration_s,response_window_start_s,response_window_end_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg,actual_peak_p_rad_s,sim_peak_p_rad_s,peak_p_rad_s_residual_actual_minus_sim,actual_p_impulse_rad,sim_p_impulse_rad,p_impulse_rad_residual_actual_minus_sim,actual_phi_change_deg,sim_phi_change_deg,phi_change_deg_residual_actual_minus_sim,actual_peak_q_rad_s,sim_peak_q_rad_s,peak_q_rad_s_residual_actual_minus_sim,actual_q_impulse_rad,sim_q_impulse_rad,q_impulse_rad_residual_actual_minus_sim,actual_theta_change_deg,sim_theta_change_deg,theta_change_deg_residual_actual_minus_sim,actual_peak_r_rad_s,sim_peak_r_rad_s,peak_r_rad_s_residual_actual_minus_sim,actual_r_impulse_rad,sim_r_impulse_rad,r_impulse_rad_residual_actual_minus_sim,actual_psi_change_deg,sim_psi_change_deg,psi_change_deg_residual_actual_minus_sim,actual_roll_coupling_phi_change_deg,sim_roll_coupling_phi_change_deg,roll_coupling_phi_change_deg_residual_actual_minus_sim,actual_yaw_coupling_psi_change_deg,sim_yaw_coupling_psi_change_deg,yaw_coupling_psi_change_deg_residual_actual_minus_sim,actual_response_dy_m,sim_response_dy_m,response_dy_m_residual_actual_minus_sim,actual_response_dx_m,sim_response_dx_m,response_dx_m_residual_actual_minus_sim,actual_response_altitude_loss_m,sim_response_altitude_loss_m,response_altitude_loss_m_residual_actual_minus_sim,actual_max_abs_alpha_deg,sim_max_abs_alpha_deg,max_abs_alpha_deg_residual_actual_minus_sim,actual_alpha_gt_20_s,sim_alpha_gt_20_s,alpha_gt_20_s_residual_actual_minus_sim,actual_alpha_gt_30_s,sim_alpha_gt_30_s,alpha_gt_30_s_residual_actual_minus_sim,actual_speed_mean_m_s,sim_speed_mean_m_s,speed_mean_m_s_residual_actual_minus_sim,actual_response_delay_p_s,sim_response_delay_p_s,response_delay_p_s_residual_actual_minus_sim,actual_response_delay_q_s,sim_response_delay_q_s,response_delay_q_s_residual_actual_minus_sim,actual_response_delay_r_s,sim_response_delay_r_s,response_delay_r_s_residual_actual_minus_sim
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v001,v001,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.6638325957,medium,0.6638325957,0.5226377179,yaw_angle;lateral_velocity;yaw_rate,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1805865,0.15,0.8,5.119483619,5.153342038,-0.03385841883,0.04148237801,-1.251798784,1.293281162,1.055881517,1.12233891,-0.06645739323,14.34414252,9.340281647,5.003860872,-18.14097583,-6.839207724,-11.30176811,6.857352348,-21.65142786,28.50878021,0.8712495178,0.7747071899,0.09654232792,0.1662802605,0.3273045091,-0.1610242486,-1.327373814,2.898688043,-4.226061856,-1.932298993,0.8099563499,-2.742255343,-0.6585049223,0.1562601233,-0.8147650456,-8.197605435,5.107806185,-13.30541162,0.8261284969,0.505089814,0.3210386828,0.3857017767,0.2749381266,0.1107636501,14.34335089,-3.392531806,17.7358827,-1.327373814,2.898688043,-4.226061856,14.34335089,-3.392531806,17.7358827,0.05053462449,-0.7446934866,0.7952281111,2.825976755,2.907017774,-0.08104101891,0.2650810367,0.5313705908,-0.266289554,14.85130368,19.99098111,-5.139677422,0,0,0,0,0,0,4.499475867,4.701167662,-0.2016917954,0.3357865,0.12,0.2157865,0.1728003,0.37,-0.1971997,0.03098600001,0.035,-0.004013999993
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v002,v002,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7690980719,high,0.7690980719,0.4183593239,lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1324288,0.15,0.8,4.228170939,4.298116228,-0.06994528871,0.268271525,-0.279278945,0.54755047,1.190540867,1.175899725,0.01464114188,4.302649615,4.803431329,-0.5007817135,-32.98707998,-27.80857621,-5.178503771,-1.119298293,-7.884699167,6.765400874,-0.3077086157,0.5212469968,-0.8289556125,-0.1012568934,0.167184746,-0.2684416394,-11.00227968,-2.464460661,-8.537819022,-2.190275301,-1.80829578,-0.3819795214,-0.7902088624,-0.5450610426,-0.2451478198,-19.98583639,-12.70946582,-7.276370569,0.3167300439,0.2151478567,0.1015821872,0.1170410695,0.07358003313,0.04346103635,4.807377,4.079872627,0.7275043728,-11.00227968,-2.464460661,-8.537819022,4.807377,4.079872627,0.7275043728,0.1335708778,-0.1985910088,0.3321618866,2.461462044,2.440093148,0.02136889608,0.3510882128,0.4858206746,-0.1347324618,21.35463821,25.84649874,-4.491860526,0.2867603,0.505,-0.2182397,0,0,0,3.769230707,3.871717293,-0.1024865861,0.0530663,0.205,-0.1519337,0.1368553,0.195,-0.0581447,0.0589733,0.03,0.0289733
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v003,v003,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7811144104,high,0.7811144104,0.4058190465,roll_angle;lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1918325,0.15,0.8,5.259403741,6.058917745,-0.7995140042,0.0325674262,0.2088231535,-0.1762557273,1.03133535,1.475168268,-0.4438329177,-3.34648832,28.15351873,-31.50000705,-15.87836835,-15.86650214,-0.01186621427,2.418934426,3.778853315,-1.35991889,-0.4464088685,0.7048503544,-1.151259223,0.0182650812,0.3518683555,-0.3336032743,-5.373600522,12.01857034,-17.39217086,-1.713556095,-0.04006055778,-1.673495537,-0.6309144354,-0.0224695636,-0.6084448718,-4.677412585,-8.463914429,3.786501844,0.45533228,-0.08182395842,0.5371562384,0.1990113245,-0.0121086788,0.2111200033,4.814071709,5.113836719,-0.2997650098,-5.373600522,12.01857034,-17.39217086,4.814071709,5.113836719,-0.2997650098,0.02986723899,0.02015095133,0.009716287653,2.902246541,3.285464244,-0.3832177029,0.2923496577,0.6932304126,-0.400880755,16.16579694,6.007843189,10.15795375,0,0,0,0,0,0,4.568159077,5.173106557,-0.6049474804,0.0796827,0.095,-0.0153173,0.1365025,,,0.0615833,0.35,-0.2884167
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v001,v001,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.7261873038,medium,0.7261873038,0.4618421832,lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9968523,0.15,0.8,4.160578517,4.071059289,0.08951922809,-0.00244910173,-0.2037128191,0.2012637173,1.042408462,1.018011485,0.02439697668,8.751309995,11.94474957,-3.193439577,-16.02314772,-18.6553182,2.632170477,3.163834787,-9.961118675,13.12495346,0.43886916,0.6595473727,-0.2206782127,0.007267436789,0.2314432044,-0.2241757676,-0.3140992383,2.296870487,-2.610969726,-1.642343484,-1.885941878,0.2435983932,-0.7415128661,-0.5383443953,-0.2031684708,-18.20711217,-10.03655801,-8.170554158,0.4884659599,-0.2265541227,0.7150200825,0.23853649,-0.00280992348,0.2413464135,8.501232254,2.618770626,5.882461628,-0.3140992383,2.296870487,-2.610969726,8.501232254,2.618770626,5.882461628,0.003301288397,-0.1665728468,0.1698741352,2.668915267,2.616174523,0.05274074377,0.570861636,0.5823213896,-0.01145975361,16.17449717,23.05583544,-6.881338271,0,0.415,-0.415,0,0,0,4.236678314,4.149417346,0.08726096884,0.3651173,0.2,0.1651173,0.0805549,0.21,-0.1294451,0.0333277,0.41,-0.3766723
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v002,v002,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.6683979185,medium,0.6683979185,0.5182480721,roll_angle;lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0873698,0.15,0.8,4.050271516,4.131918879,-0.08164736352,-0.1414855504,-0.06456112433,-0.07692442608,1.055084093,1.039225382,0.01585871061,-0.001674194625,14.73844717,-14.74012137,-28.30748111,-24.32989367,-3.977587443,1.526829348,-8.828499622,10.35532897,0.3326241654,0.5129263948,-0.1803022294,0.05490974305,0.1796372967,-0.1247275536,-11.76393976,-1.188505627,-10.57543414,-2.129614498,-1.861486598,-0.2681278999,-0.7325220676,-0.5713335211,-0.1611885464,-21.45878547,-11.58235579,-9.876429684,0.4246081232,0.2159039591,0.2087041641,0.1928671594,0.06322390705,0.1296432523,7.388432007,3.81813414,3.570297867,-11.76393976,-1.188505627,-10.57543414,7.388432007,3.81813414,3.570297867,-0.1069462226,-0.05804136399,-0.04890485859,2.37771907,2.451543019,-0.07382394862,0.3594836405,0.4642445379,-0.1047608974,21.21750538,26.25615965,-5.038654263,0.2276341,0.505,-0.2773659,0,0,0,3.782846073,3.869947232,-0.08710115882,0.2381419,0.195,0.0431419,0.1683684,0.19,-0.0216316,0.01884619999,0.03,-0.01115380001
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v003,v003,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.8847052423,high,0.8847052423,0.285774677,lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1391425,0.15,0.8,4.497289291,4.406776818,0.09051247376,0.1400564542,-0.2778392497,0.4178957039,1.001685963,0.9866011367,0.01508482639,5.914491386,13.743083,-7.828591618,-27.44600016,-27.08973964,-0.3562605135,-4.560875405,-17.02377118,12.46289577,1.142395569,0.7472521594,0.3951434095,0.4433114858,0.3385929357,0.1047185502,10.43695858,5.751938596,4.68501998,-2.252290895,-2.479725062,0.2274341666,-0.8401077057,-1.006251244,0.166143538,-21.71688409,-17.07038012,-4.646503971,-0.3605608735,-0.3698497006,0.009288827102,-0.08451515158,-0.09250099851,0.007985846927,-3.041030272,-2.283939359,-0.7570909131,10.43695858,5.751938596,4.68501998,-3.041030272,-2.283939359,-0.7570909131,0.1248564687,-0.1359321812,0.2607886499,2.543497833,2.502042032,0.04145580104,0.2092048128,0.3102202117,-0.1010153989,17.83620197,24.91042679,-7.074224818,0,0.58,-0.58,0,0,0,4.005227201,3.918720531,0.08650667013,0.1631963,0.115,0.04819630001,0.1151875,0.075,0.0401875,0.1919769,0.265,-0.0730231
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v001,v001,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.6639862319,medium,0.6639862319,0.522490105,roll_angle;lateral_velocity;roll_rate,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2865927,0.15,0.8,5.039359697,5.696805352,-0.6574456546,-1.500249787,-0.1935807582,-1.306669028,1.112441542,1.032685887,0.07975565573,37.6215253,59.76245337,-22.14092807,5.838311867,-3.147538549,8.985850416,49.8180304,-14.84518009,64.66321049,-0.4036215891,1.441258818,-1.844880407,-0.09016316278,0.6690870106,-0.7592501734,9.5740765,27.20139553,-17.62731903,-0.9848045076,-0.2687456016,-0.7160589059,-0.4361899472,-0.1287028451,-0.307487102,-5.126124543,-9.920866134,4.794741591,1.533207974,0.1856745187,1.347533455,0.5208413001,0.04848022187,0.4723610783,15.16501823,-1.014512974,16.1795312,9.5740765,27.20139553,-17.62731903,15.16501823,-1.014512974,16.1795312,-0.475486165,-0.1190052403,-0.3564809247,2.721355662,2.957218351,-0.2358626894,0.1389811827,0.2762068208,-0.1372256382,37.6464996,8.992298827,28.65420077,0.2530147,0,0.2530147,0.0984759,0,0.0984759,4.414918265,4.594837762,-0.1799194966,0.06819280001,0.12,-0.05180719999,0.06819280001,0.05,0.01819280001,0.1089188,0.025,0.0839188
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v002,v002,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8209164879,high,0.8209164879,0.3627063961,roll_angle;lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1010575,0.15,0.8,4.584125453,5.274759958,-0.6906345055,-0.5034914328,0.447611347,-0.9511027798,1.082590123,1.544682639,-0.4620925158,18.30259397,66.80659947,-48.5040055,-15.4404878,-16.78875581,1.348268008,18.33689124,3.560878561,14.77601268,-1.061314857,1.582987792,-2.644302649,-0.256692052,0.742243508,-0.9989355601,2.497153175,37.21797374,-34.72082056,-1.63798018,-0.1095121727,-1.528468008,-0.6351338992,-0.03445266601,-0.6006812332,-9.262865488,-9.374751065,0.1118855769,1.084224893,-0.3229735718,1.407198465,0.3308547623,-0.1180647157,0.4489194779,6.438259697,1.876586113,4.561673584,2.497153175,37.21797374,-34.72082056,6.438259697,1.876586113,4.561673584,-0.2294083216,0.2273560269,-0.4567643485,2.704795786,3.102818268,-0.3980224826,0.3808124724,0.8040520671,-0.4232395948,21.00595519,6.932257769,14.07369742,0.0777021,0,0.0777021,0,0,0,4.324225029,4.957418128,-0.6331930991,0.0574709,0.12,-0.0625291,0.1414209,0.205,-0.0635791,0.1472629,0.17,-0.0227371
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v003,v003,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8252401568,high,0.8252401568,0.3578461829,lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2173598,0.15,0.8,4.552001397,4.429290633,0.1227107638,0.2053389009,-0.2211343151,0.426473216,1.141215729,1.16535937,-0.02414364106,-4.119511607,25.24422256,-29.36373417,-33.3258598,-28.58910404,-4.73675576,-4.74175526,-30.18930306,25.4475478,-0.6536854357,0.7370045186,-1.390689954,0.008911699055,0.3237766979,-0.3148649989,5.416174596,7.587781489,-2.171606893,-2.149447567,-2.487235332,0.337787765,-0.8425711209,-0.9874729617,0.1449018408,-21.52418959,-14.87701686,-6.647172725,0.4412980763,-0.5234942568,0.9647923331,0.09478497653,-0.1321915892,0.2269765657,-4.903591781,-3.195458652,-1.708133129,5.416174596,7.587781489,-2.171606893,-4.903591781,-3.195458652,-1.708133129,0.1596426744,-0.06315153302,0.2227942074,2.422642009,2.389979573,0.03266243544,0.172995305,0.3095698725,-0.1365745675,19.53873452,28.13553962,-8.596805104,0,0.57,-0.57,0,0,0,3.863106306,3.750342378,0.112763927,0.4672918,0.14,0.3272918,0.1185842,0.08,0.03858419999,0.3661764,0.26,0.1061764
CST01_attached_prior_active_post_relief,,,,,,,"aileron=normal:1,transition:0p65,post_stall:0p55|elevator=normal:0p85,transition:0p7,post_stall:0p6|rudder=normal:1,transition:0p45,post_stall:0p45",train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v001,v001,C1_aileron_neg0p8,aileron,delta_a,-0.8,0.8,0.7945694996,high,0.7945694996,0.3915395433,roll_angle;lateral_velocity,ok,CST01_attached_prior_active_post_relief_constrained_joint_alpha_regime_control_mix_replay,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9739627,0.15,0.8,3.910378445,3.95656585,-0.04618740495,-0.6306045267,-0.03797221442,-0.5926323123,0.9308053213,1.018508159,-0.08770283796,25.16584145,30.07813673,-4.912295279,-8.838839296,-12.40894409,3.57010479,19.47724081,-20.85193786,40.32917867,-0.7220559025,0.9457225542,-1.667778457,-0.0008105507782,0.3567397259,-0.3575502767,4.531503098,10.85413229,-6.322629193,-1.40945254,-2.335177205,0.9257246655,-0.5772487087,-0.9636379923,0.3863892836,-10.43901821,-14.5500066,4.110988386,0.8295332036,-0.6444544552,1.473987659,0.3883945099,-0.09458452849,0.4829790384,16.25151031,-7.579778133,23.83128845,4.531503098,10.85413229,-6.322629193,16.25151031,-7.579778133,23.83128845,-0.4085304426,-0.005039956306,-0.4034904863,2.613536447,2.599072819,0.01446362769,0.5114827035,0.6060470848,-0.09456438126,28.42113659,22.65219147,5.768945122,0.2274237,0.41,-0.1825763,0,0,0,4.158805439,4.125890344,0.03291509517,0.0409232,0.175,-0.1340768,0.1131036,0.08,0.03310360001,0.0709044,0.335,-0.2640956
